time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex,normalised_value_start,normalised_value_end,source
1937,CD,YEAR_REGEX_1,TIME,time_reference,1,0,1937-01-01,1937-12-31,ML
1938,CD,YEAR_REGEX_1,TIME,time_reference,1,0,1938-01-01,1938-12-31,ML
1939,CD,YEAR_REGEX_1,TIME,time_reference,1,0,1939-01-01,1939-12-31,ML
1952,CD,YEAR_REGEX_1,TIME,time_reference,1,0,1952-01-01,1952-12-31,ML
1928,CD,YEAR_REGEX_1,TIME,time_reference,2,6,1928-01-01,1928-12-31,ML
the 1936,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,3,7,1936-01-01,1936-12-31,ML
1939,CD,YEAR_REGEX_1,TIME,time_reference,8,7,1939-01-01,1939-12-31,ML
1940,CD,YEAR_REGEX_1,TIME,time_reference,1,9,1940-01-01,1940-12-31,ML
1948,CD,YEAR_REGEX_1,TIME,time_reference,2,9,1948-01-01,1948-12-31,ML
1942,CD,YEAR_REGEX_1,TIME,time_reference,0,10,1942-01-01,1942-12-31,ML
1944,CD,YEAR_REGEX_1,TIME,time_reference,0,10,1944-01-01,1944-12-31,ML
2008,CD,YEAR_REGEX_1,TIME,time_reference,1,10,2008-01-01,2008-12-31,ML
1945,CD,YEAR_REGEX_1,TIME,time_reference,0,14,1945-01-01,1945-12-31,ML
1948,CD,YEAR_REGEX_1,TIME,time_reference,4,14,1948-01-01,1948-12-31,ML
1949,CD,YEAR_REGEX_1,TIME,time_reference,5,14,1949-01-01,1949-12-31,ML
the 1954,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,16,1954-01-01,1954-12-31,ML
1981,CD,YEAR_REGEX_1,TIME,time_reference,0,21,1981-01-01,1981-12-31,ML
1981 to 2006,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,1,21,1981-01-01,2006-12-31,ML
16 May 2008,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,23,2008-05-16,2008-05-16,ML
1977,CD,YEAR_REGEX_1,TIME,time_reference,1,28,1977-01-01,1977-12-31,ML
1989,CD,YEAR_REGEX_1,TIME,time_reference,0,29,1989-01-01,1989-12-31,ML
1996,CD,YEAR_REGEX_1,TIME,time_reference,0,29,1996-01-01,1996-12-31,ML
1993,CD,YEAR_REGEX_1,TIME,time_reference,1,30,1993-01-01,1993-12-31,ML
2002,CD,YEAR_REGEX_1,TIME,time_reference,0,31,2002-01-01,2002-12-31,ML
2012,CD,YEAR_REGEX_1,TIME,time_reference,2,32,2012-01-01,2012-12-31,ML
9 February 2013,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,2,32,2013-02-09,2013-02-09,ML
2018,CD,YEAR_REGEX_1,TIME,time_reference,4,32,2018-01-01,2018-12-31,ML
now,RB,TIMELINE_REGEX,TIME,time_reference,1,10,2008-01-01,2008-12-31,LLM
"1958 , 1959 and 1963","CD , CD CC CD",YEAR_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME MODIFIER TIME,time_range,3,16,1958-01-01,1963-12-31,LLM
of the Night,IN DT NNP,PREFIX_REGEX_1 PREFIX_REGEX_1 DAY_TIME_REGEX,MODIFIER MODIFIER TIME,time_reference,0,14,1945-01-01,1945-12-31,LLM
the late 1930s,DT JJ CD,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,0,9,1937-01-01,1939-12-31,LLM
a 1934,DT CD,INARTICLE_REGEX YEAR_REGEX_1,MODIFIER TIME,time_reference,2,7,1934-01-01,1934-12-31,LLM
a 1930,DT CD,INARTICLE_REGEX YEAR_REGEX_1,MODIFIER TIME,time_reference,0,7,1930-01-01,1930-12-31,LLM
