time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex,normalised_value_start,normalised_value_end,source
1964 and 1982,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,1,0,1964-01-01,1982-12-31,ML
1964,CD,YEAR_REGEX_1,TIME,time_reference,6,0,1964-01-01,1964-12-31,ML
1967,CD,YEAR_REGEX_1,TIME,time_reference,7,0,1967-01-01,1967-12-31,ML
1969,CD,YEAR_REGEX_1,TIME,time_reference,8,0,1969-01-01,1969-12-31,ML
2003,CD,YEAR_REGEX_1,TIME,time_reference,8,0,2003-01-01,2003-12-31,ML
1974,CD,YEAR_REGEX_1,TIME,time_reference,9,0,1974-01-01,1974-12-31,ML
1978,CD,YEAR_REGEX_1,TIME,time_reference,0,1,1978-01-01,1978-12-31,ML
1980,CD,YEAR_REGEX_1,TIME,time_reference,0,1,1980-01-01,1980-12-31,ML
1982,CD,YEAR_REGEX_1,TIME,time_reference,0,1,1982-01-01,1982-12-31,ML
1982,CD,YEAR_REGEX_1,TIME,time_reference,1,1,1982-01-01,1982-12-31,ML
2010,CD,YEAR_REGEX_1,TIME,time_reference,4,1,2010-01-01,2010-12-31,ML
1941–62,CD,YEAR_REGEX_1,TIME,time_reference,1,3,1941-01-01,2062-12-31,ML
"January 15 , 1941","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,4,1941-01-15,1941-01-15,ML
2004,CD,YEAR_REGEX_1,TIME,time_reference,6,4,2004-01-01,2004-12-31,ML
the 1950s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,5,1950-01-01,1959-12-31,ML
1996,CD,YEAR_REGEX_1,TIME,time_reference,14,5,1996-01-01,1996-12-31,ML
1996,CD,YEAR_REGEX_1,TIME,time_reference,13,6,1996-01-01,1996-12-31,ML
1962–69,CD,YEAR_REGEX_1,TIME,time_reference,1,7,1962-01-01,2069-12-31,ML
early 1965,JJ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,8,1965-01-01,1965-12-31,ML
1966,CD,YEAR_REGEX_1,TIME,time_reference,2,8,1966-01-01,1966-12-31,ML
1966,CD,YEAR_REGEX_1,TIME,time_reference,0,10,1966-01-01,1966-12-31,ML
1966,CD,YEAR_REGEX_1,TIME,time_reference,0,12,1966-01-01,1966-12-31,ML
spring 1967,NN CD,SEASON_REGEX YEAR_REGEX_1,TIME TIME,time_reference,5,12,1967-01-01,1967-12-31,ML
September 1967,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,6,12,1967-09-01,1967-09-30,ML
"January 27 , 1968","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,8,14,1968-01-27,1968-01-27,ML
the 1967,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,17,1967-01-01,1967-12-31,ML
June 10–11,NNP CD,MONTH_REGEX DIGIT_REGEX_1,TIME NUMERAL,time_reference,2,17,2023-01-01,2023-12-31,ML
June 16–18,NNP CD,MONTH_REGEX DIGIT_REGEX_1,TIME NUMERAL,time_reference,2,17,2023-01-01,2023-12-31,ML
"August 7 , 1967","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,8,17,1967-08-07,1967-08-07,ML
