time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
1946,CD,YEAR_REGEX_1,TIME,time_reference,Payne began his professional recording career with J. J. Johnson on the Savoy label in 1946.,0,3,== Biography ==,8495800,1946-01-01,1946-12-31,ML
1949,CD,YEAR_REGEX_1,TIME,time_reference,"Payne stayed on board until 1949, heard performing solos on ""Ow!""",3,3,== Biography ==,8495800,1949-01-01,1949-12-31,ML
1952 to 1954,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,"In the early 1950s, he found himself working with Tadd Dameron, and worked with Illinois Jacquet from 1952 to 1954.",5,3,== Biography ==,8495800,1952-01-01,1954-12-31,ML
1960,CD,YEAR_REGEX_1,TIME,time_reference,"He then started freelance work in New York City and frequently performed during this period with Randy Weston, whom Payne worked with until 1960.",6,3,== Biography ==,8495800,1960-01-01,1960-12-31,ML
the 1990s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"Payne was still recording regularly for Delmark Records in the 1990s, when he was in his seventies, and indeed on into the new millennium.",7,3,== Biography ==,8495800,1990-01-01,1999-12-31,ML
the 1950s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"Aside from his career in music, Payne helped run his father's real estate company during the 1950s.",1,4,== Biography ==,8495800,1950-01-01,1959-12-31,ML
1949,CD,YEAR_REGEX_1,TIME,time_reference,"""Block Buster Boogie"" b/w ""Angel Child"" (Decca, 1949)",0,7,== Discography == | === As leader ===,8495800,1949-01-01,1949-12-31,ML
1949,CD,YEAR_REGEX_1,TIME,time_reference,"""Hippy Dippy"" b/w ""No Chops"" (Decca, 1949)",0,8,== Discography == | === As leader ===,8495800,1949-01-01,1949-12-31,ML
1957,CD,YEAR_REGEX_1,TIME,time_reference,"Patterns of Jazz (Savoy, 1957)",0,9,== Discography == | === As leader ===,8495800,1957-01-01,1957-12-31,ML
1961,CD,YEAR_REGEX_1,TIME,time_reference,"Cecil Payne Performing Charlie Parker Music (Charlie Parker, 1961)",0,10,== Discography == | === As leader ===,8495800,1961-01-01,1961-12-31,ML
1962,CD,YEAR_REGEX_1,TIME,time_reference,"The Connection (Charlie Parker, 1962)",0,11,== Discography == | === As leader ===,8495800,1962-01-01,1962-12-31,ML
