time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
2 March 1945,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Christian Morin (born 2 March 1945) is a French television and radio presenter, musician (clarinetist) and comedian.",0,0,,41134004,1945-03-02,1945-03-02,ML
1964 to 1970,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,He graduated at the Beaux-Arts de Bordeaux and then became a cartoonist for the newspaper Sud-Ouest and a graphist for the channel FR3 from 1964 to 1970.,1,2,== Early life ==,41134004,1964-01-01,1970-12-31,ML
1971,CD,YEAR_REGEX_1,TIME,time_reference,"After his military service, he moved to Paris in 1971 and became a cartoonist for many newspapers like Lui and a graphist for many advertisement agencies.",2,2,== Early life ==,41134004,1971-01-01,1971-12-31,ML
1972,CD,YEAR_REGEX_1,TIME,time_reference,"In 1972, he met Pierre Delanoë, who was the director of the programs for Europe 1.",0,4,== Radio career ==,41134004,1972-01-01,1972-12-31,ML
9 January 1972,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,He debuted on the radio station on 9 January 1972 as a game show host.,1,4,== Radio career ==,41134004,1972-01-09,1972-01-09,ML
the 1980s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"He hosted programs on weekend like Hit-Parade, and became among the most famous presenters of the radio station in the 1980s.",2,4,== Radio career ==,41134004,1980-01-01,1989-12-31,ML
1987,CD,YEAR_REGEX_1,TIME,time_reference,"After his departure of Europe 1 in 1987, he joined the same year the station RMC where he hosted morning programs until 1992.",3,4,== Radio career ==,41134004,1987-01-01,1987-12-31,ML
1992,CD,YEAR_REGEX_1,TIME,time_reference,"After his departure of Europe 1 in 1987, he joined the same year the station RMC where he hosted morning programs until 1992.",3,4,== Radio career ==,41134004,1992-01-01,1992-12-31,ML
1975,CD,YEAR_REGEX_1,TIME,time_reference,He debuted on television on FR3 in the program Altitude 10000 in 1975 and then in Rires et sourires in 1978 for two years.,0,6,== Television career ==,41134004,1975-01-01,1975-12-31,ML
1978,CD,YEAR_REGEX_1,TIME,time_reference,He debuted on television on FR3 in the program Altitude 10000 in 1975 and then in Rires et sourires in 1978 for two years.,0,6,== Television career ==,41134004,1978-01-01,1978-12-31,ML
1980,CD,YEAR_REGEX_1,TIME,time_reference,"In 1980, he presented Les Descendants on Antenne 2 and many other programs through the 1980s on the TSR such as La Grande Roue, Studio 4 and Trèfle d'or.",1,6,== Television career ==,41134004,1980-01-01,1980-12-31,ML
the 1980s,DT NNS,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"In 1980, he presented Les Descendants on Antenne 2 and many other programs through the 1980s on the TSR such as La Grande Roue, Studio 4 and Trèfle d'or.",1,6,== Television career ==,41134004,1980-01-01,1989-12-31,ML
1981,CD,YEAR_REGEX_1,TIME,time_reference,He also hosted the second season of the show Les Paris de TF1 on channel TF1 first hosted by Pierre Bellemare in 1981 and then Histoire d'en rire in 1982.,2,6,== Television career ==,41134004,1981-01-01,1981-12-31,ML
1982,CD,YEAR_REGEX_1,TIME,time_reference,He also hosted the second season of the show Les Paris de TF1 on channel TF1 first hosted by Pierre Bellemare in 1981 and then Histoire d'en rire in 1982.,2,6,== Television career ==,41134004,1982-01-01,1982-12-31,ML
20 February 1986,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,He was on 20 February 1986 the presenter who introduced the channel La Cinq with Voilà la Cinq.,3,6,== Television career ==,41134004,1986-02-20,1986-02-20,ML
1987,CD,YEAR_REGEX_1,TIME,time_reference,He then joined TF1 in 1987 to host the game show La Roue de la fortune with Annie Pujol.,0,7,== Television career ==,41134004,1987-01-01,1987-12-31,ML
1992,CD,YEAR_REGEX_1,TIME,time_reference,"The success of La Roue de la fortune let the appearance of a parody with Le Grand Bluff, in which Patrick Sébastien attempts a provocation in 1992.",2,7,== Television career ==,41134004,1992-01-01,1992-12-31,ML
1989,CD,YEAR_REGEX_1,TIME,time_reference,He also hosted a special program in 1989 to celebrate the centenary of the Eiffel Tower.,3,7,== Television career ==,41134004,1989-01-01,1989-12-31,ML
1993,CD,YEAR_REGEX_1,TIME,time_reference,"After his departure of TF1 in 1993 and after the program Rires sur la ville with Amanda Lear, he joined France Télévisions to present a number of game shows, including Combien tu paries ?",0,8,== Television career ==,41134004,1993-01-01,1993-12-31,ML
