time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex,normalised_value_start,normalised_value_end,source
1935,CD,YEAR_REGEX_1,TIME,time_reference,5,0,1935-01-01,1935-12-31,ML
the 1950s,DT NNS,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,1,1950-01-01,1959-12-31,ML
1958,CD,YEAR_REGEX_1,TIME,time_reference,2,1,1958-01-01,1958-12-31,ML
"July 17 , 1959","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,3,1,1959-07-17,1959-07-17,ML
2021,CD,YEAR_REGEX_1,TIME,time_reference,3,2,2021-01-01,2021-12-31,ML
1915–1929,CD,YEAR_REGEX_1,TIME,time_reference,0,4,1915-01-01,1929-12-31,ML
"April 7 , 1915","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,5,1915-04-07,1915-04-07,ML
1956,CD,YEAR_REGEX_1,TIME,time_reference,3,6,1956-01-01,1956-12-31,ML
1995,CD,YEAR_REGEX_1,TIME,time_reference,3,6,1995-01-01,1995-12-31,ML
"January 5 , 1925","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,7,1925-01-05,1925-01-05,ML
"March 19 , 1925","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,1,7,1925-03-19,1925-03-19,ML
"October 3 , 1925","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,2,7,1925-10-03,1925-10-03,ML
"December 24 , 1926","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,5,7,1926-12-24,1926-12-24,ML
February 1927,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,8,7,1927-02-01,1927-02-28,ML
early 1929,JJ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,13,7,1929-01-01,1929-12-31,ML
1929–1935,CD,YEAR_REGEX_1,TIME,time_reference,1,8,1929-01-01,1935-12-31,ML
1929 to 1931,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,4,9,1929-01-01,1931-12-31,ML
1931,CD,YEAR_REGEX_1,TIME,time_reference,5,9,1931-01-01,1931-12-31,ML
1932,CD,YEAR_REGEX_1,TIME,time_reference,8,9,1932-01-01,1932-12-31,ML
early 1933,JJ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,9,9,1933-01-01,1933-12-31,ML
November 1933,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,10,9,1933-11-01,1933-11-30,ML
1935,CD,YEAR_REGEX_1,TIME,time_reference,15,9,1935-01-01,1935-12-31,ML
1935–1938,CD,YEAR_REGEX_1,TIME,time_reference,1,10,1935-01-01,1938-12-31,ML
1935,CD,YEAR_REGEX_1,TIME,time_reference,0,11,1935-01-01,1935-12-31,ML
1935 to 1938,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,8,11,1935-01-01,1938-12-31,ML
1934,CD,YEAR_REGEX_1,TIME,time_reference,14,11,1934-01-01,1934-12-31,ML
1937–1938,CD,YEAR_REGEX_1,TIME,time_reference,1,12,1937-01-01,1938-12-31,ML
late 1937,JJ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,13,1937-01-01,1937-12-31,ML
1936,CD,YEAR_REGEX_1,TIME,time_reference,3,13,1936-01-01,1936-12-31,ML
"January 16 , 1938","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,3,14,1938-01-16,1938-01-16,ML
February 1938,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,0,15,1938-02-01,1938-02-28,ML
March 1938,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,14,15,1938-03-01,1938-03-31,ML
May 1938,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,20,15,1938-05-01,1938-05-31,ML
November 1938,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,22,15,1938-11-01,1938-11-30,ML
"July 10 , 1936","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,29,15,1936-07-10,1936-07-10,ML
September 1938,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,2,16,1938-09-01,1938-09-30,ML
1890–1954,CD,YEAR_REGEX_1,TIME,time_reference,3,16,1890-01-01,1954-12-31,ML
1939,CD,YEAR_REGEX_1,TIME,time_reference,1,17,1939-01-01,1939-12-31,ML
1939,CD,YEAR_REGEX_1,TIME,time_reference,3,18,1939-01-01,1939-12-31,ML
"April 20 , 1939","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,6,19,1939-04-20,1939-04-20,ML
the 1930s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,11,19,1930-01-01,1939-12-31,ML
1944,CD,YEAR_REGEX_1,TIME,time_reference,6,20,1944-01-01,1944-12-31,ML
the 1930s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,6,20,1930-01-01,1939-12-31,ML
2005,CD,YEAR_REGEX_1,TIME,time_reference,8,20,2005-01-01,2005-12-31,ML
1940–1947,CD,YEAR_REGEX_1,TIME,time_reference,1,21,1940-01-01,1947-12-31,ML
1941,CD,YEAR_REGEX_1,TIME,time_reference,12,22,1941-01-01,1941-12-31,ML
1976,CD,YEAR_REGEX_1,TIME,time_reference,13,22,1976-01-01,1976-12-31,ML
"June 24 , 1942","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,16,22,1942-06-24,1942-06-24,ML
September 1943,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,19,22,1943-09-01,1943-09-30,ML
"August 7 , 1944","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,21,22,1944-08-07,1944-08-07,ML
1943,CD,YEAR_REGEX_1,TIME,time_reference,28,22,1943-01-01,1943-12-31,ML
"October 4 , 1944","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,36,22,1944-10-04,1944-10-04,ML
August 1945,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,42,22,1945-08-01,1945-08-31,ML
1946,CD,YEAR_REGEX_1,TIME,time_reference,46,22,1946-01-01,1946-12-31,ML
September 1946,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,0,23,1946-09-01,1946-09-30,ML
1947,CD,YEAR_REGEX_1,TIME,time_reference,2,23,1947-01-01,1947-12-31,ML
1946,CD,YEAR_REGEX_1,TIME,time_reference,15,23,1946-01-01,1946-12-31,ML
1946,CD,YEAR_REGEX_1,TIME,time_reference,16,23,1946-01-01,1946-12-31,ML
1947–1952,CD,YEAR_REGEX_1,TIME,time_reference,1,24,1947-01-01,1952-12-31,ML
1947,CD,YEAR_REGEX_1,TIME,time_reference,0,25,1947-01-01,1947-12-31,ML
1946 and 1947,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,1,25,1946-01-01,1947-12-31,ML
"July 6 , 1947","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,2,25,1947-07-06,1947-07-06,ML
1946,CD,YEAR_REGEX_1,TIME,time_reference,3,25,1946-01-01,1946-12-31,ML
"May 16 , 1947","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,26,1947-05-16,1947-05-16,ML
