time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex,normalised_value_start,normalised_value_end,source
1923,CD,YEAR_REGEX_1,TIME,time_reference,4,2,1923-01-01,1923-12-31,ML
"April 7 , 1994","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,4,2,1994-04-07,1994-04-07,ML
1926,CD,YEAR_REGEX_1,TIME,time_reference,5,2,1926-01-01,1926-12-31,ML
1938,CD,YEAR_REGEX_1,TIME,time_reference,6,2,1938-01-01,1938-12-31,ML
the 1940s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,8,2,1940-01-01,1949-12-31,ML
"December 15 , 1976","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,4,1976-12-15,1976-12-15,ML
"April 29 , 1977","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,2,4,1977-04-29,1977-04-29,ML
"March 8 , 2001","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,6,2001-03-08,2001-03-08,ML
Saturday Night,NNP NNP,WEEK_REGEX DAY_TIME_REGEX,TIME TIME,time_reference,8,2,1940-01-01,1949-12-31,LLM
"August 23 , 1900 – March 8 , 2001","NNP CD , CD NNP NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,0,0,1900-08-23,2001-03-08,LLM
