time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
1988,CD,YEAR_REGEX_1,TIME,time_reference,"In 1988 Evgeny Sheyko graduated Moscow State Conservatory (faculty of opera and symphony conducting, Gennady Rozhdestvensky class).",0,2,== Education ==,37271735,1988-01-01,1988-12-31,ML
1988–92,CD,YEAR_REGEX_1,TIME,time_reference,1988–92 – Conductor of Nizhny Novgorod State Academic Opera and Ballet Theatre,0,4,== Conducting ==,37271735,1988-01-01,1992-12-31,ML
1992–2020,CD,YEAR_REGEX_1,TIME,time_reference,1992–2020 – Chief Conductor,0,5,== Conducting ==,37271735,1992-01-01,2020-12-31,ML
1993–95,CD,YEAR_REGEX_1,TIME,time_reference,1993–95 – General artistic director and conductor of Nizhny Novgorod Chamber Orchestra,0,6,== Conducting ==,37271735,1993-01-01,1995-12-31,ML
1995–2020,CD,YEAR_REGEX_1,TIME,time_reference,1995–2020 – General artistic director and conductor of Students Symphonic Orchestra of Nizhny Novgorod State Conservatory,0,7,== Conducting ==,37271735,1995-01-01,2020-12-31,ML
1991–99,CD,YEAR_REGEX_1,TIME,time_reference,1991–99 – Guest Conductor of Academic Symphonic Orchestra of Nizhny Novgorod Philharmonic,0,8,== Conducting ==,37271735,1991-01-01,1999-12-31,ML
2000–05,CD,YEAR_REGEX_1,TIME,time_reference,"2000–05 – Guest Conductor of Tatar State Symphonic Orchestra, Kazan (Russia)",0,9,== Conducting ==,37271735,2000-01-01,2023-12-31,ML
2005–08,CD,YEAR_REGEX_1,TIME,time_reference,"2005–08 – Guest Conductor of Bashkortostan National Symphonic Orchestra, Ufa (Russia).",0,10,== Conducting ==,37271735,2005-01-01,2023-12-31,ML
2001–10,CD,YEAR_REGEX_1,TIME,time_reference,"2001–10 – Guest Conductor of opera and ballet festivals in Russian cities: Perm, Samara, Chelyabinsk, Krasnoyarsk, Cheboksary, Saratov",0,11,== Conducting ==,37271735,2001-01-01,2023-12-31,ML
2003,CD,YEAR_REGEX_1,TIME,time_reference,2003 – Guest Conductor of Daegu Chamber Orchestra (Republic of Korea),0,12,== Conducting ==,37271735,2003-01-01,2003-12-31,ML
2004,CD,YEAR_REGEX_1,TIME,time_reference,2004 – Guest Conductor of Ukraine State Symphonic Orchestra in Daegu (Republic of Korea),0,13,== Conducting ==,37271735,2004-01-01,2004-12-31,ML
1989,CD,YEAR_REGEX_1,TIME,time_reference,1989 –,0,16,== Concert tours ==,37271735,1989-01-01,1989-12-31,ML
1990,CD,YEAR_REGEX_1,TIME,time_reference,"1990 – Arkhangelsk, Murmansk (Russia)",0,17,== Concert tours ==,37271735,1990-01-01,1990-12-31,ML
1991,CD,YEAR_REGEX_1,TIME,time_reference,1991 – Kyiv (Ukraine),0,18,== Concert tours ==,37271735,1991-01-01,1991-12-31,ML
1993,CD,YEAR_REGEX_1,TIME,time_reference,1993 –,0,20,== Concert tours ==,37271735,1993-01-01,1993-12-31,ML
2006,CD,YEAR_REGEX_1,TIME,time_reference,2006 – Cheboksary (Russia),0,21,== Concert tours ==,37271735,2006-01-01,2006-12-31,ML
2008,CD,YEAR_REGEX_1,TIME,time_reference,2008 – Kostroma (Russia),0,22,== Concert tours ==,37271735,2008-01-01,2008-12-31,ML
2008,CD,YEAR_REGEX_1,TIME,time_reference,2008 – Sarov (Russia),0,24,== Concert tours ==,37271735,2008-01-01,2008-12-31,ML
2012,CD,YEAR_REGEX_1,TIME,time_reference,"2012 – Madrid, Barcelona, Málaga, Vigo (Spain), Lisbon, Porto (Portugal), Helsinki, Turku, Pori (Finland), Oslo, Stavanger (Norway), Stockholm (Sweden)",0,25,== Concert tours ==,37271735,2012-01-01,2012-12-31,ML
