time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex,normalised_value_start,normalised_value_end,source
the 1960s,DT NNS,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,5,1,1960-01-01,1969-12-31,ML
1948,CD,YEAR_REGEX_1,TIME,time_reference,0,3,1948-01-01,1948-12-31,ML
1986,CD,YEAR_REGEX_1,TIME,time_reference,0,4,1986-01-01,1986-12-31,ML
the 1990,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,1,4,1990-01-01,1990-12-31,ML
2018,CD,YEAR_REGEX_1,TIME,time_reference,2,4,2018-01-01,2018-12-31,ML
1962,CD,YEAR_REGEX_1,TIME,time_reference,2,4,1962-01-01,1962-12-31,ML
"February 27 , 1923","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,7,1923-02-27,1923-02-27,ML
1918,CD,YEAR_REGEX_1,TIME,time_reference,1,7,1918-01-01,1918-12-31,ML
1944,CD,YEAR_REGEX_1,TIME,time_reference,7,7,1944-01-01,1944-12-31,ML
1943,CD,YEAR_REGEX_1,TIME,time_reference,9,7,1943-01-01,1943-12-31,ML
late 1944,JJ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,9,1944-01-01,1944-12-31,ML
early 1945,JJ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,1,9,1945-01-01,1945-12-31,ML
late 1945,JJ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,2,9,1945-01-01,1945-12-31,ML
late 1946,JJ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,4,9,1946-01-01,1946-12-31,ML
1947,CD,YEAR_REGEX_1,TIME,time_reference,4,9,1947-01-01,1947-12-31,ML
