time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
"August 6 , 1978","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Leslie Edward Pridgen (born August 6, 1978) better known by his stage name Freeway, is an American rapper from North Philadelphia, Pennsylvania.",0,0,,436989,1978-08-06,1978-08-06,ML
2009,CD,YEAR_REGEX_1,TIME,time_reference,"He is best known as a member of the rap group State Property and its 2000s run at Roc-A-Fella Records alongside Jay-Z. In 2009, Freeway was briefly signed to Cash Money Records, but returned to work again with Jay-Z at the mogul's entertainment organization and record label, Roc Nation, with his 2018 album Think Free.",1,0,,436989,2009-01-01,2009-12-31,ML
2018,CD,YEAR_REGEX_1,TIME,time_reference,"He is best known as a member of the rap group State Property and its 2000s run at Roc-A-Fella Records alongside Jay-Z. In 2009, Freeway was briefly signed to Cash Money Records, but returned to work again with Jay-Z at the mogul's entertainment organization and record label, Roc Nation, with his 2018 album Think Free.",1,0,,436989,2018-01-01,2018-12-31,ML
"August 6th , 1978","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Freeway was born Leslie Pridgen, on August 6th, 1978.",0,3,== Life and career == | === Early life and career beginnings ===,436989,1978-08-06,1978-08-06,ML
2001,CD,YEAR_REGEX_1,TIME,time_reference,"In 2001, he underwent a notorious freestyle battle with then-unsigned rapper Cassidy, hosted by Swizz Beatz and lost with a unanimous judges decision.",5,3,== Life and career == | === Early life and career beginnings ===,436989,2001-01-01,2001-12-31,ML
2003,CD,YEAR_REGEX_1,TIME,time_reference,Philadelphia Freeway (2003),1,4,== Life and career == | === Philadelphia Freeway (2003) ===,436989,2003-01-01,2003-12-31,ML
"February 25 , 2003","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On February 25, 2003, Freeway released his debut album, Philadelphia Freeway.",0,5,== Life and career == | === Philadelphia Freeway (2003) ===,436989,2003-02-25,2003-02-25,ML
2004–2006,CD,YEAR_REGEX_1,TIME,time_reference,State Property problems and Ice City (2004–2006),1,6,== Life and career == | === State Property problems and Ice City (2004–2006) ===,436989,2004-01-01,2006-12-31,ML
2007–2008,CD,YEAR_REGEX_1,TIME,time_reference,Free At Last and departure from Roc-A-Fella (2007–2008),1,8,== Life and career == | === Free At Last and departure from Roc-A-Fella (2007–2008) ===,436989,2007-01-01,2008-12-31,ML
"November 20 , 2007","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Upon his return, Freeway recorded his second album Free at Last, which was released on November 20, 2007.",1,9,== Life and career == | === Free At Last and departure from Roc-A-Fella (2007–2008) ===,436989,2007-11-20,2007-11-20,ML
