time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex,normalised_value_start,normalised_value_end,source
1929,CD,YEAR_REGEX_1,TIME,time_reference,1,2,1929-01-01,1929-12-31,ML
1945,CD,YEAR_REGEX_1,TIME,time_reference,4,2,1945-01-01,1945-12-31,ML
the 1940s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,6,2,1940-01-01,1949-12-31,ML
1955,CD,YEAR_REGEX_1,TIME,time_reference,7,2,1955-01-01,1955-12-31,ML
1982,CD,YEAR_REGEX_1,TIME,time_reference,9,2,1982-01-01,1982-12-31,ML
1957,CD,YEAR_REGEX_1,TIME,time_reference,10,2,1957-01-01,1957-12-31,ML
1958,CD,YEAR_REGEX_1,TIME,time_reference,11,2,1958-01-01,1958-12-31,ML
1961,CD,YEAR_REGEX_1,TIME,time_reference,11,2,1961-01-01,1961-12-31,ML
1963,CD,YEAR_REGEX_1,TIME,time_reference,13,2,1963-01-01,1963-12-31,ML
1967,CD,YEAR_REGEX_1,TIME,time_reference,1,3,1967-01-01,1967-12-31,ML
2005,CD,YEAR_REGEX_1,TIME,time_reference,0,4,2005-01-01,2005-12-31,ML
1998,CD,YEAR_REGEX_1,TIME,time_reference,0,6,1998-01-01,1998-12-31,ML
"February 12 , 1911 – April 22 , 1968","NNP CD , CD NNP NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,0,0,1911-02-12,1968-04-22,LLM
year,NN,TIME_UNIT_REGEX,TIME,time_reference,11,2,,,ML
