time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
22 December 1944,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Mo Foster (born Michael Ralph Foster, 22 December 1944) is an English multi-instrumentalist, record producer, composer, solo artist, author, and public speaker.",0,0,,9749828,1944-12-22,1944-12-22,ML
2014,CD,YEAR_REGEX_1,TIME,time_reference,"In 2014, Foster was a recipient of a BASCA Gold Badge Award to honour his lifelong contribution to the British songwriting and composing community.",4,0,,9749828,2014-01-01,2014-12-31,ML
1959,CD,YEAR_REGEX_1,TIME,time_reference,"2 In 1959, Foster and a group of school friends formed a band called The Tradewinds.",4,2,== Early years ==,9749828,1959-01-01,1959-12-31,ML
June 1959,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In June 1959, the ban on the import of American musical instruments into the UK, which had been introduced by the British Board of Trade in 1951, was lifted and such instruments (notably Fender and Gibson guitars) became available soon after that.",0,4,== Early years ==,9749828,1959-06-01,1959-06-30,ML
1951,CD,YEAR_REGEX_1,TIME,time_reference,"In June 1959, the ban on the import of American musical instruments into the UK, which had been introduced by the British Board of Trade in 1951, was lifted and such instruments (notably Fender and Gibson guitars) became available soon after that.",0,4,== Early years ==,9749828,1951-01-01,1951-12-31,ML
1961,CD,YEAR_REGEX_1,TIME,time_reference,"Foster had become a fan of the bass playing of Jet Harris of The Shadows, but had not seen the actual instrument until 1961, when Jet was revealed casually caressing the iconic headstock of a Fender Precision Bass on the cover of The Shadows LP.",1,4,== Early years ==,9749828,1961-01-01,1961-12-31,ML
1968,CD,YEAR_REGEX_1,TIME,time_reference,"125  But the university’s pop band, The Baskervilles, and later the University of Sussex Jazz Trio (known as the US Jazz Trio), needed a drummer.: 126–127  So Foster set aside his bass, and for the next three years he played drums at university dances and balls, supporting major acts such as Cream, Georgie Fame and the Blue Flames, The Who, The Graham Bond Organisation, The Zombies, Jimi Hendrix, The Moody Blues, Pink Floyd, and Steampacket with Rod Stewart, Long John Baldry, Julie Driscoll and Brian Auger.: 126 Foster's first professional success came in 1968, when the US Jazz Trio morphed into the progressive jazz/rock band, Affinity, with singer Linda Hoyle, Hammond organist Lynton Naiff, guitarist Mike Jopp, drummer Grant Serpell, and Foster, now back on bass guitar.",4,4,== Early years ==,9749828,1968-01-01,1968-12-31,ML
1970,CD,YEAR_REGEX_1,TIME,time_reference,"The album was released in 1970, to a strong reception from the press and broadcasters.",7,4,== Early years ==,9749828,1970-01-01,1970-12-31,ML
1970,CD,YEAR_REGEX_1,TIME,time_reference,After Affinity played their last gig in 1970 Foster decided that rather than being an over-educated but unemployed musician he needed to join another band.,0,6,== Session years ==,9749828,1970-01-01,1970-12-31,ML
1971,CD,YEAR_REGEX_1,TIME,time_reference,"In 1971 he was hired to do a studio session for a Russ Ballard song, ""Can't Let You Go"" at Lansdowne Studios.",4,6,== Session years ==,9749828,1971-01-01,1971-12-31,ML
1975,CD,YEAR_REGEX_1,TIME,time_reference,"In 1975 Foster pioneered the teaching of bass guitar in Britain by founding the first-ever course at Goldsmiths College, University of London.",0,10,== Session years ==,9749828,1975-01-01,1975-12-31,ML
September 2007,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"As of mid-2007, along with guitarist Ray Russell and drummer Ralph Salmins, Foster is embarking on several music seminars at different educational establishments around the UK, the most recent (September 2007) being held at Leeds Metropolitan University.",1,10,== Session years ==,9749828,2007-09-01,2007-09-30,ML
2002,CD,YEAR_REGEX_1,TIME,time_reference,They released (originally on Peter Van Hooke's then at the time fledgling MMC record label) an album called Centennial Park which was remastered and re-released in 2002 on the Angel Air record label.,1,12,== Jazz years ==,9749828,2002-01-01,2002-12-31,ML
1982,CD,YEAR_REGEX_1,TIME,time_reference,This in turn prompted the release of a live album from 1982 that had never been heard publicly before RMS:,2,12,== Jazz years ==,9749828,1982-01-01,1982-12-31,ML
1982,CD,YEAR_REGEX_1,TIME,time_reference,"Live at the Venue, 1982.",3,12,== Jazz years ==,9749828,1982-01-01,1982-12-31,ML
1983,CD,YEAR_REGEX_1,TIME,time_reference,"Live at the Montreux Jazz Festival, 1983.",6,12,== Jazz years ==,9749828,1983-01-01,1983-12-31,ML
1987,CD,YEAR_REGEX_1,TIME,time_reference,Since 1987 he has released five solo albums.,2,15,== Solo years ==,9749828,1987-01-01,1987-12-31,ML
1988,CD,YEAR_REGEX_1,TIME,time_reference,Bel Assis (1988) (featuring Gary Moore and drummer Simon Phillips),0,17,== Solo years == | === Solo albums ===,9749828,1988-01-01,1988-12-31,ML
1991,CD,YEAR_REGEX_1,TIME,time_reference,"Southern Reunion (1991) (featuring Gary Moore, Gary Husband and Snail's Pace Slim)",0,18,== Solo years == | === Solo albums ===,9749828,1991-01-01,1991-12-31,ML
2002,CD,YEAR_REGEX_1,TIME,time_reference,Time To Think (2002),0,19,== Solo years == | === Solo albums ===,9749828,2002-01-01,2002-12-31,ML
2006,CD,YEAR_REGEX_1,TIME,time_reference,Live at Blues West 14 (2006),0,20,== Solo years == | === Solo albums ===,9749828,2006-01-01,2006-12-31,ML
2007,CD,YEAR_REGEX_1,TIME,time_reference,Belsize Lane: A Collection of Sketches (2007) (Limited Issue),0,21,== Solo years == | === Solo albums ===,9749828,2007-01-01,2007-12-31,ML
1965–67,CD,YEAR_REGEX_1,TIME,time_reference,"Apart from his five solo albums Foster has produced – or co-produced – albums for Deborah Bonham (The Old Hyde), Dr John (Such A Night), Maggie Bell (Live at the Rainbow), Affinity (Live Instrumentals 1969, 1971–72, Origins 1965–67, and Origins Baskervilles 1965), Survivors (Survivors), Maria Muldaur (Live in London), Adrian Legg (Fretmelt), RMS (Centennial Park, Live at the Venue 1982), RMS with Gil Evans (Live at the Montreux Jazz Festival 1983 DVD), The RJ Wagsmith Band (Make Tea Not War).",0,23,== Producer years ==,9749828,1965-01-01,2067-12-31,ML
1965,CD,YEAR_REGEX_1,TIME,time_reference,"Apart from his five solo albums Foster has produced – or co-produced – albums for Deborah Bonham (The Old Hyde), Dr John (Such A Night), Maggie Bell (Live at the Rainbow), Affinity (Live Instrumentals 1969, 1971–72, Origins 1965–67, and Origins Baskervilles 1965), Survivors (Survivors), Maria Muldaur (Live in London), Adrian Legg (Fretmelt), RMS (Centennial Park, Live at the Venue 1982), RMS with Gil Evans (Live at the Montreux Jazz Festival 1983 DVD), The RJ Wagsmith Band (Make Tea Not War).",0,23,== Producer years ==,9749828,1965-01-01,1965-12-31,ML
1982,CD,YEAR_REGEX_1,TIME,time_reference,"Apart from his five solo albums Foster has produced – or co-produced – albums for Deborah Bonham (The Old Hyde), Dr John (Such A Night), Maggie Bell (Live at the Rainbow), Affinity (Live Instrumentals 1969, 1971–72, Origins 1965–67, and Origins Baskervilles 1965), Survivors (Survivors), Maria Muldaur (Live in London), Adrian Legg (Fretmelt), RMS (Centennial Park, Live at the Venue 1982), RMS with Gil Evans (Live at the Montreux Jazz Festival 1983 DVD), The RJ Wagsmith Band (Make Tea Not War).",0,23,== Producer years ==,9749828,1982-01-01,1982-12-31,ML
1983,CD,YEAR_REGEX_1,TIME,time_reference,"Apart from his five solo albums Foster has produced – or co-produced – albums for Deborah Bonham (The Old Hyde), Dr John (Such A Night), Maggie Bell (Live at the Rainbow), Affinity (Live Instrumentals 1969, 1971–72, Origins 1965–67, and Origins Baskervilles 1965), Survivors (Survivors), Maria Muldaur (Live in London), Adrian Legg (Fretmelt), RMS (Centennial Park, Live at the Venue 1982), RMS with Gil Evans (Live at the Montreux Jazz Festival 1983 DVD), The RJ Wagsmith Band (Make Tea Not War).",0,23,== Producer years ==,9749828,1983-01-01,1983-12-31,ML
1990,CD,YEAR_REGEX_1,TIME,time_reference,"In addition Foster has composed and produced hundreds of titles for the major Production Music Libraries, co-wrote with Ray Russell the instrumental ""So Far Away"" for Gary Moore, co-wrote with Mike Walling the comedy hit single ""Chalk Dust"" for The Brat, co-wrote with Kim Goody the song ""Sentimental Again"" which reached the final in the Song for Europe Contest in 1990, and co-wrote with Ringo Starr, Joe Walsh, and Kim Goody the main song ""In My Car"" from Ringo's album Old Wave.",0,24,== Producer years ==,9749828,1990-01-01,1990-12-31,ML
1997,CD,YEAR_REGEX_1,TIME,time_reference,In 1997 Foster authored a semi-autobiographical and anecdotal book about the birth and rise of Rock guitar in the UK during the period 1955 – 1975.,0,26,== Author years ==,9749828,1997-01-01,1997-12-31,ML
1958,CD,YEAR_REGEX_1,TIME,time_reference,"Foster now concentrates on producing albums for others, composing music, session work (he recently played with Brian May and Brian Bennett on a 12-hour session at Abbey Road Studios for a re-make of Cliff Richard's 1958 hit ""Move It""), writing, researching and remastering his back catalogue (not only for his solo projects but also for other artists).",0,32,== Non-muso years ==,9749828,1958-01-01,1958-12-31,ML
April 2012,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In April 2012, he performed at the Jet Harris Heritage Foundation tribute lunch with The Shadowers and Daniel Martin on Nivram and Diamonds",0,34,== Non-muso years ==,9749828,2012-04-01,2012-04-30,ML
14 October 2014,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"On 14 October 2014, Foster was presented with a BASCA Gold Badge Award in recognition of his unique contribution to music.",0,42,== Awards ==,9749828,2014-10-14,2014-10-14,ML
the latter end of the 1980s,DT JJ NN IN DT CD,PREFIX_REGEX_1 PREFIX_REGEX_1 PREFIX_REGEX_2 PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER MODIFIER MODIFIER MODIFIER TIME,time_reference,"At the latter end of the 1980s Foster decided that he would like the freedom to perform, produce and record his own music rather than that of someone else.",0,15,== Solo years ==,9749828,1989-01-01,1989-12-31,LLM
