time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
16 September 1981,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Jade Goto (born 16 September 1981), better known by his stage name Jay'ed (stylised as JAY'ED), is a Japanese R&B singer-songwriter who debuted under Toy's Factory in 2007 and is most known for his single with Juju, ""Ashita ga Kuru Nara"" which sold over 140,000 copies.",0,0,,25792470,1981-09-16,1981-09-16,ML
2007,CD,YEAR_REGEX_1,TIME,time_reference,"Jade Goto (born 16 September 1981), better known by his stage name Jay'ed (stylised as JAY'ED), is a Japanese R&B singer-songwriter who debuted under Toy's Factory in 2007 and is most known for his single with Juju, ""Ashita ga Kuru Nara"" which sold over 140,000 copies.",0,0,,25792470,2007-01-01,2007-12-31,ML
1981,CD,YEAR_REGEX_1,TIME,time_reference,Jay'ed was born in 1981 in New Zealand to a Japanese father and a New Zealand mother of Samoan and Māori descent.,0,2,== Biography ==,25792470,1981-01-01,1981-12-31,ML
2002,CD,YEAR_REGEX_1,TIME,time_reference,"His first break into music was in 2002, when he appeared as a featured artist on a Sphere of Influence album track.",3,2,== Biography ==,25792470,2002-01-01,2002-12-31,ML
2005,CD,YEAR_REGEX_1,TIME,time_reference,"He debuted as an indie artist in 2005, with his first single ""Why?"".",0,3,== Biography ==,25792470,2005-01-01,2005-12-31,ML
2008,CD,YEAR_REGEX_1,TIME,time_reference,"In 2008, he debuted as a major label artist on Toy's Factory with the single ""Superwoman"".",2,3,== Biography ==,25792470,2008-01-01,2008-12-31,ML
2009,CD,YEAR_REGEX_1,TIME,time_reference,"Jay'ed found his most success in 2009, after a duet singer Juju on the song ""Ashita ga Kuru Nara,"" which was used as the theme song for the movie April Bride.",0,4,== Biography ==,25792470,2009-01-01,2009-12-31,ML
April 2009,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,* established April 2009.,0,12,== Discography == | ==== As lead artist ====,25792470,2009-04-01,2009-04-30,ML
April,NNP,MONTH_REGEX,TIME,time_reference,"Jay'ed found his most success in 2009, after a duet singer Juju on the song ""Ashita ga Kuru Nara,"" which was used as the theme song for the movie April Bride.",0,4,== Biography ==,25792470,,,ML
three weeks,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,"It was not successful in physical sales or airplay, but reached No. 1 on the RIAJ digital tracks chart for three weeks.",3,4,== Biography ==,25792470,,,ML
weeks,NNS,TIME_UNIT_REGEX,TIME,time_reference,"This made Jay'ed the artist with the most weeks at No. 1 (6, including Ashita ga Kuru Nara's weeks); however in mid-2010 this record was beaten by Kana Nishino.",4,4,== Biography ==,25792470,,,ML
