time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
"August 8 , 2015","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"The group was created on August 8, 2015, consisting of several junior high and high school girls who were noted at Stardust Planet for their dance skills.",0,2,== History ==,59406277,2015-08-08,2015-08-08,ML
"December 5 , 2015","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"The name ""Crown Pop"" was announced during their live debut performance that took place on December 5, 2015 at the ""Please Don't Forget Tohoku"" event in Sendai.",3,2,== History ==,59406277,2015-12-05,2015-12-05,ML
September 2017,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In September 2017, the group announced its first mini-album, Change the World!.",4,2,== History ==,59406277,2017-09-01,2017-09-30,ML
January 2018,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"After several member changes, the group settled with six members in January 2018: Mita Ibuki, Saho Tanaka, Kaori Yamamoto, Rina, Airi Fujita, and Mia Yuzuki.",6,2,== History ==,59406277,2018-01-01,2018-01-31,ML
"January 28 , 2018","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"The first concert with the current line-up of six members was held on January 28, 2018 at Akihabara Zest and was titled Crown Pop New Line-up Announcement Concert (CROWN POP新体制お披露目公演).",7,2,== History ==,59406277,2018-01-28,2018-01-28,ML
"May 27 , 2018","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On May 27, 2018, the group announced its first single, ""Real×live"", with a song titled ""EGO×search"" as a coupling track.",8,2,== History ==,59406277,2018-05-27,2018-05-27,ML
"October 23 , 2018","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On October 23, 2018, the group released (through Music@Note, a record label created as a collaboration between Tower Records Japan and a pop culture event called @Jam) its first nationally distributed single, ""Gogo Yoji goro no Suki Desu"" (午後四時ごろの好きです).",10,2,== History ==,59406277,2018-10-23,2018-10-23,ML
"September 14 , 2020","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On September 14, 2020, Kaori Yamamoto announced that she will graduate on September 27 at the band's ""Solo Birthday"" live.",12,2,== History ==,59406277,2020-09-14,2020-09-14,ML
of late 2018,IN JJ CD,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,"As of late 2018, it is formed of five members: Mita Ibuki, Saho Tanaka, Rina, Airi Fujita, and Mia Yuzuki.",1,0,,59406277,2018-01-01,2018-12-31,LLM
September 27,NNP CD,MONTH_REGEX DIGIT_REGEX_1,TIME NUMERAL,time_reference,"On September 14, 2020, Kaori Yamamoto announced that she will graduate on September 27 at the band's ""Solo Birthday"" live.",12,2,== History ==,59406277,,,ML
