time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex,normalised_value_start,normalised_value_end,source
1888,CD,YEAR_REGEX_1,TIME,time_reference,0,2,1888-01-01,1888-12-31,ML
1906,CD,YEAR_REGEX_1,TIME,time_reference,0,2,1906-01-01,1906-12-31,ML
1914,CD,YEAR_REGEX_1,TIME,time_reference,0,2,1914-01-01,1914-12-31,ML
1935,CD,YEAR_REGEX_1,TIME,time_reference,0,5,1935-01-01,1935-12-31,ML
"April 9 , 1939","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,1,5,1939-04-09,1939-04-09,ML
1959,CD,YEAR_REGEX_1,TIME,time_reference,0,7,1959-01-01,1959-12-31,ML
1961,CD,YEAR_REGEX_1,TIME,time_reference,1,7,1961-01-01,1961-12-31,ML
1962,CD,YEAR_REGEX_1,TIME,time_reference,2,7,1962-01-01,1962-12-31,ML
1970,CD,YEAR_REGEX_1,TIME,time_reference,3,7,1970-01-01,1970-12-31,ML
"December 4 , 1971","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,8,1971-12-04,1971-12-04,ML
1964,CD,YEAR_REGEX_1,TIME,time_reference,1,8,1964-01-01,1964-12-31,ML
1972,CD,YEAR_REGEX_1,TIME,time_reference,0,9,1972-01-01,1972-12-31,ML
1974,CD,YEAR_REGEX_1,TIME,time_reference,0,11,1974-01-01,1974-12-31,ML
1953,CD,YEAR_REGEX_1,TIME,time_reference,0,14,1953-01-01,1953-12-31,ML
1983,CD,YEAR_REGEX_1,TIME,time_reference,0,15,1983-01-01,1983-12-31,ML
the late 1930s,DT JJ CD,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,0,6,1937-01-01,1939-12-31,LLM
"April 9 , 1888 – March 5 , 1974","NNP CD , CD NNP NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,0,0,1888-04-09,1974-03-05,LLM
Presents,NNP,TIMELINE_REGEX,TIME,time_reference,0,4,,,ML
A few years,DT JJ NNS,INARTICLE_REGEX PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,1,5,,,ML
35 years,CD NNS,DIGIT_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,0,7,,,ML
each year,DT NN,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,1,8,,,ML
Tonight,NNP,DAY_TIME_REGEX,TIME,time_reference,0,14,,,ML
