time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex,normalised_value_start,normalised_value_end,source
4 March 1946,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,0,1946-03-04,1946-03-04,ML
1985,CD,YEAR_REGEX_1,TIME,time_reference,0,1,1985-01-01,1985-12-31,ML
early 2007,JJ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,1,1,2007-01-01,2007-12-31,ML
4 March 1946,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,4,1946-03-04,1946-03-04,ML
1971,CD,YEAR_REGEX_1,TIME,time_reference,1,4,1971-01-01,1971-12-31,ML
1980,CD,YEAR_REGEX_1,TIME,time_reference,1,4,1980-01-01,1980-12-31,ML
1975,CD,YEAR_REGEX_1,TIME,time_reference,3,4,1975-01-01,1975-12-31,ML
1979,CD,YEAR_REGEX_1,TIME,time_reference,0,5,1979-01-01,1979-12-31,ML
1985,CD,YEAR_REGEX_1,TIME,time_reference,0,6,1985-01-01,1985-12-31,ML
1982,CD,YEAR_REGEX_1,TIME,time_reference,1,7,1982-01-01,1982-12-31,ML
1986,CD,YEAR_REGEX_1,TIME,time_reference,3,7,1986-01-01,1986-12-31,ML
1991,CD,YEAR_REGEX_1,TIME,time_reference,5,7,1991-01-01,1991-12-31,ML
1992,CD,YEAR_REGEX_1,TIME,time_reference,7,7,1992-01-01,1992-12-31,ML
1993,CD,YEAR_REGEX_1,TIME,time_reference,10,7,1993-01-01,1993-12-31,ML
1994,CD,YEAR_REGEX_1,TIME,time_reference,11,7,1994-01-01,1994-12-31,ML
1994,CD,YEAR_REGEX_1,TIME,time_reference,0,9,1994-01-01,1994-12-31,ML
2005,CD,YEAR_REGEX_1,TIME,time_reference,3,9,2005-01-01,2005-12-31,ML
1996,CD,YEAR_REGEX_1,TIME,time_reference,6,9,1996-01-01,1996-12-31,ML
1996 and 1998,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,8,9,1996-01-01,1998-12-31,ML
1997,CD,YEAR_REGEX_1,TIME,time_reference,9,9,1997-01-01,1997-12-31,ML
October 2002,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,0,10,2002-10-01,2002-10-31,ML
May 2003,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,2,10,2003-05-01,2003-05-31,ML
November 2006,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,3,10,2006-11-01,2006-11-30,ML
January 2006,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,0,11,2006-01-01,2006-01-31,ML
21 December 2006,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,2,11,2006-12-21,2006-12-21,ML
October 2006,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,3,11,2006-10-01,2006-10-31,ML
2007,CD,YEAR_REGEX_1,TIME,time_reference,6,11,2007-01-01,2007-12-31,ML
May and June 2008,NNP CC NNP CD,MONTH_REGEX LINKAGE_REGEX MONTH_REGEX YEAR_REGEX_1,TIME MODIFIER TIME TIME,time_reference,7,11,2008-05-01,2008-06-30,ML
October 2008,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,10,11,2008-10-01,2008-10-31,ML
November 2008,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,13,11,2008-11-01,2008-11-30,ML
December 2008,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,14,11,2008-12-01,2008-12-31,ML
February 2009,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,0,12,2009-02-01,2009-02-28,ML
March 2009,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,0,13,2009-03-01,2009-03-31,ML
September 2009,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,3,13,2009-09-01,2009-09-30,ML
2010,CD,YEAR_REGEX_1,TIME,time_reference,0,14,2010-01-01,2010-12-31,ML
April 2010,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,3,14,2010-04-01,2010-04-30,ML
February 2011,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,1,15,2011-02-01,2011-02-28,ML
September 2011,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,3,15,2011-09-01,2011-09-30,ML
October 2011,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,4,15,2011-10-01,2011-10-31,ML
November 2011,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,5,15,2011-11-01,2011-11-30,ML
December 2011,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,6,15,2011-12-01,2011-12-31,ML
2011,CD,YEAR_REGEX_1,TIME,time_reference,7,15,2011-01-01,2011-12-31,ML
May 2012,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,0,16,2012-05-01,2012-05-31,ML
July 2012,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,1,16,2012-07-01,2012-07-31,ML
August 2014,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,2,16,2014-08-01,2014-08-31,ML
2017,CD,YEAR_REGEX_1,TIME,time_reference,3,16,2017-01-01,2017-12-31,ML
1973,CD,YEAR_REGEX_1,TIME,time_reference,0,18,1973-01-01,1973-12-31,ML
1976,CD,YEAR_REGEX_1,TIME,time_reference,0,19,1976-01-01,1976-12-31,ML
2002,CD,YEAR_REGEX_1,TIME,time_reference,0,20,2002-01-01,2002-12-31,ML
2007-12-08,JJ,YEAR_REGEX_1,TIME,time_reference,0,23,2007-12-08,2007-12-08,ML
1999-09-30,JJ,YEAR_REGEX_1,TIME,time_reference,1,24,1999-09-30,1999-09-30,ML
2008-02-05,CD,YEAR_REGEX_1,TIME,time_reference,0,25,2008-02-05,2008-02-05,ML
the beginning of 2011,DT NN IN CD,PREFIX_REGEX_1 PREFIX_REGEX_2 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER MODIFIER TIME,time_reference,0,15,2011-01-01,2011-01-31,LLM
of the 1990,IN DT CD,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,4,7,1990-01-01,1990-12-31,LLM
more recently,RBR RB,PREFIX_REGEX_1 TIMELINE_REGEX,MODIFIER TIME,time_reference,1,0,,,ML
October,NNP,MONTH_REGEX,TIME,time_reference,2,1,,,ML
Springsteen,NNP,SEASON_REGEX,TIME,time_reference,0,2,,,ML
annually,RB,PERIOD_REGEX,TIME,time_reference,1,4,,,ML
A decade,DT NN,INARTICLE_REGEX TIME_UNIT_REGEX,MODIFIER TIME,time_reference,2,4,,,ML
ten weeks,JJ NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,0,6,,,ML
year,NN,TIME_UNIT_REGEX,TIME,time_reference,8,7,,,ML
year,NN,TIME_UNIT_REGEX,TIME,time_reference,0,8,,,ML
Springsteen,NNP,SEASON_REGEX,TIME,time_reference,0,10,,,ML
40 minutes,CD NNS,DIGIT_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,1,10,,,ML
of Springsteen,IN NNP,PREFIX_REGEX_1 SEASON_REGEX,MODIFIER TIME,time_reference,3,10,,,ML
year,NN,TIME_UNIT_REGEX,TIME,time_reference,4,11,,,ML
Springsteen,NNP,SEASON_REGEX,TIME,time_reference,7,11,,,ML
Millennium,NNP,TIME_UNIT_REGEX,TIME,time_reference,8,11,,,ML
of the Year,IN DT NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,13,11,,,ML
the last year,DT JJ NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,2,13,,,ML
10 days,CD NNS,DIGIT_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,3,13,,,ML
Weeks,NNP,TIME_UNIT_REGEX,TIME,time_reference,4,13,,,ML
the year,DT NN,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,5,13,,,ML
a night,DT NN,INARTICLE_REGEX DAY_TIME_REGEX,MODIFIER TIME,time_reference,6,13,,,ML
six years,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,0,14,,,ML
of the Year,IN DT NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,3,14,,,ML
September,NNP,MONTH_REGEX,TIME,time_reference,2,16,,,ML
today,NN,TIMELINE_REGEX,TIME,time_reference,3,16,,,ML
Week,NNP,TIME_UNIT_REGEX,TIME,time_reference,0,23,,,ML
