time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
1953,CD,YEAR_REGEX_1,TIME,time_reference,"Following the Weavers' dissolution in 1953 due to the blacklist, she continued her activism on a personal level, traveling to Cuba in 1961 on a trip that brought her back to the United States on the same day that country banned travel to Cuba.",1,9,== Career == | === Early music and activism ===,1602987,1953-01-01,1953-12-31,ML
1961,CD,YEAR_REGEX_1,TIME,time_reference,"Following the Weavers' dissolution in 1953 due to the blacklist, she continued her activism on a personal level, traveling to Cuba in 1961 on a trip that brought her back to the United States on the same day that country banned travel to Cuba.",1,9,== Career == | === Early music and activism ===,1602987,1961-01-01,1961-12-31,ML
of 1968,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,She also participated in the Parisian protests of 1968 after traveling to that country to work with British theatrical director Peter Brook.,2,9,== Career == | === Early music and activism ===,1602987,1968-01-01,1968-12-31,ML
1971,CD,YEAR_REGEX_1,TIME,time_reference,Gilbert moved to Berkeley in 1971 and began to learn and offer therapy.,3,9,== Career == | === Early music and activism ===,1602987,1971-01-01,1971-12-31,ML
1974,CD,YEAR_REGEX_1,TIME,time_reference,"By 1974, she had earned an MA in clinical psychology and worked as a therapist for a few years.",5,9,== Career == | === Early music and activism ===,1602987,1974-01-01,1974-12-31,ML
1974,CD,YEAR_REGEX_1,TIME,time_reference,"In 1974, Holly Near dedicated her album A Live Album to Gilbert.",0,11,== Career == | === Music with Holly Near and HARP ===,1602987,1974-01-01,1974-12-31,ML
1980,CD,YEAR_REGEX_1,TIME,time_reference,"In 1980, part of The Weavers: Wasn't That a Time! was filmed in the loft Gilbert was living in.",0,13,== Career == | === Music with Holly Near and HARP ===,1602987,1980-01-01,1980-12-31,ML
1983,CD,YEAR_REGEX_1,TIME,time_reference,"They toured together nationally in 1983 for their first live album, Lifeline.",4,13,== Career == | === Music with Holly Near and HARP ===,1602987,1983-01-01,1983-12-31,ML
the 1984,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"Near and Gilbert joined Arlo Guthrie and Pete Seeger for the 1984 quartet album HARP (an acronym for ""Holly, Arlo, Ronnie, and Pete"").",5,13,== Career == | === Music with Holly Near and HARP ===,1602987,1984-01-01,1984-12-31,ML
1985,CD,YEAR_REGEX_1,TIME,time_reference,"In 1985, Gilbert performed with Near, Guthrie, and Seeger at the Ohio State Fair.",8,13,== Career == | === Music with Holly Near and HARP ===,1602987,1985-01-01,1985-12-31,ML
1986,CD,YEAR_REGEX_1,TIME,time_reference,"She also performed at the Vancouver Folk Festival, the National Women's Music Festival, and Sisterfire.in 1986 she and Near recorded Singing With You.",10,13,== Career == | === Music with Holly Near and HARP ===,1602987,1986-01-01,1986-12-31,ML
