time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
"September 15 , 1969","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Andy Anderson (born September 15, 1969) is an American-born record producer, songwriter, remixer, and is a four-time Dove Award-winning music producer.",0,0,,31565635,1969-09-15,1969-09-15,ML
1993,CD,YEAR_REGEX_1,TIME,time_reference,"In 1993, Anderson attended Orlando's Full Sail University and graduated with a degree in audio engineering.",5,0,,31565635,1993-01-01,1993-12-31,ML
1996,CD,YEAR_REGEX_1,TIME,time_reference,"In 1996, Anderson began producing and writing on his own and working with independent talent in Orlando, Florida, and currently operates VRS Studios in Orlando.",6,0,,31565635,1996-01-01,1996-12-31,ML
2001,CD,YEAR_REGEX_1,TIME,time_reference,"In 2001, Anderson began producing/engineering professionally, and working with some of music's most influential artists of yesteryear, such as George McCrae, songwriter Tony Battaglia, Brent Smith from Shinedown and more.",8,0,,31565635,2001-01-01,2001-12-31,ML
2014,CD,YEAR_REGEX_1,TIME,time_reference,Anderson also produced and wrote songs for American Idol's David Willis in 2014 for his debut EP.,3,1,,31565635,2014-01-01,2014-12-31,ML
2018,CD,YEAR_REGEX_1,TIME,time_reference,"In 2018, Anderson produced six songs with alternative rock band The American Love Story, out of Orlando.",4,1,,31565635,2018-01-01,2018-12-31,ML
2014,CD,YEAR_REGEX_1,TIME,time_reference,"Anderson has had many of his songs and productions on popular TV shows such as One Tree Hill, MTV, Ellen DeGeneres, Moms' Night Out (2014), Keeping Up With The Kardashians, Bloomingdales and more.",0,2,,31565635,2014-01-01,2014-12-31,ML
currently,RB,TIMELINE_REGEX,TIME,time_reference,"In 1996, Anderson began producing and writing on his own and working with independent talent in Orlando, Florida, and currently operates VRS Studios in Orlando.",6,0,,31565635,,,ML
this day,DT NN,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,Anderson is still producing and songwriting to this day.,0,1,,31565635,,,ML
currently,RB,TIMELINE_REGEX,TIME,time_reference,"Anderson currently has produced and co-written music for comedic celebrity Anjelah Johnson, also known as Mad TV's Bon Qui Qui, for her  comedy rap album, Gold Plated Dreams for Atlantic Records.",1,1,,31565635,,,ML
"Yesterday , Today","NN , NNP",TIMELINE_REGEX COMMA_REGEX TIMELINE_REGEX,TIME MODIFIER TIME,time_reference,"Anderson also produced popular Gotee Records Christian artist Ryan Stevenson's EP titled ""Yesterday, Today, Forever"".",2,1,,31565635,,,ML
Night,NNP,DAY_TIME_REGEX,TIME,time_reference,"Anderson has had many of his songs and productions on popular TV shows such as One Tree Hill, MTV, Ellen DeGeneres, Moms' Night Out (2014), Keeping Up With The Kardashians, Bloomingdales and more.",0,2,,31565635,,,ML
