time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex,normalised_value_start,normalised_value_end,source
"May 29 , 1923","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,0,1923-05-29,1923-05-29,ML
"November 27 , 1991","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,0,1991-11-27,1991-11-27,ML
1962,CD,YEAR_REGEX_1,TIME,time_reference,1,2,1962-01-01,1962-12-31,ML
1910,CD,YEAR_REGEX_1,TIME,time_reference,3,6,1910-01-01,1910-12-31,ML
1942,CD,YEAR_REGEX_1,TIME,time_reference,3,7,1942-01-01,1942-12-31,ML
of 1944,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,3,7,1944-01-01,1944-12-31,ML
1948,CD,YEAR_REGEX_1,TIME,time_reference,7,7,1948-01-01,1948-12-31,ML
1950,CD,YEAR_REGEX_1,TIME,time_reference,11,7,1950-01-01,1950-12-31,ML
1952,CD,YEAR_REGEX_1,TIME,time_reference,0,9,1952-01-01,1952-12-31,ML
1927,CD,YEAR_REGEX_1,TIME,time_reference,1,9,1927-01-01,1927-12-31,ML
1932,CD,YEAR_REGEX_1,TIME,time_reference,1,9,1932-01-01,1932-12-31,ML
the 1950s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,7,9,1950-01-01,1959-12-31,ML
2000,CD,YEAR_REGEX_1,TIME,time_reference,10,9,2000-01-01,2000-12-31,ML
the 1997,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,12,9,1997-01-01,1997-12-31,ML
1548,CD,YEAR_REGEX_1,TIME,time_reference,15,9,1548-01-01,1548-12-31,ML
1946,CD,YEAR_REGEX_1,TIME,time_reference,2,10,1946-01-01,1946-12-31,ML
1940,CD,YEAR_REGEX_1,TIME,time_reference,3,10,1940-01-01,1940-12-31,ML
around 1937,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,12,1937-01-01,1937-12-31,ML
1991,CD,YEAR_REGEX_1,TIME,time_reference,9,14,1991-01-01,1991-12-31,ML
1997,CD,YEAR_REGEX_1,TIME,time_reference,0,16,1997-01-01,1997-12-31,ML
the 1950s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,19,1950-01-01,1959-12-31,ML
1965,CD,YEAR_REGEX_1,TIME,time_reference,3,19,1965-01-01,1965-12-31,ML
1965,CD,YEAR_REGEX_1,TIME,time_reference,4,19,1965-01-01,1965-12-31,ML
1971–73,CD,YEAR_REGEX_1,TIME,time_reference,10,19,1971-01-01,1973-12-31,ML
1981,CD,YEAR_REGEX_1,TIME,time_reference,11,19,1981-01-01,1981-12-31,ML
"May 12 , 1950","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,6,22,1950-05-12,1950-05-12,ML
1999,CD,YEAR_REGEX_1,TIME,time_reference,10,22,1999-01-01,1999-12-31,ML
1951 and 1964–65,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,11,22,1951-01-01,,ML
the 1970s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,23,1970-01-01,1979-12-31,ML
the 1940s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,27,1940-01-01,1949-12-31,ML
of 1967,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,3,31,1967-01-01,1967-12-31,ML
1986,CD,YEAR_REGEX_1,TIME,time_reference,2,33,1986-01-01,1986-12-31,ML
1968 to 1977,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,0,35,1968-01-01,1977-12-31,ML
1985,CD,YEAR_REGEX_1,TIME,time_reference,1,35,1985-01-01,1985-12-31,ML
1988,CD,YEAR_REGEX_1,TIME,time_reference,6,35,1988-01-01,1988-12-31,ML
November 1991,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,2,36,1991-11-01,1991-11-30,ML
1964,CD,YEAR_REGEX_1,TIME,time_reference,0,39,1964-01-01,1964-12-31,ML
The 1987,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,2,39,1987-01-01,1987-12-31,ML
2008,CD,YEAR_REGEX_1,TIME,time_reference,4,42,2008-01-01,2008-12-31,ML
1950,CD,YEAR_REGEX_1,TIME,time_reference,3,43,1950-01-01,1950-12-31,ML
1949–50,CD,YEAR_REGEX_1,TIME,time_reference,0,44,1949-01-01,2050-12-31,ML
1956–57,CD,YEAR_REGEX_1,TIME,time_reference,0,49,1956-01-01,2057-12-31,ML
1956–57,CD,YEAR_REGEX_1,TIME,time_reference,0,50,1956-01-01,2057-12-31,ML
1957–62,CD,YEAR_REGEX_1,TIME,time_reference,2,51,1957-01-01,2062-12-31,ML
1962,CD,YEAR_REGEX_1,TIME,time_reference,1,52,1962-01-01,1962-12-31,ML
1956,CD,YEAR_REGEX_1,TIME,time_reference,2,53,1956-01-01,1956-12-31,ML
1972,CD,YEAR_REGEX_1,TIME,time_reference,4,53,1972-01-01,1972-12-31,ML
1965–1966,CD,YEAR_REGEX_1,TIME,time_reference,0,54,1965-01-01,1966-12-31,ML
1967,CD,YEAR_REGEX_1,TIME,time_reference,1,55,1967-01-01,1967-12-31,ML
1966,CD,YEAR_REGEX_1,TIME,time_reference,3,55,1966-01-01,1966-12-31,ML
1956,JJ,YEAR_REGEX_1,TIME,time_reference,5,57,1956-01-01,1956-12-31,ML
1980,CD,YEAR_REGEX_1,TIME,time_reference,0,58,1980-01-01,1980-12-31,ML
