time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
"August 3 , 1999","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Yoo Yeon-jung (Korean: 유연정; born August 3, 1999), better known by the mononym Yeonjung, is a South Korean singer.",0,0,,56162272,1999-08-03,1999-08-03,ML
"August 3 , 1999","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Yoo was born on August 3, 1999, in Gwangmyeong, Gyeonggi Province, South Korea.",0,2,== Early life and education ==,56162272,1999-08-03,1999-08-03,ML
2017,CD,YEAR_REGEX_1,TIME,time_reference,"In 2017, Yoo was accepted through rolling admission into the musical theatre program of the Performance & Film Department at Dankook University.",1,2,== Early life and education ==,56162272,2017-01-01,2017-12-31,ML
2016,CD,YEAR_REGEX_1,TIME,time_reference,2016: Produce 101 and I.O.,1,4,== Career == | === 2016: Produce 101 and I.O. I ===,56162272,2016-01-01,2016-12-31,ML
2016–present,CD,YEAR_REGEX_1,TIME,time_reference,"2016–present: WJSN, V-1 and solo activities =",1,7,"== Career == | === 2016–present: WJSN, V-1 and solo activities ===",56162272,2016-01-01,,ML
"August 17 , 2016","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Yoo made her official debut with WJSN on August 17, 2016.",1,8,"== Career == | === 2016–present: WJSN, V-1 and solo activities ===",56162272,2016-08-17,2016-08-17,ML
"November 10 , 2016","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Yoo collaborated with Yoo Seung-woo on the track ""I Will Be On Your Side"" which was released on November 10, 2016.",3,8,"== Career == | === 2016–present: WJSN, V-1 and solo activities ===",56162272,2016-11-10,2016-11-10,ML
"December 16 , 2016","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"The track was released on December 16, 2016.",5,8,"== Career == | === 2016–present: WJSN, V-1 and solo activities ===",56162272,2016-12-16,2016-12-16,ML
"May 31 , 2017","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On May 31, 2017, Yoo released the soundtrack ""You're Dazzling"" for the television series Queen for Seven Days.",6,8,"== Career == | === 2016–present: WJSN, V-1 and solo activities ===",56162272,2017-05-31,2017-05-31,ML
2018,CD,YEAR_REGEX_1,TIME,time_reference,"Yoo released two soundtracks for television series in 2018, ""Your Name Is..."" and ""Stay With You"" for The Undateables and Where Stars Land respectively.",11,8,"== Career == | === 2016–present: WJSN, V-1 and solo activities ===",56162272,2018-01-01,2018-12-31,ML
"October 14 , 2019","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"""Tell Me, Please"" was released as the second part of the soundtrack of Melting Me Softly on October 14, 2019.",12,8,"== Career == | === 2016–present: WJSN, V-1 and solo activities ===",56162272,2019-10-14,2019-10-14,ML
September 2019,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,"In September 2019, Yoo participated in the survival program show, V-1, to select the Vocal Queen among the various girl group members, where only the top 12 girl group members in votes would progress and perform on the show.",14,8,"== Career == | === 2016–present: WJSN, V-1 and solo activities ===",56162272,2019-09-01,2019-09-30,ML
