time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex,normalised_value_start,normalised_value_end,source
11 May 1941,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,0,1941-05-11,1941-05-11,ML
2008,CD,YEAR_REGEX_1,TIME,time_reference,4,0,2008-01-01,2008-12-31,ML
1941,CD,YEAR_REGEX_1,TIME,time_reference,0,2,1941-01-01,1941-12-31,ML
the 1930s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,2,2,1930-01-01,1939-12-31,ML
1970,CD,YEAR_REGEX_1,TIME,time_reference,10,3,1970-01-01,1970-12-31,ML
1962,CD,YEAR_REGEX_1,TIME,time_reference,0,6,1962-01-01,1962-12-31,ML
1958,CD,YEAR_REGEX_1,TIME,time_reference,1,6,1958-01-01,1958-12-31,ML
May 1965,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,0,7,1965-05-01,1965-05-31,ML
April 1966,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,0,7,1966-04-01,1966-04-30,ML
1968,CD,YEAR_REGEX_1,TIME,time_reference,4,7,1968-01-01,1968-12-31,ML
1969,CD,YEAR_REGEX_1,TIME,time_reference,4,7,1969-01-01,1969-12-31,ML
1975,CD,YEAR_REGEX_1,TIME,time_reference,0,8,1975-01-01,1975-12-31,ML
1977,CD,YEAR_REGEX_1,TIME,time_reference,0,8,1977-01-01,1977-12-31,ML
May 1983,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,1,8,1983-05-01,1983-05-31,ML
16 June 1983,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,1,8,1983-06-16,1983-06-16,ML
31 December 1983,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,2,8,1983-12-31,1983-12-31,ML
1984,CD,YEAR_REGEX_1,TIME,time_reference,2,8,1984-01-01,1984-12-31,ML
April 1984,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,3,8,1984-04-01,1984-04-30,ML
2008,CD,YEAR_REGEX_1,TIME,time_reference,3,8,2008-01-01,2008-12-31,ML
1998,CD,YEAR_REGEX_1,TIME,time_reference,0,9,1998-01-01,1998-12-31,ML
The 1998,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,1,9,1998-01-01,1998-12-31,ML
17 October 1998,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,2,9,1998-10-17,1998-10-17,ML
1999,CD,YEAR_REGEX_1,TIME,time_reference,3,9,1999-01-01,1999-12-31,ML
August 2000,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,3,9,2000-08-01,2000-08-31,ML
2000,CD,YEAR_REGEX_1,TIME,time_reference,4,9,2000-01-01,2000-12-31,ML
June 2003,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,0,10,2003-06-01,2003-06-30,ML
2005,CD,YEAR_REGEX_1,TIME,time_reference,1,10,2005-01-01,2005-12-31,ML
2008,CD,YEAR_REGEX_1,TIME,time_reference,2,10,2008-01-01,2008-12-31,ML
13 December 2008,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,3,10,2008-12-13,2008-12-13,ML
1966,CD,YEAR_REGEX_1,TIME,time_reference,4,10,1966-01-01,1966-12-31,ML
9 September 2013,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,6,10,2013-09-09,2013-09-09,ML
2016,CD,YEAR_REGEX_1,TIME,time_reference,7,10,2016-01-01,2016-12-31,ML
1969,CD,YEAR_REGEX_1,TIME,time_reference,0,12,1969-01-01,1969-12-31,ML
April 1970,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,1,12,1970-04-01,1970-04-30,ML
September 1970,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,2,12,1970-09-01,1970-09-30,ML
1971,CD,YEAR_REGEX_1,TIME,time_reference,3,12,1971-01-01,1971-12-31,ML
1976,CD,YEAR_REGEX_1,TIME,time_reference,0,13,1976-01-01,1976-12-31,ML
1975,CD,YEAR_REGEX_1,TIME,time_reference,1,13,1975-01-01,1975-12-31,ML
21 April 2008,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,14,2008-04-21,2008-04-21,ML
1971,CD,YEAR_REGEX_1,TIME,time_reference,0,16,1971-01-01,1971-12-31,ML
August 1971,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,1,16,1971-08-01,1971-08-31,ML
1973,CD,YEAR_REGEX_1,TIME,time_reference,2,16,1973-01-01,1973-12-31,ML
1975,CD,YEAR_REGEX_1,TIME,time_reference,3,16,1975-01-01,1975-12-31,ML
1977,CD,YEAR_REGEX_1,TIME,time_reference,4,16,1977-01-01,1977-12-31,ML
May 1978,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,0,17,1978-05-01,1978-05-31,ML
1980,CD,YEAR_REGEX_1,TIME,time_reference,1,17,1980-01-01,1980-12-31,ML
January 1979,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,2,17,1979-01-01,1979-01-31,ML
28 August 1982,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,18,1982-08-28,1982-08-28,ML
1986,CD,YEAR_REGEX_1,TIME,time_reference,2,18,1986-01-01,1986-12-31,ML
March 1979,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,3,18,1979-03-01,1979-03-31,ML
mid 1980,JJ CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,4,18,1980-01-01,1980-12-31,ML
December 1980,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,6,18,1980-12-01,1980-12-31,ML
