time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
1970,CD,YEAR_REGEX_1,TIME,time_reference,"Just as his career was on an upswing, he died in 1970, at age 40, after a lifelong struggle with tuberculosis.",1,1,,1538596,1970-01-01,1970-12-31,ML
1930,CD,YEAR_REGEX_1,TIME,time_reference,"In 1930, his parents moved the family to Chicago, during the Great Migration of blacks out of the rural South in the early 20th century.",1,3,== Early life ==,1538596,1930-01-01,1930-12-31,ML
1942,CD,YEAR_REGEX_1,TIME,time_reference,"By 1942, when he was 12, Hooker was performing on Chicago street corners with childhood friends, including Bo Diddley.",0,5,== Early life ==,1538596,1942-01-01,1942-12-31,ML
1942,CD,YEAR_REGEX_1,TIME,time_reference,"In 1942, the popular guitarist T-Bone Walker began a three-month stint at the Rhumboogie Club in Chicago.",3,5,== Early life ==,1538596,1942-01-01,1942-12-31,ML
Around 1946,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"Around 1946, Hooker traveled to Helena, Arkansas, where he performed with Robert Nighthawk.",0,8,== Early career and recordings ==,1538596,1946-01-01,1946-12-31,ML
1949,CD,YEAR_REGEX_1,TIME,time_reference,"In 1949, Hooker tried to establish himself in the music scene in Memphis, Tennessee, but was soon back on the road, fronting his own band.",4,8,== Early career and recordings ==,1538596,1949-01-01,1949-12-31,ML
1952,CD,YEAR_REGEX_1,TIME,time_reference,"In 1952, Hooker began recording for several independent record companies.",8,8,== Early career and recordings ==,1538596,1952-01-01,1952-12-31,ML
1953,CD,YEAR_REGEX_1,TIME,time_reference,"Hooker's ""Sweet Angel"" (1953, Rockin' 513) was based on Nighthawk's ""Black Angel Blues"" (1949) and showed that ""Hooker had by now transcended his teacher"".",14,8,== Early career and recordings ==,1538596,1953-01-01,1953-12-31,ML
1949,CD,YEAR_REGEX_1,TIME,time_reference,"Hooker's ""Sweet Angel"" (1953, Rockin' 513) was based on Nighthawk's ""Black Angel Blues"" (1949) and showed that ""Hooker had by now transcended his teacher"".",14,8,== Early career and recordings ==,1538596,1949-01-01,1949-12-31,ML
1956,CD,YEAR_REGEX_1,TIME,time_reference,"(B.B. King later had a hit with his interpretation, ""Sweet Little Angel"", in 1956.)",15,8,== Early career and recordings ==,1538596,1956-01-01,1956-12-31,ML
