time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex,normalised_value_start,normalised_value_end,source
1947,CD,YEAR_REGEX_1,TIME,time_reference,0,2,1947-01-01,1947-12-31,ML
1949,CD,YEAR_REGEX_1,TIME,time_reference,1,2,1949-01-01,1949-12-31,ML
1974,CD,YEAR_REGEX_1,TIME,time_reference,2,3,1974-01-01,1974-12-31,ML
1987,CD,YEAR_REGEX_1,TIME,time_reference,3,3,1987-01-01,1987-12-31,ML
25 September 2019,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,10,3,2019-09-25,2019-09-25,ML
1976,CD,YEAR_REGEX_1,TIME,time_reference,0,5,1976-01-01,1976-12-31,ML
1978,CD,YEAR_REGEX_1,TIME,time_reference,0,6,1978-01-01,1978-12-31,ML
1993,CD,YEAR_REGEX_1,TIME,time_reference,0,7,1993-01-01,1993-12-31,ML
1997,CD,YEAR_REGEX_1,TIME,time_reference,0,8,1997-01-01,1997-12-31,ML
2007,CD,YEAR_REGEX_1,TIME,time_reference,0,9,2007-01-01,2007-12-31,ML
2006,CD,YEAR_REGEX_1,TIME,time_reference,0,10,2006-01-01,2006-12-31,ML
2006,CD,YEAR_REGEX_1,TIME,time_reference,0,11,2006-01-01,2006-12-31,ML
2010,CD,YEAR_REGEX_1,TIME,time_reference,0,12,2010-01-01,2010-12-31,ML
2013,CD,YEAR_REGEX_1,TIME,time_reference,0,13,2013-01-01,2013-12-31,ML
1790,CD,YEAR_REGEX_1,TIME,time_reference,3,16,1790-01-01,1790-12-31,ML
1792,CD,YEAR_REGEX_1,TIME,time_reference,3,17,1792-01-01,1792-12-31,ML
1824,CD,YEAR_REGEX_1,TIME,time_reference,3,18,1824-01-01,1824-12-31,ML
"March 7 , 1989","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,27,1989-03-07,1989-03-07,ML
2018,CD,YEAR_REGEX_1,TIME,time_reference,0,28,2018-01-01,2018-12-31,ML
1967,CD,YEAR_REGEX_1,TIME,time_reference,0,28,1967-01-01,1967-12-31,ML
26 March 1982,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,0,29,1982-03-26,1982-03-26,ML
a 2013,DT CD,INARTICLE_REGEX YEAR_REGEX_1,MODIFIER TIME,time_reference,6,2,2013-01-01,2013-12-31,LLM
1980s,CD,YEAR_REGEX_1,TIME,time_reference,9,3,1980-01-01,1989-12-31,LLM
6 October 1927 – 25 September 2019,CD NNP CD VBD CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME MODIFIER NUMERAL TIME TIME,time_range,0,0,1927-10-06,2019-09-25,LLM
centuries,NNS,TIME_UNIT_REGEX,TIME,time_reference,8,3,1700-01-01,1850-12-31,LLM
a 1790,DT CD,INARTICLE_REGEX YEAR_REGEX_1,MODIFIER TIME,time_reference,3,15,,,ML
1 hour,CD NN,DIGIT_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,,0,29,,,ML
