time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
23 August 1831,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Kornelije Stanković (Serbian: Корнелије Станковић, romanized: Kornelije Stanković, pronounced [kǒrneːlije stǎːŋkoʋitɕ]; 23 August 1831 in Buda – 16 April 1865) was Serbian composer, melographer, conductor, pianist and musical writer.",0,0,,3940233,1831-08-23,1831-08-23,ML
16 April 1865,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Kornelije Stanković (Serbian: Корнелије Станковић, romanized: Kornelije Stanković, pronounced [kǒrneːlije stǎːŋkoʋitɕ]; 23 August 1831 in Buda – 16 April 1865) was Serbian composer, melographer, conductor, pianist and musical writer.",0,0,,3940233,1865-04-16,1865-04-16,ML
1858 and 1863,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,"He is notable for his four volumes of harmonized Serbian melodies, which were published in Vienna between 1858 and 1863 and are one of the most important foundations for later Serbian music.",1,0,,3940233,1858-01-01,1863-12-31,ML
1849,CD,YEAR_REGEX_1,TIME,time_reference,"Later he moved to Szeged and returned to his brother's house in Taban, in order to finish school in Pest (1849).",2,2,== Biography ==,3940233,1849-01-01,1849-12-31,ML
1940,CD,YEAR_REGEX_1,TIME,time_reference,"In 1940, Musical society ""Stanković"" initiated their moving to the Alley of the Greats in Novo groblje in Belgrade.",10,2,== Biography ==,3940233,1940-01-01,1940-12-31,ML
1848,CD,YEAR_REGEX_1,TIME,time_reference,"Among them were the revolution 1848, absolutistic period of von Bach's reign and Crimean War, the breakdown of Bach's regime and the abolition of the Voivodeship of Serbia.",1,5,== Creative work == | === Cultural-historical background ===,3940233,1848-01-01,1848-12-31,ML
1861 and 1863,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,"During 1861 and 1863 he travelled and noted down folk melodies in Serbia (Šabac, Loznica, Valjevo, Čačak, Užice, Kragujevac).",2,9,== Creative work == | === Folk music ===,3940233,1861-01-01,1863-12-31,ML
1855–1857,CD,YEAR_REGEX_1,TIME,time_reference,"Stanković therefore went to Sremski Karlovci (1855–1857) where, under the supervision of the patriarch Rajačić, he put into notation the melodies of virtually the whole church repertoire.",1,11,== Creative work == | === Church music ===,3940233,1855-01-01,1857-12-31,ML
1994,CD,YEAR_REGEX_1,TIME,time_reference,"By harmonizing the great number of notated church melodies for four-voice choir, he left the rich inheritance to his Serbian people: three published books of the Orthodox Church Chant of the Serbian People (Vienna 1862, 1863, 1864 and Belgrade 1994, as a facsimile edition), as well as the 17 manuscript volumes with four part choral settings and five volumes with about 400 pages with traditional church chants from the Octoich, the General and special chant, Festal chants from the Menaia, the Triodion and the Pentekostarion.1",2,11,== Creative work == | === Church music ===,3940233,1994-01-01,1994-12-31,ML
1863–1864,CD,YEAR_REGEX_1,TIME,time_reference,Brief but distinctive activity of Kornelije Stanković as a conductor of the First Belgrade Singing Society (1863–1864) particularly contributed to the affirmation of the Serbian national musical creativity.,2,13,== Creative work == | === Contribution to the work of singing societies ===,3940233,1863-01-01,1864-12-31,ML
1855 and 1861,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,The very special success came with two concerts of Stanković's music in the famous Vienna concert hall (Musikverein) in 1855 and 1861.,3,15,== Creative work == | === Performances ===,3940233,1855-01-01,1861-12-31,ML
1993,CD,YEAR_REGEX_1,TIME,time_reference,"dr Danica Petrović, in 1993 in Sremski Karlovci started the work of the Summer school of church chant ""In memory of Kornelije"".",6,18,== Honours ==,3940233,1993-01-01,1993-12-31,ML
1981,CD,YEAR_REGEX_1,TIME,time_reference,"On the occasion of the 150th anniversary of Stanković's birth (1981), Serbian Academy of Sciences and Arts and the Institute of Musicology SASA organized a scientific assembly ""Kornelije Stanković and his time"".",0,19,== Honours ==,3940233,1981-01-01,1981-12-31,ML
2006,CD,YEAR_REGEX_1,TIME,time_reference,"Twenty years later (2006), in the organization of the Institute of Musicology SASA, Matica srpska and Academy of Arts from Novi Sad, another, international scientific assembly ""Composer and his environment"" was held.",1,19,== Honours ==,3940233,2006-01-01,2006-12-31,ML
1985,CD,YEAR_REGEX_1,TIME,time_reference,"The collection of proceedings from the first assembly (published in 1985) is, so far, the most detailed edition about Stanković's life and work.",3,19,== Honours ==,3940233,1985-01-01,1985-12-31,ML
4/16 April 1865,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"He died early, in his thirty-fourth, on 4/16 April 1865 in Buda.",7,2,== Biography ==,3940233,1865-04-16,1865-04-16,LLM
