time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex,normalised_value_start,normalised_value_end,source
1988,CD,YEAR_REGEX_1,TIME,time_reference,4,0,1988-01-01,1988-12-31,ML
2003,CD,YEAR_REGEX_1,TIME,time_reference,4,0,2003-01-01,2003-12-31,ML
"February 23 , 1944","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,2,1944-02-23,1944-02-23,ML
1946,CD,YEAR_REGEX_1,TIME,time_reference,1,2,1946-01-01,1946-12-31,ML
1909–2001,CD,YEAR_REGEX_1,TIME,time_reference,2,2,1909-01-01,2001-12-31,ML
1968,CD,YEAR_REGEX_1,TIME,time_reference,3,5,1968-01-01,1968-12-31,ML
December 1968,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,0,7,1968-12-01,1968-12-31,ML
1969,CD,YEAR_REGEX_1,TIME,time_reference,4,7,1969-01-01,1969-12-31,ML
1969,CD,YEAR_REGEX_1,TIME,time_reference,10,7,1969-01-01,1969-12-31,ML
1968,CD,YEAR_REGEX_1,TIME,time_reference,0,9,1968-01-01,1968-12-31,ML
1969,CD,YEAR_REGEX_1,TIME,time_reference,6,9,1969-01-01,1969-12-31,ML
"August 14 , 2003","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,9,9,2003-08-14,2003-08-14,ML
1970,CD,YEAR_REGEX_1,TIME,time_reference,0,11,1970-01-01,1970-12-31,ML
1973,CD,YEAR_REGEX_1,TIME,time_reference,2,12,1973-01-01,1973-12-31,ML
1974,CD,YEAR_REGEX_1,TIME,time_reference,5,12,1974-01-01,1974-12-31,ML
1975,CD,YEAR_REGEX_1,TIME,time_reference,6,12,1975-01-01,1975-12-31,ML
1976,CD,YEAR_REGEX_1,TIME,time_reference,7,12,1976-01-01,1976-12-31,ML
1974,CD,YEAR_REGEX_1,TIME,time_reference,1,14,1974-01-01,1974-12-31,ML
1977,CD,YEAR_REGEX_1,TIME,time_reference,2,14,1977-01-01,1977-12-31,ML
1976,CD,YEAR_REGEX_1,TIME,time_reference,7,14,1976-01-01,1976-12-31,ML
1996,CD,YEAR_REGEX_1,TIME,time_reference,0,16,1996-01-01,1996-12-31,ML
1992,CD,YEAR_REGEX_1,TIME,time_reference,1,18,1992-01-01,1992-12-31,ML
2004,CD,YEAR_REGEX_1,TIME,time_reference,2,18,2004-01-01,2004-12-31,ML
2007,CD,YEAR_REGEX_1,TIME,time_reference,3,18,2007-01-01,2007-12-31,ML
2009,CD,YEAR_REGEX_1,TIME,time_reference,4,18,2009-01-01,2009-12-31,ML
the 1969,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,4,18,1969-01-01,1969-12-31,ML
2011,CD,YEAR_REGEX_1,TIME,time_reference,5,18,2011-01-01,2011-12-31,ML
"September 2 , 2014","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,7,18,2014-09-02,2014-09-02,ML
2015,CD,YEAR_REGEX_1,TIME,time_reference,8,18,2015-01-01,2015-12-31,ML
the 2009,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,11,18,2009-01-01,2009-12-31,ML
"July 16 , 2014","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,20,2014-07-16,2014-07-16,ML
the 2008,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,22,2008-01-01,2008-12-31,ML
1977,CD,YEAR_REGEX_1,TIME,time_reference,0,24,1977-01-01,1977-12-31,ML
1978,CD,YEAR_REGEX_1,TIME,time_reference,0,24,1978-01-01,1978-12-31,ML
1979,CD,YEAR_REGEX_1,TIME,time_reference,0,24,1979-01-01,1979-12-31,ML
1984,CD,YEAR_REGEX_1,TIME,time_reference,1,24,1984-01-01,1984-12-31,ML
1985,CD,YEAR_REGEX_1,TIME,time_reference,1,24,1985-01-01,1985-12-31,ML
1991,CD,YEAR_REGEX_1,TIME,time_reference,1,24,1991-01-01,1991-12-31,ML
2004,CD,YEAR_REGEX_1,TIME,time_reference,1,24,2004-01-01,2004-12-31,ML
the 2015,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,3,24,2015-01-01,2015-12-31,ML
1988,CD,YEAR_REGEX_1,TIME,time_reference,6,24,1988-01-01,1988-12-31,ML
2021,CD,YEAR_REGEX_1,TIME,time_reference,8,24,2021-01-01,2021-12-31,ML
1963,CD,YEAR_REGEX_1,TIME,time_reference,0,27,1963-01-01,1963-12-31,ML
2008,CD,YEAR_REGEX_1,TIME,time_reference,0,30,2008-01-01,2008-12-31,ML
1984,CD,YEAR_REGEX_1,TIME,time_reference,0,31,1984-01-01,1984-12-31,ML
1968,CD,YEAR_REGEX_1,TIME,time_reference,0,36,1968-01-01,1968-12-31,ML
1969,CD,YEAR_REGEX_1,TIME,time_reference,0,36,1969-01-01,1969-12-31,ML
1969,CD,YEAR_REGEX_1,TIME,time_reference,0,37,1969-01-01,1969-12-31,ML
1969,CD,YEAR_REGEX_1,TIME,time_reference,0,38,1969-01-01,1969-12-31,ML
1970,CD,YEAR_REGEX_1,TIME,time_reference,0,39,1970-01-01,1970-12-31,ML
1973,CD,YEAR_REGEX_1,TIME,time_reference,0,40,1973-01-01,1973-12-31,ML
1974,CD,YEAR_REGEX_1,TIME,time_reference,0,41,1974-01-01,1974-12-31,ML
1974,CD,YEAR_REGEX_1,TIME,time_reference,0,42,1974-01-01,1974-12-31,ML
1977,CD,YEAR_REGEX_1,TIME,time_reference,0,43,1977-01-01,1977-12-31,ML
1978,CD,YEAR_REGEX_1,TIME,time_reference,0,44,1978-01-01,1978-12-31,ML
1980,CD,YEAR_REGEX_1,TIME,time_reference,0,45,1980-01-01,1980-12-31,ML
1984,CD,YEAR_REGEX_1,TIME,time_reference,0,46,1984-01-01,1984-12-31,ML
1985,CD,YEAR_REGEX_1,TIME,time_reference,0,47,1985-01-01,1985-12-31,ML
1986,CD,YEAR_REGEX_1,TIME,time_reference,0,48,1986-01-01,1986-12-31,ML
1988,CD,YEAR_REGEX_1,TIME,time_reference,0,49,1988-01-01,1988-12-31,ML
1991,CD,YEAR_REGEX_1,TIME,time_reference,0,50,1991-01-01,1991-12-31,ML
1992,CD,YEAR_REGEX_1,TIME,time_reference,1,51,1992-01-01,1992-12-31,ML
2004,CD,YEAR_REGEX_1,TIME,time_reference,0,52,2004-01-01,2004-12-31,ML
2011,CD,YEAR_REGEX_1,TIME,time_reference,0,53,2011-01-01,2011-12-31,ML
2014,CD,YEAR_REGEX_1,TIME,time_reference,0,54,2014-01-01,2014-12-31,ML
1971,CD,YEAR_REGEX_1,TIME,time_reference,0,55,1971-01-01,1971-12-31,ML
1976,CD,YEAR_REGEX_1,TIME,time_reference,1,56,1976-01-01,1976-12-31,ML
1976,CD,YEAR_REGEX_1,TIME,time_reference,0,57,1976-01-01,1976-12-31,ML
1998,CD,YEAR_REGEX_1,TIME,time_reference,0,58,1998-01-01,1998-12-31,ML
2009,CD,YEAR_REGEX_1,TIME,time_reference,0,59,2009-01-01,2009-12-31,ML
2010,CD,YEAR_REGEX_1,TIME,time_reference,0,60,2010-01-01,2010-12-31,ML
two days,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,1,20,2021-07-14,2021-07-16,LLM
2015 Winter,CD NNP,YEAR_REGEX_1 SEASON_REGEX,TIME TIME,,2,24,2015-01-01,2015-12-31,LLM
"2015 , Winter","CD , NNP",YEAR_REGEX_1 COMMA_REGEX SEASON_REGEX,TIME MODIFIER TIME,,4,24,2015-01-01,2015-12-31,LLM
"2007 and 2010 , Winter","CD CC CD , NNP",YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1 COMMA_REGEX SEASON_REGEX,TIME MODIFIER TIME MODIFIER TIME,time_range,13,18,2007-01-01,2010-12-31,LLM
"1980 , Winter","CD , NNP",YEAR_REGEX_1 COMMA_REGEX SEASON_REGEX,TIME MODIFIER TIME,,5,24,1980-01-01,1980-12-31,LLM
a 1963,DT CD,INARTICLE_REGEX YEAR_REGEX_1,MODIFIER TIME,time_reference,1,26,1963-01-01,1963-12-31,LLM
Winter,NN,SEASON_REGEX,TIME,time_reference,1,0,1960-01-01,1979-12-31,LLM
Winter,NNP,SEASON_REGEX,TIME,time_reference,0,0,1944-02-23,2014-07-16,LLM
Winter,NNP,SEASON_REGEX,TIME,time_reference,3,0,,,ML
Winter,NNP,SEASON_REGEX,TIME,time_reference,0,2,,,ML
Winter,NNP,SEASON_REGEX,TIME,time_reference,2,2,,,ML
ten years old,JJ NNS JJ,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX SUFFIX_REGEX,NUMERAL TIME MODIFIER,time_reference,4,2,,,ML
Day,NNP,TIME_UNIT_REGEX,TIME,time_reference,0,5,,,ML
"the early days , Winter","DT JJ NNS , NNP",PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX COMMA_REGEX SEASON_REGEX,MODIFIER MODIFIER TIME MODIFIER TIME,time_reference,2,5,,,ML
Winter,NN,SEASON_REGEX,TIME,time_reference,0,7,,,ML
Winter,NNP,SEASON_REGEX,TIME,time_reference,2,7,,,ML
a few days,DT JJ NNS,INARTICLE_REGEX PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,3,7,,,ML
Winter,NN,SEASON_REGEX,TIME,time_reference,4,7,,,ML
Winter,NNP,SEASON_REGEX,TIME,time_reference,5,7,,,ML
Winter,NNP,SEASON_REGEX,TIME,time_reference,7,7,,,ML
year,NN,TIME_UNIT_REGEX,TIME,time_reference,9,7,,,ML
Winter,NNP,SEASON_REGEX,TIME,time_reference,10,7,,,ML
of Winter,IN NNP,PREFIX_REGEX_1 SEASON_REGEX,MODIFIER TIME,time_reference,12,7,,,ML
Winter,NNP,SEASON_REGEX,TIME,time_reference,0,9,,,ML
Winter,NNP,SEASON_REGEX,TIME,time_reference,1,9,,,ML
Winter,NNP,SEASON_REGEX,TIME,time_reference,6,9,,,ML
Winter,NNP,SEASON_REGEX,TIME,time_reference,7,9,,,ML
Winter,NNP,SEASON_REGEX,TIME,time_reference,8,9,,,ML
Winter,NNP,SEASON_REGEX,TIME,time_reference,11,9,,,ML
Winter,NNP,SEASON_REGEX,TIME,time_reference,1,10,,,ML
Winter,NNP,SEASON_REGEX,TIME,time_reference,0,11,,,ML
Winter,NNP,SEASON_REGEX,TIME,time_reference,1,11,,,ML
Winter,NNP,SEASON_REGEX,TIME,time_reference,2,11,,,ML
Winter,NNP,SEASON_REGEX,TIME,time_reference,3,11,,,ML
Winter,NNP,SEASON_REGEX,TIME,time_reference,4,11,,,ML
Winter,NNP,SEASON_REGEX,TIME,time_reference,5,11,,,ML
Winter,NNP,SEASON_REGEX,TIME,time_reference,6,11,,,ML
Winter,NN,SEASON_REGEX,TIME,time_reference,0,12,,,ML
Winter,NNP,SEASON_REGEX,TIME,time_reference,1,12,,,ML
Winter,NNP,SEASON_REGEX,TIME,time_reference,5,12,,,ML
Winter,NNP,SEASON_REGEX,TIME,time_reference,6,12,,,ML
Winter,NNP,SEASON_REGEX,TIME,time_reference,7,12,,,ML
Winter,NNP,SEASON_REGEX,TIME,time_reference,0,14,,,ML
Winter,NNP,SEASON_REGEX,TIME,time_reference,2,14,,,ML
Winter,NNP,SEASON_REGEX,TIME,time_reference,3,14,,,ML
Winter,NN,SEASON_REGEX,TIME,time_reference,4,14,,,ML
Winter,NNP,SEASON_REGEX,TIME,time_reference,5,14,,,ML
that Winter,IN NNP,PREFIX_REGEX_1 SEASON_REGEX,MODIFIER TIME,time_reference,6,14,,,ML
Autumn,NNP,SEASON_REGEX,TIME,time_reference,0,16,,,ML
Winter,NNP,SEASON_REGEX,TIME,time_reference,0,18,,,ML
Winter,NNP,SEASON_REGEX,TIME,time_reference,3,18,,,ML
that Winter,IN NNP,PREFIX_REGEX_1 SEASON_REGEX,MODIFIER TIME,time_reference,4,18,,,ML
Winter,NNP,SEASON_REGEX,TIME,time_reference,5,18,,,ML
Winter,NNP,SEASON_REGEX,TIME,time_reference,6,18,,,ML
Winter,NNP,SEASON_REGEX,TIME,time_reference,8,18,,,ML
Winter,NNP,SEASON_REGEX,TIME,time_reference,9,18,,,ML
Winter,NNP,SEASON_REGEX,TIME,time_reference,10,18,,,ML
Christmas,NNP,HOLIDAY_REGEX,TIME,time_reference,11,18,,,ML
Winter,NNP,SEASON_REGEX,TIME,time_reference,15,18,,,ML
Winter,NN,SEASON_REGEX,TIME,time_reference,0,20,,,ML
