time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex,normalised_value_start,normalised_value_end,source
"June 8 , 1944","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,0,1944-06-08,1944-06-08,ML
1976,CD,YEAR_REGEX_1,TIME,time_reference,1,0,1976-01-01,1976-12-31,ML
1959,CD,YEAR_REGEX_1,TIME,time_reference,4,2,1959-01-01,1959-12-31,ML
1965,CD,YEAR_REGEX_1,TIME,time_reference,6,2,1965-01-01,1965-12-31,ML
1967,CD,YEAR_REGEX_1,TIME,time_reference,0,3,1967-01-01,1967-12-31,ML
1968,CD,YEAR_REGEX_1,TIME,time_reference,1,3,1968-01-01,1968-12-31,ML
1968,CD,YEAR_REGEX_1,TIME,time_reference,2,3,1968-01-01,1968-12-31,ML
1969,CD,YEAR_REGEX_1,TIME,time_reference,2,3,1969-01-01,1969-12-31,ML
1971,CD,YEAR_REGEX_1,TIME,time_reference,0,4,1971-01-01,1971-12-31,ML
1972,CD,YEAR_REGEX_1,TIME,time_reference,0,4,1972-01-01,1972-12-31,ML
1974,CD,YEAR_REGEX_1,TIME,time_reference,1,4,1974-01-01,1974-12-31,ML
1976–1981,CD,YEAR_REGEX_1,TIME,time_reference,1,5,1976-01-01,1981-12-31,ML
1976,CD,YEAR_REGEX_1,TIME,time_reference,0,6,1976-01-01,1976-12-31,ML
1977,CD,YEAR_REGEX_1,TIME,time_reference,0,7,1977-01-01,1977-12-31,ML
The 1980,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,1,7,1980-01-01,1980-12-31,ML
1980–81,CD,YEAR_REGEX_1,TIME,time_reference,1,7,1980-01-01,1981-12-31,ML
1988,CD,YEAR_REGEX_1,TIME,time_reference,0,9,1988-01-01,1988-12-31,ML
of 2018,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,1,9,2018-01-01,2018-12-31,ML
1988,CD,YEAR_REGEX_1,TIME,time_reference,2,9,1988-01-01,1988-12-31,ML
2020,CD,YEAR_REGEX_1,TIME,time_reference,2,9,2020-01-01,2020-12-31,ML
1989 to 1992,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,3,9,1989-01-01,1992-12-31,ML
1994,CD,YEAR_REGEX_1,TIME,time_reference,4,9,1994-01-01,1994-12-31,ML
1997,CD,YEAR_REGEX_1,TIME,time_reference,5,9,1997-01-01,1997-12-31,ML
of 1998,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,10,1998-01-01,1998-12-31,ML
"September 11 , 2001","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,11,2001-09-11,2001-09-11,ML
May 2003,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,1,11,2003-05-01,2003-05-31,ML
2008,CD,YEAR_REGEX_1,TIME,time_reference,2,11,2008-01-01,2008-12-31,ML
2004,CD,YEAR_REGEX_1,TIME,time_reference,3,11,2004-01-01,2004-12-31,ML
August 2003,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,3,11,2003-08-01,2003-08-31,ML
2008,CD,YEAR_REGEX_1,TIME,time_reference,0,12,2008-01-01,2008-12-31,ML
March 2013,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,2,12,2013-03-01,2013-03-31,ML
2014,CD,YEAR_REGEX_1,TIME,time_reference,6,12,2014-01-01,2014-12-31,ML
2015,CD,YEAR_REGEX_1,TIME,time_reference,7,12,2015-01-01,2015-12-31,ML
1973,CD,YEAR_REGEX_1,TIME,time_reference,0,14,1973-01-01,1973-12-31,ML
1998,CD,YEAR_REGEX_1,TIME,time_reference,1,14,1998-01-01,1998-12-31,ML
1980,CD,YEAR_REGEX_1,TIME,time_reference,2,14,1980-01-01,1980-12-31,ML
February 2017,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,3,14,2017-02-01,2017-02-28,ML
1992,CD,YEAR_REGEX_1,TIME,time_reference,4,14,1992-01-01,1992-12-31,ML
the 1969,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,18,1969-01-01,1969-12-31,ML
1974,CD,YEAR_REGEX_1,TIME,time_reference,0,18,1974-01-01,1974-12-31,ML
the late 1970s,DT JJ NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,1,0,,,ML
of the Future,IN DT NNP,PREFIX_REGEX_1 PREFIX_REGEX_1 TIMELINE_REGEX,MODIFIER MODIFIER TIME,time_reference,1,3,,,ML
Moments,NNS,TIMELINE_REGEX,TIME,time_reference,0,4,,,ML
years,NNS,TIME_UNIT_REGEX,TIME,time_reference,1,5,,,ML
of the year,IN DT NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,1,6,,,ML
Sun,NNP,WEEK_ABBR_REGEX,TIME,time_reference,1,7,,,ML
nightclub,NN,DAY_TIME_REGEX,TIME,time_reference,2,9,,,ML
the summer,DT NN,PREFIX_REGEX_1 SEASON_REGEX,MODIFIER TIME,time_reference,0,10,,,ML
Two years,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,1,12,,,ML
the year,DT NN,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,6,12,,,ML
Three years,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,1,18,,,ML
