time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
5 May 1956,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,"Luc Zeebroek (born 5 May 1956), better known as Kamagurka, is a Belgian cartoonist, playwright, comic strip artist, painter, comedian, comedic singer and television producer, known for the absurd nature of his work.",0,0,,19371366,1956-05-05,1956-05-05,ML
5 May 1956,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,Luc Zeebroek was born on 5 May 1956 in Nieuwpoort in Belgium.,0,2,== Early life and education ==,19371366,1956-05-05,1956-05-05,ML
1972,CD,YEAR_REGEX_1,TIME,time_reference,In 1972 he made his debut as cartoonist in De Zeewacht.,0,6,== Career ==,19371366,1972-01-01,1972-12-31,ML
the 1980s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"Since the 1980s he also made a few cartoons with Herr Seele, with whom he also made several radio (""Studio Kafka"", ""Kamagurkistan"") and televisions shows (like ""Lava"", ""Johnnywood"", ""Wees blij met wat je hebt"" and ""Bob en George"").",0,7,== Career ==,19371366,1980-01-01,1989-12-31,ML
1981,CD,YEAR_REGEX_1,TIME,time_reference,"Since 1981 they also make the comic Cowboy Henk, with Kamagurka writing the jokes and Seele making the drawings.",1,7,== Career ==,19371366,1981-01-01,1981-12-31,ML
1981,CD,YEAR_REGEX_1,TIME,time_reference,"He has made music since the beginning of the 80s with singles as ""Constant Degoutant"", ""Marjoleintje"", ""Een klein leger, maar een dik leger"" (1981) and one censured by national radio ""Weg met Boudewijn.",0,9,== Career ==,19371366,1981-01-01,1981-12-31,ML
2000,CD,YEAR_REGEX_1,TIME,time_reference,"In 2000 he released a new album called: ""Oh Sabrina, wat heb je met mijn snor gedaan?""",4,9,== Career ==,19371366,2000-01-01,2000-12-31,ML
1985,CD,YEAR_REGEX_1,TIME,time_reference,In 1985 he received the Geuzenprijs for his entire oeuvre.,0,10,== Career ==,19371366,1985-01-01,1985-12-31,ML
2002,CD,YEAR_REGEX_1,TIME,time_reference,Since from 2002 he made weekly guest contributions to De Laatste Show.,1,10,== Career ==,19371366,2002-01-01,2002-12-31,ML
2005,CD,YEAR_REGEX_1,TIME,time_reference,"In 2005 he also created a theater production with Jules Deelder: ""Kamadeeldra"".",2,10,== Career ==,19371366,2005-01-01,2005-12-31,ML
2006,CD,YEAR_REGEX_1,TIME,time_reference,"Since 2006 he has been making segments for the TV show ""Man bijt Hond"" with the weekly shorts De grens.",0,11,== Career ==,19371366,2006-01-01,2006-12-31,ML
2008,CD,YEAR_REGEX_1,TIME,time_reference,"In 2008 Kamagurka did a project called Kamalmanak, in which he painted daily a painting, in total 366, because 2008 was a leap-year.",4,13,== Paintings ==,19371366,2008-01-01,2008-12-31,ML
1978,CD,YEAR_REGEX_1,TIME,time_reference,"Since 1978 he has won without interruption the annual trophy for ""Best Graphic Artist"", elected by the readers of the magazine Humo.",0,18,== Trivia ==,19371366,1978-01-01,1978-12-31,ML
2010,CD,YEAR_REGEX_1,TIME,time_reference,In 2010 he was beaten for the first time by Jonas Geirnaert.,1,18,== Trivia ==,19371366,2010-01-01,2010-12-31,ML
2003,CD,YEAR_REGEX_1,TIME,time_reference,"The group Osdorp Posse sampled a part of Kamagurka's Kamiel Kafka performances in their song ""Sam Sam"" from their album ""Tegenstrijd"" (2003).",0,20,== Trivia ==,19371366,2003-01-01,2003-12-31,ML
2009,CD,YEAR_REGEX_1,TIME,time_reference,In 2009 he got a stadium prohibit of three months because he had entered the playing field during the game in March 2009.,1,21,== Trivia ==,19371366,2009-01-01,2009-12-31,ML
March 2009,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,In 2009 he got a stadium prohibit of three months because he had entered the playing field during the game in March 2009.,1,21,== Trivia ==,19371366,2009-03-01,2009-03-31,ML
twenty years old,CD NNS JJ,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX SUFFIX_REGEX,NUMERAL TIME MODIFIER,,"Only twenty years old, he ended up going there every two weeks to stay there for three days.",1,4,== Early life and education ==,19371366,2001-01-01,2001-12-31,LLM
Three years,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,"Three years later he became the regular cartoonist at the weekly magazine HUMO, where he introduced cartoons inspired by the absurd and shocking comics and cartoons of Robert Crumb, Roland Topor and the controversial French magazine Hara Kiri.",1,6,== Career ==,19371366,,,ML
those first years,DT JJ NNS,PREFIX_REGEX_1 ORDINAL_REGEX_1 TIME_UNIT_REGEX,MODIFIER NUMERAL TIME,time_reference,"In those first years the magazine received dozens of angry readers' letters from people who didn't understand or enjoy his work, which they deemed ""too vulgar"".",2,6,== Career ==,19371366,,,ML
this day,DT NN,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,"He remains the house cartoonist of Humo to this day, despite other cartoonists being published as well.",4,6,== Career ==,19371366,,,ML
every day,DT NN,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,"After this he kept painting in the same style, but with the slight difference that he kept doing it every day, but didn't necessarily finish a painting each time.",0,14,== Paintings ==,19371366,,,ML
of three months,IN CD NNS,PREFIX_REGEX_1 BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,MODIFIER NUMERAL TIME,time_reference,In 2009 he got a stadium prohibit of three months because he had entered the playing field during the game in March 2009.,1,21,== Trivia ==,19371366,,,ML
