time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex,normalised_value_start,normalised_value_end,source
1967,CD,YEAR_REGEX_1,TIME,time_reference,3,0,1967-01-01,1967-12-31,ML
1970,CD,YEAR_REGEX_1,TIME,time_reference,3,0,1970-01-01,1970-12-31,ML
1973,CD,YEAR_REGEX_1,TIME,time_reference,3,0,1973-01-01,1973-12-31,ML
1991,CD,YEAR_REGEX_1,TIME,time_reference,3,0,1991-01-01,1991-12-31,ML
1950,CD,YEAR_REGEX_1,TIME,time_reference,4,0,1950-01-01,1950-12-31,ML
1932,CD,YEAR_REGEX_1,TIME,time_reference,7,2,1932-01-01,1932-12-31,ML
the 1930s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,9,2,1930-01-01,1939-12-31,ML
"September 2 , 1927","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,3,1927-09-02,1927-09-02,ML
1935,CD,YEAR_REGEX_1,TIME,time_reference,1,3,1935-01-01,1935-12-31,ML
September 1940,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,2,3,1940-09-01,1940-09-30,ML
1941,CD,YEAR_REGEX_1,TIME,time_reference,2,3,1941-01-01,1941-12-31,ML
1933,CD,YEAR_REGEX_1,TIME,time_reference,0,4,1933-01-01,1933-12-31,ML
1945,CD,YEAR_REGEX_1,TIME,time_reference,3,4,1945-01-01,1945-12-31,ML
1947,CD,YEAR_REGEX_1,TIME,time_reference,5,4,1947-01-01,1947-12-31,ML
1950,CD,YEAR_REGEX_1,TIME,time_reference,7,4,1950-01-01,1950-12-31,ML
1951,CD,YEAR_REGEX_1,TIME,time_reference,9,4,1951-01-01,1951-12-31,ML
1954,CD,YEAR_REGEX_1,TIME,time_reference,10,4,1954-01-01,1954-12-31,ML
1936,CD,YEAR_REGEX_1,TIME,time_reference,0,6,1936-01-01,1936-12-31,ML
1942,CD,YEAR_REGEX_1,TIME,time_reference,6,6,1942-01-01,1942-12-31,ML
1946,CD,YEAR_REGEX_1,TIME,time_reference,0,7,1946-01-01,1946-12-31,ML
1954,CD,YEAR_REGEX_1,TIME,time_reference,4,7,1954-01-01,1954-12-31,ML
1948 to 1952,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,5,7,1948-01-01,1952-12-31,ML
1931,CD,YEAR_REGEX_1,TIME,time_reference,0,9,1931-01-01,1931-12-31,ML
1956,CD,YEAR_REGEX_1,TIME,time_reference,0,11,1956-01-01,1956-12-31,ML
1967,CD,YEAR_REGEX_1,TIME,time_reference,0,12,1967-01-01,1967-12-31,ML
1970,CD,YEAR_REGEX_1,TIME,time_reference,0,12,1970-01-01,1970-12-31,ML
1973,CD,YEAR_REGEX_1,TIME,time_reference,0,12,1973-01-01,1973-12-31,ML
1989,CD,YEAR_REGEX_1,TIME,time_reference,1,12,1989-01-01,1989-12-31,ML
1991,CD,YEAR_REGEX_1,TIME,time_reference,2,12,1991-01-01,1991-12-31,ML
the 1970s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,3,12,1970-01-01,1979-12-31,ML
"September 2 , 1927","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,0,14,1927-09-02,1927-09-02,ML
1935,CD,YEAR_REGEX_1,TIME,time_reference,1,14,1935-01-01,1935-12-31,ML
September 1940,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,2,14,1940-09-01,1940-09-30,ML
1941,CD,YEAR_REGEX_1,TIME,time_reference,0,15,1941-01-01,1941-12-31,ML
1938,CD,YEAR_REGEX_1,TIME,time_reference,1,15,1938-01-01,1938-12-31,ML
the 1952,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,2,15,1952-01-01,1952-12-31,ML
1977,CD,YEAR_REGEX_1,TIME,time_reference,5,15,1977-01-01,1977-12-31,ML
"of August 11 , 1995","IN NNP CD , CD",PREFIX_REGEX_1 MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,0,18,1995-08-11,1995-08-11,ML
1994,CD,YEAR_REGEX_1,TIME,time_reference,5,18,1994-01-01,1994-12-31,ML
1950,CD,YEAR_REGEX_1,TIME,time_reference,1,21,1950-01-01,1950-12-31,ML
1952,CD,YEAR_REGEX_1,TIME,time_reference,1,22,1952-01-01,1952-12-31,ML
2001,CD,YEAR_REGEX_1,TIME,time_reference,0,25,2001-01-01,2001-12-31,ML
"January 9 , 2013","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,4,25,2013-01-09,2013-01-09,ML
1988,CD,YEAR_REGEX_1,TIME,time_reference,0,28,1988-01-01,1988-12-31,ML
1985,CD,YEAR_REGEX_1,TIME,time_reference,0,29,1985-01-01,1985-12-31,ML
the night,DT NN,PREFIX_REGEX_1 DAY_TIME_REGEX,MODIFIER TIME,time_reference,0,18,1995-08-11,1995-08-11,LLM
Springs,NNP,SEASON_REGEX,TIME,time_reference,5,18,1994-01-01,1994-12-31,LLM
early 1980s,RB CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,3,12,1980-01-01,1983-12-31,LLM
1960s and 1970s,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,1,11,1960-01-01,1979-12-31,LLM
the early 1950s,DT JJ CD,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,1,9,1950-01-01,1954-12-31,LLM
lasted 54 years,VBN CD NNS,PREFIX_REGEX_1 DIGIT_REGEX_1 TIME_UNIT_REGEX,MODIFIER NUMERAL TIME,,0,15,1941-01-01,1995-01-01,LLM
the early 1940s,DT JJ CD,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,3,6,1940-01-01,1944-12-31,LLM
the latter 1920s,DT JJ CD,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,6,2,1925-01-01,1929-12-31,LLM
"June 24 , 1904 – August 11 , 1995","NNP CD , CD NN NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,0,0,1904-06-24,1995-08-11,LLM
eight years,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,1,0,,,ML
later years,JJR NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,2,2,,,ML
Sunday nights,NNP NNS,WEEK_REGEX DAY_TIME_REGEX,TIME TIME,time_reference,0,7,,,ML
nightclub,NN,DAY_TIME_REGEX,TIME,time_reference,1,15,,,ML
Springs,NNP,SEASON_REGEX,TIME,time_reference,0,16,,,ML
every year,DT NN,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,2,18,,,ML
1947 20-2471,CD JJ,YEAR_REGEX_1 DIGIT_REGEX_1,TIME NUMERAL,,1,20,,,ML
