time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
1941,CD,YEAR_REGEX_1,TIME,time_reference,"Jean-Claude Zehnder (born 1941) is a Swiss organist in church and concert, harpsichordist, and musicologist.",0,0,,59083218,1941-01-01,1941-12-31,ML
1972 to 2006,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,He led the department for organ at the Schola Cantorum Basiliensis from 1972 to 2006.,2,0,,59083218,1972-01-01,2006-12-31,ML
1966,CD,YEAR_REGEX_1,TIME,time_reference,"He was from 1966 church musician (organist and choral conductor) at the Protestant church in Frauenfeld, and taught organ and harpsichord at the Konservatorium Winterthur.",1,2,== Career ==,59083218,1966-01-01,1966-12-31,ML
1972 to 2006,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,He directed the organ class of the Schola Cantorum Basiliensis from 1972 to 2006.,2,2,== Career ==,59083218,1972-01-01,2006-12-31,ML
2002,CD,YEAR_REGEX_1,TIME,time_reference,"His publications focus on topics such as the early works by Johann Sebastian Bach, which won him an honorary doctorate from the  Technische Universität Dortmund in 2002.",4,2,== Career ==,59083218,2002-01-01,2002-12-31,ML
2638,CD,YEAR_REGEX_1,TIME,time_reference,Reihe Kleine Kunstführer No. 2638.,2,5,== Career == | === Publications ===,59083218,2638-01-01,2638-12-31,ML
2007,CD,YEAR_REGEX_1,TIME,time_reference,"Schnell und Steiner, Regensburg 2007, ISBN 978-3-7954-6636-7.",3,5,== Career == | === Publications ===,59083218,2007-01-01,2007-12-31,ML
2009,CD,YEAR_REGEX_1,TIME,time_reference,"Schwabe, Basel 2009",3,6,== Career == | === Publications ===,59083218,2009-01-01,2009-12-31,ML
1991,CD,YEAR_REGEX_1,TIME,time_reference,"In: Bach-Jahrbuch 77, 1991, p. 33–95.",2,7,== Career == | === Publications ===,59083218,1991-01-01,1991-12-31,ML
1995,CD,YEAR_REGEX_1,TIME,time_reference,"Pàtron, Bologna 1995.",3,8,== Career == | === Publications ===,59083218,1995-01-01,1995-12-31,ML
1996,CD,YEAR_REGEX_1,TIME,time_reference,Dortmunder Bach-Symposion 1996.,2,9,== Career == | === Publications ===,59083218,1996-01-01,1996-12-31,ML
