time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId,normalised_value_start,normalised_value_end,source
1960,CD,YEAR_REGEX_1,TIME,time_reference,Steven Woloshen (born 1960) is a Canadian film animator and a pioneer of drawn-on-film animation.,0,0,,22479874,1960-01-01,1960-12-31,ML
1982,CD,YEAR_REGEX_1,TIME,time_reference,"Working in camera-less animation since 1982, Woloshen has used scratches and lacerations on film to create emotional content.",3,2,== Biography ==,22479874,1982-01-01,1982-12-31,ML
1996,CD,YEAR_REGEX_1,TIME,time_reference,"Since his return to filmmaking in 1996, after a hiatus of more than a decade spent working in various capacities in the film industry, Steven Woloshen has been extraordinarily productive, seemingly increasing his output year by year even as he faces the usual obstacles that tend to slow an independent filmmaker’s career (parenthood, the need to earn a living, lack of financing).",4,2,== Biography ==,22479874,1996-01-01,1996-12-31,ML
1999,CD,YEAR_REGEX_1,TIME,time_reference,"Since 1999 he has worked exclusively in 35mm CinemaScope, an oddity in the independent film world that is made possible by his otherwise thrifty means of production.",0,3,== Biography ==,22479874,1999-01-01,1999-12-31,ML
2000,CD,YEAR_REGEX_1,TIME,time_reference,"While most of his films are exuberantly colored, Me Me Ma Ma (2000) is done in spare black and white.",1,6,== Work ==,22479874,2000-01-01,2000-12-31,ML
2002,CD,YEAR_REGEX_1,TIME,time_reference,Bru Ha Ha! (2002) takes a piece by Erik Satie and translates it into abstract imagery.,3,6,== Work ==,22479874,2002-01-01,2002-12-31,ML
2002,CD,YEAR_REGEX_1,TIME,time_reference,"Dave Brubeck’s jazz classic “Take Five” is the inspiration for Cameras Take Five (2002), in which fluid lines represent the saxophone voice, moving over top of color fields of electric blue and green interspersed with playful shapes and doodles.",6,6,== Work ==,22479874,2002-01-01,2002-12-31,ML
2001,CD,YEAR_REGEX_1,TIME,time_reference,"As fun as Woloshen’s musical salutes are, for me the strongest and most satisfying of his films are those which depart somewhat from this method, such as The Babble on Palms (2001) and Two Eastern Hair Lines (2004).",0,8,== Work ==,22479874,2001-01-01,2001-12-31,ML
2004,CD,YEAR_REGEX_1,TIME,time_reference,"As fun as Woloshen’s musical salutes are, for me the strongest and most satisfying of his films are those which depart somewhat from this method, such as The Babble on Palms (2001) and Two Eastern Hair Lines (2004).",0,8,== Work ==,22479874,2004-01-01,2004-12-31,ML
2010,CD,YEAR_REGEX_1,TIME,time_reference,"2010 ""Recipes for Reconstruction"" Scratchatopia Books.",0,11,== Writing ==,22479874,2010-01-01,2010-12-31,ML
2015,CD,YEAR_REGEX_1,TIME,time_reference,"2015 ""Scratch, Crackle & Pop"" Scratchatopia Books.",0,12,== Writing ==,22479874,2015-01-01,2015-12-31,ML
1982,CD,YEAR_REGEX_1,TIME,time_reference,Son of Dada 1982.,0,14,== Filmography ==,22479874,1982-01-01,1982-12-31,ML
1983,CD,YEAR_REGEX_1,TIME,time_reference,Didre Novo 1983.,0,15,== Filmography ==,22479874,1983-01-01,1983-12-31,ML
1984,CD,YEAR_REGEX_1,TIME,time_reference,Pepper Steak 1984.,0,16,== Filmography ==,22479874,1984-01-01,1984-12-31,ML
1999,CD,YEAR_REGEX_1,TIME,time_reference,Get Happy 1999.,0,17,== Filmography ==,22479874,1999-01-01,1999-12-31,ML
2000,CD,YEAR_REGEX_1,TIME,time_reference,MeMeMaMa 2000.,0,18,== Filmography ==,22479874,2000-01-01,2000-12-31,ML
2001,CD,YEAR_REGEX_1,TIME,time_reference,Ditty Dot Comma 2001.,0,19,== Filmography ==,22479874,2001-01-01,2001-12-31,ML
2004,CD,YEAR_REGEX_1,TIME,time_reference,SNIP 2004.,0,23,== Filmography ==,22479874,2004-01-01,2004-12-31,ML
2005,CD,YEAR_REGEX_1,TIME,time_reference,The Curse of The Voodoo Child 2005.,0,27,== Filmography ==,22479874,2005-01-01,2005-12-31,ML
2003,CD,YEAR_REGEX_1,TIME,time_reference,Changing Evan 2003.,0,28,== Filmography ==,22479874,2003-01-01,2003-12-31,ML
2007,CD,YEAR_REGEX_1,TIME,time_reference,Shimmer Box Drive 2007.,0,30,== Filmography ==,22479874,2007-01-01,2007-12-31,ML
2009,CD,YEAR_REGEX_1,TIME,time_reference,Playtime 2009.,0,38,== Filmography ==,22479874,2009-01-01,2009-12-31,ML
2010,CD,YEAR_REGEX_1,TIME,time_reference,2010 Melbourne International Animation Festival Trailer 2010 35mm .,0,40,== Filmography ==,22479874,2010-01-01,2010-12-31,ML
1000,CD,YEAR_REGEX_1,TIME,time_reference,1000 Plateaus (2004 - 2014) 2014 35mm .,0,47,== Filmography ==,22479874,1000-01-01,1000-12-31,ML
2017,CD,YEAR_REGEX_1,TIME,time_reference,National Tapestry 2017,0,50,== Filmography ==,22479874,2017-01-01,2017-12-31,ML
2018,CD,YEAR_REGEX_1,TIME,time_reference,"This shadow, over each departure 2018",0,51,== Filmography ==,22479874,2018-01-01,2018-12-31,ML
2018,CD,YEAR_REGEX_1,TIME,time_reference,The Dead Sea Scrolls 2018,0,52,== Filmography ==,22479874,2018-01-01,2018-12-31,ML
2018,CD,YEAR_REGEX_1,TIME,time_reference,Objects Within 2018,0,53,== Filmography ==,22479874,2018-01-01,2018-12-31,ML
2018,CD,YEAR_REGEX_1,TIME,time_reference,Father Knows Father Best 2018,0,54,== Filmography ==,22479874,2018-01-01,2018-12-31,ML
2019,CD,YEAR_REGEX_1,TIME,time_reference,Uprising 2019,0,55,== Filmography ==,22479874,2019-01-01,2019-12-31,ML
2019,CD,YEAR_REGEX_1,TIME,time_reference,Organic 2019,0,56,== Filmography ==,22479874,2019-01-01,2019-12-31,ML
2016,CD,YEAR_REGEX_1,TIME,time_reference,Steven Woloshen to receive 2016 René Jodoin Award,0,61,== External links ==,22479874,2016-01-01,2016-12-31,ML
2006,CD,YEAR_REGEX_1,TIME,time_reference,read AWN review of Changing Evan (2006),0,65,== External links ==,22479874,2006-01-01,2006-12-31,ML
of more than a decade,IN JJR IN DT NN,PREFIX_REGEX_1 PREFIX_REGEX_1 PREFIX_REGEX_1 INARTICLE_REGEX TIME_UNIT_REGEX,MODIFIER MODIFIER MODIFIER MODIFIER TIME,time_reference,"Since his return to filmmaking in 1996, after a hiatus of more than a decade spent working in various capacities in the film industry, Steven Woloshen has been extraordinarily productive, seemingly increasing his output year by year even as he faces the usual obstacles that tend to slow an independent filmmaker’s career (parenthood, the need to earn a living, lack of financing).",4,2,== Biography ==,22479874,,,ML
The years,DT NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,"The years he spent working on film sets and in labs were far from wasted: Woloshen’s work “post-hiatus” is assured compared to his promising films from the 80s, showing progress in aesthetics, graphic technique and understanding of lab processes.",5,2,== Biography ==,22479874,,,ML
recently,RB,TIMELINE_REGEX,TIME,time_reference,"Woloshen was recently the subject of a retrospective screening at Saw Video Gallery, hosted by the Canadian Film Institute He is also featured in a new anthology on animation, The Sharpest Point: Animation at the End of Cinema, edited by Chris Gehman and Steve Reinke and co-published by YYZ Books, the Ottawa International Animation Festival and the Images Film and Video Festival.",0,4,== Biography ==,22479874,,,ML
Two Eastern,CD NNP,BASIC_NUMBER_REGEX_1 HOLIDAY_REGEX,NUMERAL TIME,,"As fun as Woloshen’s musical salutes are, for me the strongest and most satisfying of his films are those which depart somewhat from this method, such as The Babble on Palms (2001) and Two Eastern Hair Lines (2004).",0,8,== Work ==,22479874,,,ML
Two Eastern,CD JJ,BASIC_NUMBER_REGEX_1 HOLIDAY_REGEX,NUMERAL TIME,,"Two Eastern Hair Lines also employs found footage, and is composed primarily of scenes of two or three people – a man and woman in a room together, two men seated across a desk from one another, a couple seated side-by-side.",0,9,== Work ==,22479874,,,ML
a 1939,DT CD,INARTICLE_REGEX YEAR_REGEX_1,MODIFIER TIME,time_reference,"Set against a 1939 Chinese recording, “Parting at Yang Kwan,” Two Eastern Hair Lines is full of longing.",2,9,== Work ==,22479874,,,ML
2002 35mm,CD CD,YEAR_REGEX_1 DIGIT_REGEX_1,TIME NUMERAL,,Bru Ha Ha! 2002 35mm .,0,20,== Filmography ==,22479874,,,ML
Five 2003,JJ CD,BASIC_NUMBER_REGEX_1 YEAR_REGEX_1,NUMERAL TIME,time_reference,Cameras Take Five 2003.,0,21,== Filmography ==,22479874,,,ML
2002 35mm,CD CD,YEAR_REGEX_1 DIGIT_REGEX_1,TIME NUMERAL,,The Babble on Palms 2002 35mm .,0,22,== Filmography ==,22479874,,,ML
2003 35mm,CD CD,YEAR_REGEX_1 DIGIT_REGEX_1,TIME NUMERAL,,Minuet 2003 35mm .,0,24,== Filmography ==,22479874,,,ML
Two Eastern,CD JJ,BASIC_NUMBER_REGEX_1 HOLIDAY_REGEX,NUMERAL TIME,,Two Eastern Hair Lines 2002 35mm .,0,25,== Filmography ==,22479874,,,ML
2005 35mm,CD CD,YEAR_REGEX_1 DIGIT_REGEX_1,TIME NUMERAL,,Rebuttal 2005 35mm .,0,26,== Filmography ==,22479874,,,ML
2006 35mm,CD CD,YEAR_REGEX_1 DIGIT_REGEX_1,TIME NUMERAL,,Phont Cycle 2006 35mm .,0,29,== Filmography ==,22479874,,,ML
2008 35mm,CD CD,YEAR_REGEX_1 DIGIT_REGEX_1,TIME NUMERAL,,RH Factor 2008 35mm .,0,31,== Filmography ==,22479874,,,ML
2008 35mm,CD CD,YEAR_REGEX_1 DIGIT_REGEX_1,TIME NUMERAL,,Chronicle Reconstructions 2008 35mm .,0,32,== Filmography ==,22479874,,,ML
2008 35mm,CD CD,YEAR_REGEX_1 DIGIT_REGEX_1,TIME NUMERAL,,Zero Visibility 2008 35mm .,0,33,== Filmography ==,22479874,,,ML
2008 35mm,CD CD,YEAR_REGEX_1 DIGIT_REGEX_1,TIME NUMERAL,,Scrapbook 2008 35mm .,0,34,== Filmography ==,22479874,,,ML
2009 35mm,CD CD,YEAR_REGEX_1 DIGIT_REGEX_1,TIME NUMERAL,,The Homestead Act 2009 35mm .,0,35,== Filmography ==,22479874,,,ML
2009 35mm,CD CD,YEAR_REGEX_1 DIGIT_REGEX_1,TIME NUMERAL,,Fleeing Rotland 2009 35mm .,0,36,== Filmography ==,22479874,,,ML
2008 35mm,CD CD,YEAR_REGEX_1 DIGIT_REGEX_1,TIME NUMERAL,,Vista 2008 35mm .,0,37,== Filmography ==,22479874,,,ML
2010 35mm,CD CD,YEAR_REGEX_1 DIGIT_REGEX_1,TIME NUMERAL,,The Rosetta Stone 2010 35mm .,0,39,== Filmography ==,22479874,,,ML
2010 35mm,CD CD,YEAR_REGEX_1 DIGIT_REGEX_1,TIME NUMERAL,,2010 Melbourne International Animation Festival Trailer 2010 35mm .,0,40,== Filmography ==,22479874,,,ML
2011 35mm,CD CD,YEAR_REGEX_1 DIGIT_REGEX_1,TIME NUMERAL,,Fiesta Brava 2011 35mm .,0,41,== Filmography ==,22479874,,,ML
2011 35mm,CD CD,YEAR_REGEX_1 DIGIT_REGEX_1,TIME NUMERAL,,Visual Music for Ten Voices 2011 35mm .,0,42,== Filmography ==,22479874,,,ML
the Sun,DT NNP,PREFIX_REGEX_1 WEEK_ABBR_REGEX,MODIFIER TIME,time_reference,When the Sun Turns into Juice 2011 35mm .,0,43,== Filmography ==,22479874,,,ML
2012 35mm,CD CD,YEAR_REGEX_1 DIGIT_REGEX_1,TIME NUMERAL,,Free Jafar 2012 35mm .,0,44,== Filmography ==,22479874,,,ML
2013 35mm,CD CD,YEAR_REGEX_1 DIGIT_REGEX_1,TIME NUMERAL,,Frobisher Bay 2013 35mm .,0,45,== Filmography ==,22479874,,,ML
2012 35mm,CD CD,YEAR_REGEX_1 DIGIT_REGEX_1,TIME NUMERAL,,National tapestry 2012 35mm .,0,46,== Filmography ==,22479874,,,ML
2004 - 2014,CD : CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,,1000 Plateaus (2004 - 2014) 2014 35mm .,0,47,== Filmography ==,22479874,,,ML
2016 35mm,CD CD,YEAR_REGEX_1 DIGIT_REGEX_1,TIME NUMERAL,,Implosion 2016 35mm .,0,48,== Filmography ==,22479874,,,ML
2016 35mm,CD CD,YEAR_REGEX_1 DIGIT_REGEX_1,TIME NUMERAL,,Casino 2016 35mm .,0,49,== Filmography ==,22479874,,,ML
