time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex,normalised_value_start,normalised_value_end,source
the 1930s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,0,0,1930-01-01,1939-12-31,ML
1927,CD,YEAR_REGEX_1,TIME,time_reference,6,3,1927-01-01,1927-12-31,ML
1942,CD,YEAR_REGEX_1,TIME,time_reference,6,3,1942-01-01,1942-12-31,ML
1923,CD,YEAR_REGEX_1,TIME,time_reference,10,4,1923-01-01,1923-12-31,ML
1925,CD,YEAR_REGEX_1,TIME,time_reference,15,4,1925-01-01,1925-12-31,ML
1929,CD,YEAR_REGEX_1,TIME,time_reference,22,4,1929-01-01,1929-12-31,ML
of 1903,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,23,4,1903-01-01,1903-12-31,ML
of 1929,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,24,4,1929-01-01,1929-12-31,ML
of 1933,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,24,4,1933-01-01,1933-12-31,ML
of 1930,IN CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,28,4,1930-01-01,1930-12-31,ML
1931,CD,YEAR_REGEX_1,TIME,time_reference,30,4,1931-01-01,1931-12-31,ML
1931,CD,YEAR_REGEX_1,TIME,time_reference,0,6,1931-01-01,1931-12-31,ML
1941,CD,YEAR_REGEX_1,TIME,time_reference,5,6,1941-01-01,1941-12-31,ML
1932,CD,YEAR_REGEX_1,TIME,time_reference,0,7,1932-01-01,1932-12-31,ML
1932–33,CD,YEAR_REGEX_1,TIME,time_reference,6,7,1932-01-01,2033-12-31,ML
1934,CD,YEAR_REGEX_1,TIME,time_reference,0,8,1934-01-01,1934-12-31,ML
1933,CD,YEAR_REGEX_1,TIME,time_reference,7,8,1933-01-01,1933-12-31,ML
1938,CD,YEAR_REGEX_1,TIME,time_reference,9,8,1938-01-01,1938-12-31,ML
1939,CD,YEAR_REGEX_1,TIME,time_reference,10,8,1939-01-01,1939-12-31,ML
1961,CD,YEAR_REGEX_1,TIME,time_reference,13,8,1961-01-01,1961-12-31,ML
1961,CD,YEAR_REGEX_1,TIME,time_reference,0,9,1961-01-01,1961-12-31,ML
1975,CD,YEAR_REGEX_1,TIME,time_reference,2,9,1975-01-01,1975-12-31,ML
1983,CD,YEAR_REGEX_1,TIME,time_reference,3,9,1983-01-01,1983-12-31,ML
the 1920s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,3,11,1920-01-01,1929-12-31,ML
1933,CD,YEAR_REGEX_1,TIME,time_reference,10,11,1933-01-01,1933-12-31,ML
1933,CD,YEAR_REGEX_1,TIME,time_reference,18,11,1933-01-01,1933-12-31,ML
1933,CD,YEAR_REGEX_1,TIME,time_reference,21,11,1933-01-01,1933-12-31,ML
1935,CD,YEAR_REGEX_1,TIME,time_reference,25,11,1935-01-01,1935-12-31,ML
1935,CD,YEAR_REGEX_1,TIME,time_reference,27,11,1935-01-01,1935-12-31,ML
1936,CD,YEAR_REGEX_1,TIME,time_reference,28,11,1936-01-01,1936-12-31,ML
1940,CD,YEAR_REGEX_1,TIME,time_reference,2,16,1940-01-01,1940-12-31,ML
"March 8 , 1941","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,3,16,1941-03-08,1941-03-08,ML
1942,CD,YEAR_REGEX_1,TIME,time_reference,6,16,1942-01-01,1942-12-31,ML
November 1942,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,8,16,1942-11-01,1942-11-30,ML
"March 21 , 1942","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,9,16,1942-03-21,1942-03-21,ML
1978,CD,YEAR_REGEX_1,TIME,time_reference,15,16,1978-01-01,1978-12-31,ML
November 1943,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,16,16,1943-11-01,1943-11-30,ML
1944,CD,YEAR_REGEX_1,TIME,time_reference,19,16,1944-01-01,1944-12-31,ML
1946,CD,YEAR_REGEX_1,TIME,time_reference,34,16,1946-01-01,1946-12-31,ML
1948,CD,YEAR_REGEX_1,TIME,time_reference,37,16,1948-01-01,1948-12-31,ML
1949,CD,YEAR_REGEX_1,TIME,time_reference,40,16,1949-01-01,1949-12-31,ML
1943,CD,YEAR_REGEX_1,TIME,time_reference,43,16,1943-01-01,1943-12-31,ML
1985,CD,YEAR_REGEX_1,TIME,time_reference,46,16,1985-01-01,1985-12-31,ML
"May 19 , 1986","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,49,16,1986-05-19,1986-05-19,ML
"July 10 , 1987","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,50,16,1987-07-10,1987-07-10,ML
1971,CD,YEAR_REGEX_1,TIME,time_reference,1,18,1971-01-01,1971-12-31,ML
1986,CD,YEAR_REGEX_1,TIME,time_reference,1,18,1986-01-01,1986-12-31,ML
December 2015,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,3,19,2015-12-01,2015-12-31,ML
1969,CD,YEAR_REGEX_1,TIME,time_reference,0,26,1969-01-01,1969-12-31,ML
the late 1950s,DT JJ NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER MODIFIER TIME,time_reference,12,8,1957-01-01,1959-12-31,LLM
year,NN,TIME_UNIT_REGEX,TIME,time_reference,6,11,1933-01-01,1933-12-31,LLM
"December 15 , 1910 – July 10 , 1987","NNP CD , CD NNP NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1 LINKAGE_REGEX MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME MODIFIER TIME NUMERAL MODIFIER TIME,time_reference,0,0,,,ML
Springsteen,NNP,SEASON_REGEX,TIME,time_reference,3,0,,,ML
Early years,JJ NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,1,1,,,ML
quarters,NNS,TIME_UNIT_REGEX,TIME,time_reference,3,4,,,ML
every other weekend,DT JJ NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,19,4,,,ML
The summer,DT NN,PREFIX_REGEX_1 SEASON_REGEX,MODIFIER TIME,time_reference,22,4,,,ML
the fall,DT NN,PREFIX_REGEX_1 SEASON_REGEX,MODIFIER TIME,time_reference,24,4,,,ML
the fall,DT NN,PREFIX_REGEX_1 SEASON_REGEX,MODIFIER TIME,time_reference,28,4,,,ML
Four years,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,8,8,,,ML
Fall,NNP,SEASON_REGEX,TIME,time_reference,14,8,,,ML
Springsteen,NNP,SEASON_REGEX,TIME,time_reference,1,9,,,ML
