,Sentence,Business meeting,Coincidence,Education,Music making,Personal life,Public celebration
0,"Hank Locklin (born Lawrence Hankins Locklin; February 15, 1918 – March 8, 2009) was an American country music singer–songwriter.",8.894275e-05,2.3437951e-07,0.0016383941,0.025345735,0.97281784,0.00010890948
1,"He had 70 chart singles, including two number one hits on Billboard's country chart.",0.9247795,0.06376865,8.762155e-06,0.0054381024,0.00495134,0.001053691
2,"His biggest hits included ""Send Me the Pillow You Dream On"" and his signature  ""Please Help Me, I'm Falling.""",0.99522996,1.2012297e-08,4.189474e-08,0.003000006,0.0017701195,1.360509e-09
3,The latter also went to number eight on the Billboard Hot 100 pop music chart.,0.00018323063,5.078679e-08,3.470717e-05,0.0027523073,0.0022289387,0.9948008
4,Billboard's 100th anniversary issue listed it as the second most successful country single of the rock and roll era.,0.23175347,0.7534026,1.0429953e-06,0.004325948,7.348575e-08,0.010516842
5,"It sold over one million copies, and was awarded a gold disc by the RIAA.",7.577504e-08,4.5876504e-08,5.44076e-09,4.1968988e-07,1.4771172e-11,0.9999994
6,Locklin was born and raised in Florida.,9.053907e-08,6.2752054e-11,7.438856e-07,1.976686e-09,0.99999917,1.0817542e-11
7,He developed a fondness for country music following an accident in his childhood.,0.0026926177,0.010591373,0.0002789937,6.3605434e-08,0.9864335,3.418583e-06
8,He learned to play the guitar during his recovery and began performing locally as well.,1.2011336e-06,5.6756213e-05,0.9894874,0.010454623,1.3156752e-07,1.4365435e-12
9,"In his early adulthood, he formed his own band called the Rocky Mountain Playboys, which played gigs and performed on local radio.",0.25340608,0.35167637,5.4728175e-06,0.3848008,1.0519922e-06,0.010110218
10,"Locklin was heard singing during one of these gigs, which led to his first recording contract in 1949.",0.85971546,0.00035860404,7.608905e-08,0.13992526,5.968896e-07,2.8802141e-08
11,He had his first major hit on the Billboard country chart the same year.,0.9955514,1.6311623e-06,2.8839224e-08,0.004340822,7.632621e-06,9.853388e-05
