,Sentence,Business meeting,Coincidence,Education,Music making,Personal life,Public celebration
0,"Carl Dean Switzer (August 8, 1927 – January 21, 1959) was an American singer, child actor, dog breeder and guide.",5.5650034e-08,3.5436096e-07,0.01919726,1.0576154e-05,0.93321824,0.04757351
1,He was best known for his role as Alfalfa in the short subjects series Our Gang.,1.0821635e-05,0.00016364144,6.4799843e-07,0.99391574,0.005908551,6.4030974e-07
2,"Switzer began his career as a child actor in the mid-1930s appearing in the Our Gang short subjects series as Alfalfa, one of the series' most popular and best-remembered characters.",0.0015519426,7.845972e-06,2.5416886e-08,0.9870178,0.011414953,7.413477e-06
3,"After leaving the series in 1940, Switzer struggled to find substantial roles owing to typecasting.",0.0046283053,0.9527627,3.286285e-05,0.02128591,0.0006483638,0.020641845
4,"As an adult, he appeared mainly in bit parts and B-movies.",3.9840054e-07,0.7640663,6.2640556e-13,0.23591806,1.5210138e-05,7.9333134e-08
5,He later became a dog breeder and hunting guide.,0.0010130254,0.075937726,0.20250143,8.065941e-15,8.294544e-09,0.72054785
6,Switzer married in 1954 and had one son before divorcing his wife in 1957.,5.345851e-08,2.0831224e-07,9.854215e-11,7.342864e-07,0.94094634,0.05905261
7,He was fatally shot by an acquaintance in a dispute over money in January 1959.,0.00023382134,0.95124024,4.7226655e-05,5.6010722e-05,0.010226449,0.0381963
8,==,0.12487809,0.21344268,0.0013716145,0.0017026803,0.65860486,7.902394e-08
9,Early life and family ==,3.5811138e-07,5.06771e-08,6.432177e-05,1.1762993e-11,0.9998043,0.00013096286
10,"Switzer was born in Paris, Illinois, the youngest of four children born to Gladys Carrie Shanks (1904–1997) and George Frederick ""Fred"" Switzer (1905–1960).",1.5833197e-09,4.1900636e-13,1.2068914e-07,6.726472e-06,0.9999927,4.7286738e-07
11,The oldest brother died in 1922.,6.446821e-09,7.7665896e-07,0.0005974357,4.8384212e-05,0.99813205,0.0012214471
12,A sister Janice was born in 1923 and a brother Harold was born in 1925.,1.14683055e-10,0.00082714827,3.7625603e-05,2.3780916e-05,0.98725533,0.011856088
13,"Of Scottish and German ancestry, he was named Carl Dean after a member of the Switzer family and many relatives on his grandmother's side (respectively).",5.7166822e-09,1.8369649e-07,0.13008006,0.027911926,0.8418437,0.00016407282
14,He and his brother Harold became famous in their hometown for their musical talent and performances.,0.86585504,0.061283655,0.010830312,0.060381256,0.0015625111,8.726742e-05
15,Both sang and could play a number of instruments.,6.478066e-08,7.3684134e-08,7.3288844e-05,0.9998996,2.6898639e-05,1.9038094e-11
16,==,0.12487812,0.21344274,0.0013716157,0.001702681,0.65860474,7.902393e-08
17,Career ==,1.0,4.755339e-13,2.1761231e-17,4.5407227e-19,9.245165e-14,7.6859795e-12
18,===,0.0018069088,2.1080758e-05,2.7498896e-05,0.0004411912,0.9977034,1.25094934e-11
19,Our Gang =,0.03281099,0.0010363428,0.0027642264,0.96335816,3.0315081e-05,1.0563116e-08
20,==,0.12487809,0.21344268,0.0013716145,0.0017026803,0.65860486,7.902394e-08
21,"In 1934, the Switzers traveled to California to visit family.",2.9019118e-05,0.0049355933,4.988717e-05,0.00016096255,0.9940154,0.0008091663
22,"While sightseeing, they went to Hal Roach Studios.",0.00051231874,0.9994863,9.460309e-09,1.3069679e-06,1.398505e-09,2.2293107e-11
23,"Following a public tour, 8-year-old Harold and 6-year-old Carl entered the Hal Roach Studio's open-to-the-public cafeteria, the Our Gang Café, and began an impromptu performance.",0.63435364,0.0005693154,0.000825628,0.36420166,4.6891444e-05,2.8194552e-06
24,Producer Hal Roach was present and was impressed.,9.983929e-08,0.98283535,1.1273612e-08,0.017164377,1.843265e-09,1.3669366e-07
25,He signed both brothers to appear in Our Gang.,0.9996049,2.829902e-05,0.00033487947,3.1967695e-05,1.4044412e-07,4.3999027e-11
26,"Harold was given two nicknames, ""Slim"" and ""Deadpan"", while Carl was dubbed ""Alfalfa"".",1.1758832e-06,0.9426321,0.00022257298,0.0043214518,0.052571103,0.0002517557
27,The brothers first appeared in the 1935 Our Gang short Beginner's Luck.,0.2306387,0.75504667,3.285729e-05,0.0031748747,0.011104952,1.9235224e-06
28,"By the end of the year, Alfalfa was one of the main characters, while Harold had been relegated to the background.",0.0042362874,0.98456347,6.4397048e-09,0.011149768,3.067567e-05,1.9801319e-05
29,"Although Carl was an experienced singer and musician, his character Alfalfa was often called upon to sing off-key renditions of popular songs for comic effect, most often those of Bing Crosby.",0.00025440182,0.10684132,0.00055448577,0.8357245,0.056375273,0.00025004838
30,Alfalfa also sported a cowlick.,0.00030173894,0.997632,0.0017547022,9.237258e-07,0.00013473807,0.00017589972
31,"By the end of 1937, Switzer's ""Alfalfa"" had surpassed the series' nominal star, George ""Spanky"" McFarland, in popularity.",0.034123667,7.77146e-05,1.13190894e-10,0.8196002,0.010688735,0.13550973
32,"While the boys got along, their fathers argued constantly over their sons' screen time and salaries.",2.413237e-07,0.007323965,2.5189374e-06,6.639409e-08,0.99267286,3.3066362e-07
