,Sentence,Business meeting,Coincidence,Education,Music making,Personal life,Public celebration
0,"Marcel Honoree Nestor, Knight Neels (30 December 1922 – 6 November 2016), known as Marc Sleen, was a Belgian  cartoonist.",0.021912675,0.11008728,0.0022987227,5.549973e-10,0.002695183,0.8630062
1,"He was mostly known for his comic The Adventures of Nero and Co., but also created gag comics like Piet Fluwijn en Bolleke, De Lustige Kapoentjes, Doris Dobbel, Oktaaf Keunink and De Ronde van Frankrijk.",1.1348336e-06,0.9940578,2.0626927e-05,0.005920178,2.828542e-07,5.106598e-08
2,Sleen was one of the most celebrated comics artists in his home country.,0.999835,5.2549956e-05,1.9194815e-05,1.0424606e-06,2.7560132e-08,9.209612e-05
3,"His work is admired for its absurd and sometimes satirical comedy, as well for the fact that he worked completely singlehandedly without any assistance for 45 years on end, a feat that landed him a spot in The Guinness Book of Records in 1992.",0.9969261,0.001024301,7.781037e-10,5.7033933e-05,6.857222e-11,0.0019925395
4,"(This feat has been surpassed since by Jim Russell's The Potts, which ran for 62 years.)",0.14766446,1.3798341e-08,1.5543776e-08,0.85217416,1.0480289e-06,0.00016028735
5,He was one of the few comics artists in Belgium who had a museum dedicated to his work.,0.012581495,0.5845451,0.0004503733,0.4023843,6.5979866e-06,3.2109914e-05
6,==,0.12487799,0.21344264,0.0013716135,0.0017026799,0.65860504,7.90238e-08
7,Biography ==,0.3559052,3.5694317e-10,3.2671758e-11,9.202376e-11,5.1270752e-05,0.64404356
8,"Marc Sleen was born as Marcel Neels in Gentbrugge, near Ghent.",9.18639e-06,0.80706173,3.809102e-07,9.929999e-09,0.19242002,0.00050865876
9,He studied drawing in Ghent.,1.0160563e-08,2.4242772e-05,0.9999149,3.771439e-05,2.320595e-05,2.3382064e-13
10,During the Second World War he was imprisoned by Nazi soldiers in Fort Breendonk because his brother worked for the resistance.,0.00033574385,0.8305245,0.0015681633,0.16455401,0.00013621787,0.0028813435
11,"He was tortured and put in the death cell, but saved by the fact that after D-Day the officers moved all the prisoners to a different prison, where he could escape.",1.9572764e-10,0.9999931,4.152291e-09,1.1940257e-08,6.9115486e-06,2.977855e-10
12,In 1944 he started to work as a political caricaturist in the Flemish newspaper De Standaard.,0.78637505,0.21109469,0.0002172682,5.721162e-07,0.00018541643,0.002126967
13,"He also contributed illustrations and short comics for the newspaper and the youth supplement, and made illustrations and his first comics for the magazine Ons Volk.",0.0010156329,0.9067367,0.00015065602,0.09204515,5.116065e-05,7.389178e-07
14,He was also a courtroom sketch artist for a while.,0.999944,4.680677e-08,8.583251e-06,1.1642168e-05,1.4444116e-07,3.568376e-05
