,Sentence,Business meeting,Coincidence,Education,Music making,Personal life,Public celebration
0,"Peter ""Peavy"" Wagner (born 22 December 1964) is a German heavy metal musician best known as the lead singer and bassist of Rage.",0.6657315,5.6127334e-07,2.5762361e-05,0.19930671,0.13493542,2.2465969e-08
1,==,0.12487865,0.2134413,0.001371599,0.0017026742,0.65860564,7.902395e-08
2,Biography ==,0.3559052,3.5694317e-10,3.2671758e-11,9.202376e-11,5.1270752e-05,0.64404356
3,"Wagner was born in Herne, North Rhine-Westphalia, the second of four children.",3.393321e-07,7.765674e-06,1.1843985e-05,9.649642e-05,0.99966955,0.000214034
4,"His parents, both passionate amateur musicians, tried to inspire their kids for music since childhood.",6.880357e-08,8.935592e-11,2.434686e-08,1.6107367e-12,0.9999999,3.112143e-14
5,"Eventually, Wagner learned his first instrument, the classical guitar.",0.008310885,0.0005467406,0.9907803,0.00013769139,0.00022432714,1.6666774e-10
6,"He started to play on the electrical guitar a few years later and, inspired by Lemmy from Motörhead, finally switched to the electric bass in the early 1980s.",0.9384,0.057689544,1.4364276e-06,0.0032056354,0.00070343225,2.9511465e-08
7,"In 1983, Wagner founded together with the two guitar players Jochen Schroeder and Alf Meyerratken the heavy metal band Avenger.",0.00036381674,3.05836e-05,7.531652e-05,0.99952674,3.5921187e-06,2.3047332e-10
8,"In 1986, the band's name was changed to Rage.",0.0002552803,3.3576187e-06,2.7169663e-05,0.99971014,4.0481304e-06,4.0648637e-11
9,Wagner is the only member of the band to have stayed in it throughout its history.,0.9999708,1.266369e-08,9.0308705e-11,2.9169658e-05,1.0496363e-12,5.354567e-14
10,He currently performs as the band's bassist and singer.,0.9350417,5.6724496e-09,7.4491904e-06,0.06495083,2.3103928e-10,1.059183e-12
11,"Wagner also participated in Mekong Delta's two first albums, appeared on Axel Rudi Pell's Black Moon Pyramid as a guest bass player, and participated in Markus Grosskopf's project Bassinvaders.",0.080582194,0.0010207375,4.944389e-08,0.9082195,0.010176038,1.5473779e-06
12,==,0.12487865,0.2134413,0.001371599,0.0017026742,0.65860564,7.902395e-08
13,Discography ==,0.9999943,1.2030752e-08,8.358399e-10,5.3618996e-06,2.8147706e-09,3.2553942e-07
14,===,0.0018068925,2.1080356e-05,2.7498634e-05,0.00044118572,0.9977034,1.2509472e-11
15,Rage =,2.177458e-07,2.8837609e-05,0.054524653,0.94544613,1.5158791e-07,4.4740312e-11
