URI,support,types,entity,offset,similarityScore,percentageOfSecondRank,entType,sentence,sentenceIndex,paragraphIndex,section,wikiPageID
http://dbpedia.org/resource/Pope_Francis,7264,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,Wikidata:Q19546,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Cleric,DBpedia:Agent,DBpedia:Pope",Francis,0,0.4637450506419651,0.7160395717634931,person,"Francis Hillman ""Scrapper"" Blackwell (February 21, 1903 – October 7, 1962) was an American blues guitarist and singer, best known as half of the guitar-piano duo he formed with Leroy Carr in the late 1920s and early 1930s.",0,0,,3419345
http://dbpedia.org/resource/Leroy_Carr,133,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Leroy Carr,179,1.0,0.0,person,"Francis Hillman ""Scrapper"" Blackwell (February 21, 1903 – October 7, 1962) was an American blues guitarist and singer, best known as half of the guitar-piano duo he formed with Leroy Carr in the late 1920s and early 1930s.",0,0,,3419345
http://dbpedia.org/resource/Leroy_Carr,133,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Leroy Carr,179,1.0,0.0,person,"Francis Hillman ""Scrapper"" Blackwell (February 21, 1903 – October 7, 1962) was an American blues guitarist and singer, best known as half of the guitar-piano duo he formed with Leroy Carr in the late 1920s and early 1930s.",0,0,,3419345
http://dbpedia.org/resource/United_States,551746,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",American,84,0.9970087492061986,0.002598199247319607,place,"Francis Hillman ""Scrapper"" Blackwell (February 21, 1903 – October 7, 1962) was an American blues guitarist and singer, best known as half of the guitar-piano duo he formed with Leroy Carr in the late 1920s and early 1930s.",0,0,,3419345
http://dbpedia.org/resource/Gary_Payton,775,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q3665646,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Athlete,DBpedia:Agent,DBpedia:BasketballPlayer",Payton,75,0.9849325353868333,0.011618138990767007,person,"Blackwell was born in Syracuse, South Carolina, one of sixteen children of Payton and Elizabeth Blackwell.",0,2,== Biography ==,3419345
http://dbpedia.org/resource/Elizabeth_Blackwell,215,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Elizabeth Blackwell,86,0.9999999979953458,2.004577297032809E-9,person,"Blackwell was born in Syracuse, South Carolina, one of sixteen children of Payton and Elizabeth Blackwell.",0,2,== Biography ==,3419345
http://dbpedia.org/resource/South_Carolina,33894,"Wikidata:Q3455524,Schema:Place,Schema:AdministrativeArea,DBpedia:Region,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:AdministrativeRegion",South Carolina,32,0.9954567106012305,0.003200156279212936,place,"Blackwell was born in Syracuse, South Carolina, one of sixteen children of Payton and Elizabeth Blackwell.",0,2,== Biography ==,3419345
http://dbpedia.org/resource/Indianapolis,21443,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City",Indianapolis,44,0.9998010310759181,9.414012926874289E-5,place,"He grew up in and spent most of his life in Indianapolis, Indiana, where he first relocated to at the age of three.",2,2,== Biography ==,3419345
http://dbpedia.org/resource/Indiana,53013,"Wikidata:Q3455524,Schema:Place,Schema:AdministrativeArea,DBpedia:Region,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:AdministrativeRegion",Indiana,58,0.9997964552049635,9.405056873572554E-5,place,"He grew up in and spent most of his life in Indianapolis, Indiana, where he first relocated to at the age of three.",2,2,== Biography ==,3419345
http://dbpedia.org/resource/Ian_Blackwell,170,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Athlete,DBpedia:Agent,DBpedia:Cricketer",Blackwell,34,0.7440686486359427,0.1742087187434247,person,"His father played the fiddle, but Blackwell was a self-taught guitarist, building his first guitar out of a cigar box, wood and wire.",4,2,== Biography ==,3419345
