URI,support,types,entity,offset,similarityScore,percentageOfSecondRank,sentence,sentenceIndex,paragraphIndex,section,entType,wikiPageID
http://dbpedia.org/resource/Gilbert_Price,19,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Gilbert Price,0,0.9999999999949124,0.0,"Gilbert Price (September 10, 1942 – January 2, 1991) was an American operatic baritone and actor.",0,0,,person,2755844
http://dbpedia.org/resource/Langston_Hughes,1429,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q36180,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Writer",Langston Hughes,25,1.0,2.3946805764342406e-16,Price was a protégé of Langston Hughes.,0,1,,person,2755844
http://dbpedia.org/resource/Langston_Hughes,1429,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q36180,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Writer",Langston Hughes,53,1.0,6.644239733244862e-17,"It has been written that while he was a protégé of Langston Hughes, Hughes had become smitten with the young Price.",2,3,== Early life ==,person,2755844
http://dbpedia.org/resource/Garry_Moore,142,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Garry Moore,119,0.9998078906929816,0.000192146220099,"Price made guest appearances on several television talk and variety shows including The Ed Sullivan Show, Red Skelton, Garry Moore and The Merv Griffin Show.",0,5,== Career ==,person,2755844
http://dbpedia.org/resource/Leonard_Bernstein,2991,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Leonard Bernstein,37,1.0,0.0,"Price also sang oratorios, including Leonard Bernstein's Mass, in 1971.",1,5,== Career ==,person,2755844
http://dbpedia.org/resource/Bernard_Jackson_(singer),15,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Bernard Jackson,26,0.5653249635034808,0.2844444444444474,Fly Blackbird (1962) - C. Bernard Jackson & James Hatch,0,13,== Other works ==,person,2755844
http://dbpedia.org/resource/LeBron_James,6481,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q3665646,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Athlete,DBpedia:Agent,DBpedia:BasketballPlayer",James,44,0.794764139559103,0.0834026062049745,Fly Blackbird (1962) - C. Bernard Jackson & James Hatch,0,13,== Other works ==,person,2755844
http://dbpedia.org/resource/Leslie_Bricusse,459,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Leslie Bricusse,64,1.0,0.0,The Roar of the Greasepaint – The Smell of the Crowd (1965) - Leslie Bricusse & Anthony Newley,0,14,== Other works ==,person,2755844
http://dbpedia.org/resource/Anthony_Newley,598,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Anthony Newley,82,1.0,0.0,The Roar of the Greasepaint – The Smell of the Crowd (1965) - Leslie Bricusse & Anthony Newley,0,14,== Other works ==,person,2755844
http://dbpedia.org/resource/María_Irene_Fornés,94,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Maria Irene Fornes,19,0.9999999999930652,0.0,Promenade (1969) - Maria Irene Fornes & Al Carmines,0,15,== Other works ==,person,2755844
