URI,support,types,entity,offset,similarityScore,percentageOfSecondRank,entType,sentence,sentenceIndex,paragraphIndex,section,wikiPageID
http://dbpedia.org/resource/Marilyn_Monroe,3438,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Marilyn Monroe,0,1.0,2.349630483915437E-15,person,"Marilyn Monroe (; born Norma Jeane Mortenson; June 1, 1926 – August 4, 1962) was an American actress, model and singer.",0,0,,19318
http://dbpedia.org/resource/Marilyn_Monroe,3438,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Norma Jeane Mortenson,23,1.0,0.0,person,"Marilyn Monroe (; born Norma Jeane Mortenson; June 1, 1926 – August 4, 1962) was an American actress, model and singer.",0,0,,19318
http://dbpedia.org/resource/United_States,551746,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",American,86,0.9982514658410587,0.001090628628254538,place,"Marilyn Monroe (; born Norma Jeane Mortenson; June 1, 1926 – August 4, 1962) was an American actress, model and singer.",0,0,,19318
http://dbpedia.org/resource/Sex_symbol,,http://dbpedia.org/ontology/Person,,,,,person,"Famous for playing comedic ""blonde bombshell"" characters, she became one of the most popular sex symbols of the 1950s and early 1960s and was emblematic of the era's sexual revolution.",1,0,,19318
http://dbpedia.org/resource/Greg_Monroe,788,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q3665646,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Athlete,DBpedia:Agent,DBpedia:BasketballPlayer",Monroe,44,0.9974274893259422,0.001603742852588983,person,"In 1999, the American Film Institute ranked Monroe sixth on its list of the greatest female screen legends from the Golden Age of Hollywood.",4,0,,19318
http://dbpedia.org/resource/Hollywood,24508,"Wikidata:Q486972,Schema:Place,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:CityDistrict",Hollywood,130,0.9587129009731873,0.04303979865269742,place,"In 1999, the American Film Institute ranked Monroe sixth on its list of the greatest female screen legends from the Golden Age of Hollywood.",4,0,,19318
http://dbpedia.org/resource/Greg_Monroe,788,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q3665646,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Athlete,DBpedia:Agent,DBpedia:BasketballPlayer",Monroe,32,0.9788618295315572,0.013427800618011824,person,"Born and raised in Los Angeles, Monroe spent most of her childhood in foster homes and an orphanage; she married at age 16.",0,1,,19318
http://dbpedia.org/resource/Los_Angeles,123072,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City",Los Angeles,19,0.999992205549057,2.875891882756503E-6,place,"Born and raised in Los Angeles, Monroe spent most of her childhood in foster homes and an orphanage; she married at age 16.",0,1,,19318
http://dbpedia.org/resource/World_War_II,254679,"Wikidata:Q1656682,DUL:Event,Schema:Event,DBpedia:SocietalEvent,DBpedia:Event,DBpedia:MilitaryConflict",World War II,36,0.9999993311105263,4.099532090856963E-7,event,"She was working in a factory during World War II when she met a photographer from the First Motion Picture Unit and began a successful pin-up modeling career, which led to short-lived film contracts with 20th Century Fox and Columbia Pictures.",1,1,,19318
http://dbpedia.org/resource/Photographer,,http://dbpedia.org/ontology/Person,,,,,person,"She was working in a factory during World War II when she met a photographer from the First Motion Picture Unit and began a successful pin-up modeling career, which led to short-lived film contracts with 20th Century Fox and Columbia Pictures.",1,1,,19318
