URI,support,types,entity,offset,similarityScore,percentageOfSecondRank,sentence,sentenceIndex,paragraphIndex,section,entType,wikiPageID
http://dbpedia.org/resource/Maria_II_of_Portugal,599,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Royalty",Maria,141,0.987411968260968,0.0080273452567454,"She was born in São Tomé e Príncipe, the former Portuguese territory off the coast of West Africa, to João Graça do Espírito Santo and Maria de Jesus Agostinho das Neves.",0,2,== Life and career ==,person,1151374
http://dbpedia.org/resource/Jesus,59745,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Jesus,150,0.7018598415468771,0.4208144487044027,"She was born in São Tomé e Príncipe, the former Portuguese territory off the coast of West Africa, to João Graça do Espírito Santo and Maria de Jesus Agostinho das Neves.",0,2,== Life and career ==,person,1151374
http://dbpedia.org/resource/Agostinho_Neto,237,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q82955,Wikidata:Q5,Wikidata:Q30461,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Politician,DBpedia:Person,DBpedia:Agent,DBpedia:President",Agostinho Neto,134,1.0,1.928175316651601e-34,"In 1951, she founded Centro de Estudos Africanos with other students interested in nationalism, including Mário Pinto de Andrade and Agostinho Neto of Angola, Noémia de Sousa and Marcelino dos Santos of Mozambique, and Amílcar Cabral of Guinea-Bissau.",5,2,== Life and career ==,person,1151374
http://dbpedia.org/resource/John_Philip_Sousa,999,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:MilitaryPerson",Sousa,171,0.8563270305445543,0.1676263518375615,"In 1951, she founded Centro de Estudos Africanos with other students interested in nationalism, including Mário Pinto de Andrade and Agostinho Neto of Angola, Noémia de Sousa and Marcelino dos Santos of Mozambique, and Amílcar Cabral of Guinea-Bissau.",5,2,== Life and career ==,person,1151374
http://dbpedia.org/resource/Marcelino_dos_Santos,32,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q82955,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Politician",Marcelino dos Santos,181,1.0,0.0,"In 1951, she founded Centro de Estudos Africanos with other students interested in nationalism, including Mário Pinto de Andrade and Agostinho Neto of Angola, Noémia de Sousa and Marcelino dos Santos of Mozambique, and Amílcar Cabral of Guinea-Bissau.",5,2,== Life and career ==,person,1151374
http://dbpedia.org/resource/Paulo_Cabral,6,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q937857,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Athlete,DBpedia:Agent,DBpedia:SoccerPlayer",Cabral,230,0.8711540173201853,0.088021796776193,"In 1951, she founded Centro de Estudos Africanos with other students interested in nationalism, including Mário Pinto de Andrade and Agostinho Neto of Angola, Noémia de Sousa and Marcelino dos Santos of Mozambique, and Amílcar Cabral of Guinea-Bissau.",5,2,== Life and career ==,person,1151374
http://dbpedia.org/resource/Manuel_I_of_Portugal,1197,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Royalty",Manuel,75,0.9919524815653978,0.0040846496437629,"In 2006, she wrote a preface to Retalhes do massacre de Batepá, a book by Manuel Teles Neto Da Costa.",13,2,== Life and career ==,person,1151374
http://dbpedia.org/resource/Agostinho_Neto,237,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q82955,Wikidata:Q5,Wikidata:Q30461,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Politician,DBpedia:Person,DBpedia:Agent,DBpedia:President",Neto,88,0.999999616382058,3.527569272239236e-07,"In 2006, she wrote a preface to Retalhes do massacre de Batepá, a book by Manuel Teles Neto Da Costa.",13,2,== Life and career ==,person,1151374
http://dbpedia.org/resource/El_Sagrado,150,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,Wikidata:Q13474373,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Athlete,DBpedia:Agent,DBpedia:Wrestler",Sagrado,15,0.9365493819057168,0.0677474683333552,O Nosso o Solo Sagrado de Terra (1978),0,6,== Works ==,person,1151374
http://dbpedia.org/resource/El_Sagrado,150,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,Wikidata:Q13474373,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Athlete,DBpedia:Agent,DBpedia:Wrestler",sagrado,15,0.9541099684639748,0.0480958736434211,Cantos do solo sagrado (2006),0,8,== Works ==,person,1151374
http://dbpedia.org/resource/Bertrand_Russell,2471,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q82955,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Politician",Russell,0,0.9999940047785943,5.986232703733429e-06,"Russell G. Hamilton, Voices from an Empire: a history of Afro-Portuguese literature, Minneapolis: University of Minnesota Press, 1975,  pp.",0,16,== Further reading ==,person,1151374
http://dbpedia.org/resource/Mário_de_Andrade,180,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q36180,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Writer",Mario de Andrade,0,0.99999999999784,0.0,"Mario de Andrade, La poésie africaine d'expression portugaise: anthologie; précédée de Évolution et tendances actuelles, Paris: P.J. Oswald, 1969, p. 65",0,17,== Further reading ==,person,1151374
http://dbpedia.org/resource/Oswald_of_Northumbria,542,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q43115,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Cleric,DBpedia:Agent,DBpedia:Saint",Oswald,138,0.5820342248524352,0.4165073949947055,"Mario de Andrade, La poésie africaine d'expression portugaise: anthologie; précédée de Évolution et tendances actuelles, Paris: P.J. Oswald, 1969, p. 65",0,17,== Further reading ==,person,1151374
