sentences,sentenceIndex,paragraphIndex,section,wikiId,meetup,people,place,timeExpression
"Harold Forster Chapin (December 7, 1942 – July 16, 1981) was an American singer-songwriter, philanthropist, and hunger activist best known for his folk rock and pop rock songs.",0,0,,171050,Y,3,1,1
He achieved worldwide success in the 1970s.,1,0,,171050,C,0,0,1
"Chapin, a Grammy Award-winning artist and Grammy Hall of Fame inductee, has sold over 16 million records worldwide.",2,0,,171050,C,2,0,0
Chapin recorded a total of 11 albums from 1972 until his death in 1981.,0,1,,171050,C,2,0,2
All 14 singles that he released became hits on at least one national music chart.,1,1,,171050,N,0,0,0
"As a dedicated humanitarian, Chapin fought to end world hunger.",0,2,,171050,C,2,0,0
He was a key participant in the creation of the Presidential Commission on World Hunger in 1977.,1,2,,171050,C,0,0,1
"In 1987, Chapin was posthumously awarded the Congressional Gold Medal for his humanitarian work.",2,2,,171050,C,2,0,1
==,0,3,== Biography ==,171050,N,0,0,0
Biography ==,1,3,== Biography ==,171050,N,0,0,0
"Harry Forster Chapin was born on December 7, 1942 in New York City, the second of four children, who also included future musicians Tom and Steve.",0,4,== Biography ==,171050,Y,2,1,1
"His parents were Jeanne Elspeth (née Burke), daughter of the literary critic Kenneth Burke, and Jim Chapin, a legendary percussionist.",1,4,== Biography ==,171050,C,4,0,0
He had English ancestry.,2,4,== Biography ==,171050,N,0,0,0
"The earliest Chapin to come to America was Samuel Chapin, who was the first deacon of Springfield, Massachusetts in 1636.",3,4,== Biography ==,171050,Y,2,1,2
His other great-grandparents on his mother's side had immigrated in the late 19th century.,4,4,== Biography ==,171050,C,0,0,1
"His parents divorced in 1950, with his mother retaining custody of their four sons, as Jim spent much of his time on the road as a drummer for Big Band-era acts such as Woody Herman.",5,4,== Biography ==,171050,C,2,0,1
Chapin's mother married Films in Review magazine editor Henry Hart a few years later.,6,4,== Biography ==,171050,C,2,0,1
Chapin's first formal introduction to music was trumpet lessons at The Greenwich House Music School under Mr. Karrasic (sic).,0,5,== Biography ==,171050,C,0,1,0
"Harry's younger brothers Tom and Steve were choirboys at Grace Episcopal Church in Brooklyn Heights, and through them Chapin met ""Big"" John Wallace, a baritone with a five-octave range, who later became his bassist, backing vocalist, and straight man onstage.",1,5,== Biography ==,171050,C,2,1,0
"Chapin began performing with his brothers while a teenager, with their father occasionally joining them on drums.",2,5,== Biography ==,171050,C,2,0,0
Chapin graduated from Brooklyn Technical High School in 1960 and was among the five inductees in the school's Alumni Hall Of Fame for the year 2000.,3,5,== Biography ==,171050,C,0,1,2
"He briefly attended the United States Air Force Academy in Colorado Springs, Colorado and was then an intermittent student at Cornell University in New York State, but did not complete a degree.",4,5,== Biography ==,171050,C,0,3,1
"He originally intended to be a documentary film-maker and took a job with The Big Fights, a company run by Bill Cayton that owned a large library of classic boxing films.",0,6,== Biography ==,171050,N,0,0,0
