sentences,sentenceIndex,paragraphIndex,section,wikiId,meetup,people,place,timeExpression
"James William McCarty (born June 1, 1945) is an American blues rock guitarist from Detroit, Michigan.",0,0,,3731062,Y,1,3,1
"He has performed with Mitch Ryder and The Detroit Wheels, the Buddy Miles Express, Cactus, The Rockets, the Detroit Blues Band, and more recently, Mystery Train.",1,0,,3731062,C,3,0,1
Since about 2014 Jim McCarty has joined forces with Detroit blues guitarist/songwriter Kenny Parker in The Kenny Parker Band along with several other veteran Detroit blues/rock musicians.,2,0,,3731062,C,4,0,1
"He also makes guest appearances with other Detroit bands, most notably for an annual pre New Year's Eve party at one of his favorite clubs, ""Callahan's"", with The Millionaires, a nine piece jump blues band.",3,0,,3731062,Y,1,1,1
He also recorded with Jimi Hendrix and Bob Seger.,0,1,,3731062,C,4,0,0
He plays in a heavy blues-rock style that has inspired fledgling guitar players for more than 40 years.,1,1,,3731062,C,0,0,1
"In an August 2006 interview on VH1 Classic, Ted Nugent remarked ""I'm the only guy in rock'n'roll that plays that hollow body jazz guitar and it's because in 1960 I saw Jimmy McCarty creating those big fat full chords like I do on ""Stranglehold""; I learned that from Jimmy McCarty.",0,2,,3731062,C,6,0,2
Remember the name Jimmy McCarty.,1,2,,3731062,C,2,0,0
"He is as important as Bo Diddley and Chuck Berry and Les Paul...a god on guitar.""",2,2,,3731062,C,5,0,0
==,0,3,== Biography 2006 – present ==,3731062,N,0,0,0
Biography 2006 – present ==,1,3,== Biography 2006 – present ==,3731062,C,0,0,1
"In 2005, Les Paul recorded Les Paul and Friends: American Made, World Played, with an all-star band.",0,4,== Biography 2006 – present ==,3731062,C,4,0,1
"He covered ""69 Freedom Special"", an instrumental tune co-written by McCarty and recorded while in the Buddy Miles Express.",1,4,== Biography 2006 – present ==,3731062,N,0,0,0
"In February 2006, Les Paul won a Grammy for his cover of the song, thus propelling McCarty into another award-winning arena as songwriter.",2,4,== Biography 2006 – present ==,3731062,C,2,0,1
"In 2006, he participated in a Cactus reunion, performing in New York City, Sweden, Philadelphia, and Washington, D.C.",0,5,== Biography 2006 – present ==,3731062,Y,2,4,1
"It coincided with the release of a new Cactus album, Cactus V. In 2007, Cactus played a Detroit date, a McCarty homecoming, to a sold-out, standing-room-only house.",1,5,== Biography 2006 – present ==,3731062,Y,2,1,1
"After two years in Cactus he left the band: ""There were some great moments, but then there was a lot of banging heads together.",2,5,== Biography 2006 – present ==,3731062,C,1,0,2
"Eventually I left because it was a frustrating experience for me""In 2009, a new band, the Hell Drivers, was created.",3,5,== Biography 2006 – present ==,3731062,C,0,0,1
"The members are Jim McCarty, Johnny ""Bee"" Badanjek, Marvin Conrad (bass), and Jim Edwards (vocals).",4,5,== Biography 2006 – present ==,3731062,C,5,0,0
"A high-energy band, they play a variety of Detroit rock and roll from Iggy Pop, The Rockets, Mitch Ryder, Alice Cooper, Bob Seger and more to great critical acclaim.",5,5,== Biography 2006 – present ==,3731062,C,7,1,0
"On September 25, 2010,  Jim McCarty was inducted into the Canada South Blues Society ""Living Blues Museum"" located in Windsor, Ontario.",0,6,== Biography 2006 – present ==,3731062,Y,2,2,1
Jim McCarty and Carmine Appice reunited Cactus once again in 2011.,0,7,== Biography 2006 – present ==,3731062,C,5,0,1
"This line up included singer Jimmy Kunes, bassist Pete Bremy from Vanilla Fudge, and Randy Pratt on harmonica.",1,7,== Biography 2006 – present ==,3731062,C,2,0,0
"This incarnation lasted five years producing two live albums, TKO Tokyo: Live in Japan, An Evening in Tokyo, and a studio album, Black Dawn.",2,7,== Biography 2006 – present ==,3731062,C,0,3,3
"They toured the United States, Europe and Japan.",3,7,== Biography 2006 – present ==,3731062,C,0,3,0
McCarty and Bremy left the band in late 2016.,4,7,== Biography 2006 – present ==,3731062,C,0,0,1
==,0,8,== Selective discography ==,3731062,N,0,0,0
Selective discography,1,8,== Selective discography ==,3731062,N,0,0,0
==,2,8,== Selective discography ==,3731062,N,0,0,0
===,0,9,== Selective discography == | === Buddy Miles Express ===,3731062,N,0,0,0
Buddy Miles Express ===,1,9,== Selective discography == | === Buddy Miles Express ===,3731062,N,0,0,0
• Expressway to Your Skull (1968),0,10,== Selective discography == | === Buddy Miles Express ===,3731062,C,0,0,1
Tracks:,0,11,== Selective discography == | === Buddy Miles Express ===,3731062,N,0,0,0
Train,0,12,== Selective discography == | === Buddy Miles Express ===,3731062,N,0,0,0
Let Your Love Light Shine,0,13,== Selective discography == | === Buddy Miles Express ===,3731062,N,0,0,0
Don't Mess With Cupid,0,14,== Selective discography == | === Buddy Miles Express ===,3731062,C,1,0,0
