sentences,sentenceIndex,paragraphIndex,section,wikiId,meetup,people,place,timeExpression
"Delores LaVern Baker (November 11, 1929 – March 10, 1997) was an American R&B singer who had several hit records on the pop chart in the 1950s and early 1960s.",0,0,,165697,Y,2,1,3
"Her most successful records were ""Tweedle Dee"" (1955), ""Jim Dandy"" (1956), and ""I Cried a Tear"" (1958).",1,0,,165697,C,0,0,3
==,0,1,== Early life ==,165697,N,0,0,0
Early life ==,1,1,== Early life ==,165697,N,0,0,0
Baker was born Delores Evans in Chicago.,0,2,== Early life ==,165697,C,1,1,0
"Under her mother's new surname, ""McMurley,"" Delores – on December 23, 1948, at age nineteen, in Cook County, Illinois – married Eugene Williams.",1,2,== Early life ==,165697,C,0,1,1
==,0,3,== Career ==,165697,N,0,0,0
Career ==,1,3,== Career ==,165697,N,0,0,0
"Baker began singing in Chicago clubs such as the Club DeLisa around 1946, often billed as Little Miss Sharecropper, and first recorded under that name in 1949.",0,4,== Career ==,165697,Y,1,2,2
She changed her name briefly to Bea Baker when recording for Okeh Records in 1951 and then was billed as LaVern Baker when she sang with Todd Rhodes and his band in 1952.,1,4,== Career ==,165697,C,5,0,2
"In 1953 she signed with Atlantic Records as a solo artist, her first release being ""Soul on Fire"".",2,4,== Career ==,165697,C,0,0,1
"Her first hit came in early 1955, with the Latin-tempo ""Tweedle Dee"", which reached number 4 on the R&B chart and number 14 on the national US pop chart.",3,4,== Career ==,165697,C,1,0,1
"Georgia Gibbs recorded a note-for-note cover of the song, which reached number 1; subsequently Baker made an unsuccessful attempt to sue her and petitioned Congress to consider such covers copyright violations.",4,4,== Career ==,165697,C,3,0,0
"Baker had a succession of hits on the R&B charts over the next couple of years with her backing group, the Gliders, including ""Bop-Ting-a-Ling"" (number 3 R&B), ""Play It Fair"" (number 2 R&B), and ""Still"" (number 4 R&B).",5,4,== Career ==,165697,C,1,0,1
"At the end of 1956 she had another hit with ""Jim Dandy"" (number 1 R&B, number 17 pop), which sold over one million copies and was certified as a gold disc.",6,4,== Career ==,165697,C,0,0,1
"Further hits followed for Atlantic, including the follow-up ""Jim Dandy Got Married"" (number 7 R&B), ""I Cried a Tear"" (number 2 R&B, number 6 pop in 1958, with sax by King Curtis), ""I Waited Too Long"" (number 5 R&B, number 3 pop, written by Neil Sedaka), ""Saved"" (number 17 R&B, written by Jerry Leiber and Mike Stoller), and ""See See Rider"" (number 9 R&B in 1963).",7,4,== Career ==,165697,C,4,0,2
"In addition to singing, she did some work with Ed Sullivan and Alan Freed on TV and in films, including Rock, Rock, Rock and Mr. Rock & Roll.",8,4,== Career ==,165697,C,2,0,0
