sentences,sentenceIndex,paragraphIndex,section,wikiId,meetup,people,place,timeExpression
"Suzanne Ciani (; born June 4, 1946) is an American musician, sound designer, composer, and record label executive who found early success in the 1970s with her electronic music and sound effects for films and television commercials.",0,0,,3683614,Y,2,1,2
Her career has included works with quadraphonic sound.,1,0,,3683614,N,0,0,0
She has been nominated for a Grammy Award for Best New Age Album five times.,2,0,,3683614,N,0,0,0
"Her success with electronic music has her dubbed ""Diva of the Diode"" and ""America's first female synth hero"".",3,0,,3683614,N,0,0,0
==,0,1,== Early life ==,3683614,N,0,0,0
Early life ==,1,1,== Early life ==,3683614,N,0,0,0
Ciani was born in an army hospital in Indiana.,0,2,== Early life ==,3683614,C,0,1,0
"She was raised in Quincy, Massachusetts, a southern suburb of Boston.",1,2,== Early life ==,3683614,C,0,3,0
She has four sisters and Italian roots.,2,2,== Early life ==,3683614,C,0,1,0
Her father was a physician and she started to play the piano at six.,3,2,== Early life ==,3683614,N,0,0,0
"From 1964 to 1968, Ciani studied traditional liberal arts at Wellesley College in nearby Wellesley where she received classical music training.",4,2,== Early life ==,3683614,C,0,0,1
"She also took evening classes, one of which was at the Massachusetts Institute of Technology which is where she first learned about music technology.",5,2,== Early life ==,3683614,C,0,1,1
"One artist she cites as a big influence is German photographer Ilse Bing, who provided lyrics and drawings to her track ""Lumière"", along with classical music composers and pianist Glenn Gould.",6,2,== Early life ==,3683614,C,2,0,0
"Ciani studied for a master's degree in composition at University of California, Berkeley, from 1968 to 1970.",0,3,== Early life ==,3683614,C,0,1,1
"In her first year, she met synthesizer inventor and pioneer Don Buchla through her boyfriend at the time, and became highly influenced by his analog modular synthesizer, the Buchla, then a competitor of the Moog synthesizer by Bob Moog.",1,3,== Early life ==,3683614,C,3,0,1
"Ciani became a devotee, working for Buchla.",2,3,== Early life ==,3683614,N,0,0,0
"""I call Don the Leonardo DaVinci of instrument design.""",3,3,== Early life ==,3683614,C,2,0,0
"She spent time with a Buchla synthesizer in a rented studio at the tape music center at Mills College in Oakland, paying $5 for each visit.",4,3,== Early life ==,3683614,N,0,0,0
"She took a summer course in computer music at Stanford University where she was taught by  Max Mathews the father of computer music, John Chowning and Leland Smith at the Artificial Intelligence Lab.",5,3,== Early life ==,3683614,C,0,0,1
"After graduating from Berkeley, Ciani took up work at Buchla and Associates to earn enough money for a Buchla synthesizer of her own, the Buchla 200.",6,3,== Early life ==,3683614,N,0,0,0
"There she ""Sat and soldered joints and drilled holes for three dollars an hour.",7,3,== Early life ==,3683614,C,0,0,2
"When the synthesizers were finished, tested and shipped off, I felt as though I were losing children"".",8,3,== Early life ==,3683614,N,0,0,0
"Her first paid job in composing was in 1969, producing for 10 Macy's Christmas advertisements.",9,3,== Early life ==,3683614,C,0,0,2
"Around this time she worked on sound installations at galleries, exhibitions, and dance performances, composed at San Francisco Tape Music Center, which was housed at Mills College,  composed for films, and recorded experimental pieces in her garage studio.",10,3,== Early life ==,3683614,N,0,0,0
"Ciani also started a furniture company, but ceased after six months after two ""unsaleable"" designs, theft, fire, and vandalism.",11,3,== Early life ==,3683614,C,0,0,1
She realised that she was not doing what she liked and decided to make her living at music.,12,3,== Early life ==,3683614,N,0,0,0
"In 1970, she released her debut record, Voices of Packaged Souls (1970), a collaboration with sculptor Harold Paris, put together using music concrète techniques at the KPFA radio station in Berkeley during the night shift.",13,3,== Early life ==,3683614,C,1,0,3
The album had an initial release of 50 copies.,14,3,== Early life ==,3683614,N,0,0,0
==,0,4,== Career ==,3683614,N,0,0,0
Career ==,1,4,== Career ==,3683614,N,0,0,0
