sentences,sentenceIndex,paragraphIndex,section,wikiId,meetup,people,place,timeExpression
"Joseph T. ""Cap"" Shaw (1874–1952) was the editor of Black Mask magazine from 1926 to 1936.",0,0,,208803,C,2,0,2
"Prior to becoming Black Mask editor, Shaw had worked as a newspaper reporter and as a soldier in World War I, attaining the",0,1,,208803,C,1,0,0
"rank of captain (Shaw's friends gave him the nickname ""Cap"").",0,2,,208803,C,1,0,0
"Shaw was also a professional fencer,",0,3,,208803,C,1,0,0
and even won an Olympic medal for his fencing ability.,0,4,,208803,N,0,0,0
"Under his editorship, Black Mask published many works of crime fiction now recognised as classics of the genre, by authors such as Dashiell Hammett, Raymond Chandler,",1,4,,208803,C,2,0,1
and,0,5,,208803,N,0,0,0
Erle Stanley Gardner.,1,5,,208803,C,1,0,0
"Chandler greatly admired Shaw's ability to encourage Black Mask writers, claiming in a letter,",2,5,,208803,C,2,0,0
"""We wrote better for him than we could have written for anybody else"".",0,6,,208803,N,0,0,0
"Despite Black Mask's critical and commercial popularity, Shaw was eventually fired from the magazine, succeeded by Fanny Ellsworth.",1,6,,208803,C,2,1,0
Shaw then,2,6,,208803,C,1,0,0
"worked as a literary agent, though without notable success.",0,7,,208803,N,0,0,0
==,0,8,== Further reading ==,208803,N,0,0,0
Further reading ==,1,8,== Further reading ==,208803,N,0,0,0
"Bodin, Ed.",0,9,== Further reading ==,208803,N,0,0,0
"""An Interview With Joseph T. Shaw,"" The Author and Composer, August 1932.",1,9,== Further reading ==,208803,C,2,0,1
"Lenniger, August.",0,10,== Further reading ==,208803,C,0,0,1
"""Black Mask"" (interview), Writer's Digest, October 1929.",1,10,== Further reading ==,208803,C,0,0,1
"Safire, William.",0,11,== Further reading ==,208803,C,1,0,0
"""The Way We Live Now: 4-30-00:",1,11,== Further reading ==,208803,C,0,0,1
"On Language; Dirigiste"", New York Times, April 30, 2000.",2,11,== Further reading ==,208803,C,0,2,1
"Shaw, Joseph.",0,12,== Further reading ==,208803,C,2,0,0
"""Do You Want to Become a Writer,"" Writer's Digest, May 1934.",1,12,== Further reading ==,208803,C,0,0,1
"Shaw, Joseph.",0,13,== Further reading ==,208803,C,2,0,0
"""Dialogue,"" Writer's Digest, June 1939.",1,13,== Further reading ==,208803,C,0,0,1
"Shaw, Milton.",0,14,== Further reading ==,208803,C,2,0,0
Joseph T. Shaw: The Man Behind Black Mask.,1,14,== Further reading ==,208803,C,3,0,0
"Black Mask, 2019.",2,14,== Further reading ==,208803,C,0,0,1
"Biography, by his son.",3,14,== Further reading ==,208803,N,0,0,0
==,0,15,== References ==,208803,N,0,0,0
References ==,1,15,== References ==,208803,N,0,0,0
