sentences,sentenceIndex,paragraphIndex,section,wikiId,meetup,people,place,timeExpression
"Sheila (born Annie Chancel, 16 August 1945) is a French pop singer who became successful as a solo artist in the 1960s and 1970s, and was also part of the duo Sheila & Ringo with her husband singer Ringo.",0,0,,604066,Y,2,1,2
She also fronted a disco act called Sheila and B. Devotion.,1,0,,604066,N,0,0,0
"Her stage name came from the title of her first release, a French cover version of ""Sheila"", a hit by Tommy Roe.",2,0,,604066,C,2,1,0
==,0,1,== Career ==,604066,N,0,0,0
Career ==,1,1,== Career ==,604066,N,0,0,0
"Sheila started her musical career in 1962, after being noticed by Claude Carrère, a French record producer and songwriter.",0,2,== Career ==,604066,C,0,0,1
"Her parents signed a contract with Carrère for her, when she was 16; the contract led to an artistic collaboration which lasted for more than 20 years.",1,2,== Career ==,604066,C,0,0,1
"In 1995, a lawsuit put an end to this life-time deal.",2,2,== Career ==,604066,C,0,0,1
"She entered into a long royalties battle against her former producer, which she won.",3,2,== Career ==,604066,N,0,0,0
"Sheila had numerous hits in the 1960s, 1970s, 1980s and 1990s, playing the typical 'girl next door'.",0,3,== Career ==,604066,C,0,0,1
"Her first hit was ""L'école est finie"" (""School is over""), in 1962 (1 million copies).",1,3,== Career ==,604066,C,0,0,1
It reached the #1 position in France.,2,3,== Career ==,604066,C,0,1,0
"In the movie, Eight Women, Ludivine Sagnier sang her 1963 hit ""Papa t'es plus dans l'coup"" (""Daddy, you are not in on it anymore"").",3,3,== Career ==,604066,C,1,0,1
Sheila's music also featured in the 1996 François Ozon film Une robe d'été (A Summer Dress).,4,3,== Career ==,604066,C,0,0,2
"The character Sébastien is a fan of Sheila, and Sheila's version of Cher's ""Bang Bang (My Baby Shot Me Down)"" was on the soundtrack.",5,3,== Career ==,604066,C,1,0,0
"""Les rois mages"" also featured in ""Ma vie en rose"", a 1997 gender-bender film, ""Love me baby"", in 1978, ""Attention les enfants regardent"", with Alain Delon, ""Spacer"" in ""Podium"" (2004).",6,3,== Career ==,604066,C,1,0,3
"After more than a decade of targeting the French teen music audience, mainly in French but also in Spanish, German and Italian, Sheila made a change in her career by releasing ""Les Femmes (Qu'y a-t-il dans le cœur des femmes)"", a song by Christine Charbonneau in 1976.",0,4,== Career ==,604066,C,2,0,2
"""Les Femmes"" climbed to number one and stayed in the chart for three months.",1,4,== Career ==,604066,C,0,0,1
"""Les Femmes"" brought to Sheila a revolution of modernity, making her one of the idols of the French pop music.",2,4,== Career ==,604066,N,0,0,0
"In 1977, she started singing in English as Sheila and B. Devotion (in some countries records were under the name ""Sheila B. Devotion"") and changed her style to disco music.",3,4,== Career ==,604066,C,0,0,1
"Sheila was accompanied by three male dancers who made up the ""Black Devotion"" in her routine.",4,4,== Career ==,604066,N,0,0,0
"She enjoyed international success with hits such as ""Singin' in the Rain"", ""Love Me Baby"", ""You Light my Fire"" and ""Spacer"" (from the album King of the World, produced by Chic).",5,4,== Career ==,604066,C,2,0,0
"""Spacer"" is one of her biggest hits with more than 5 million copies sold worldwide.",6,4,== Career ==,604066,N,0,0,0
"According to different interviews, she often said her experience with Chic completely changed her way of working and singing.",0,5,== Career ==,604066,N,0,0,0
"It was the beginning of a deep artistic disagreement with her French manager Carrère, which made Sheila leave France, move to New York ""to start all over again"" and studied at the Actors Studio.",1,5,== Career ==,604066,C,0,1,0
"After her disco period, in 1981, Sheila (without the ""B. Devotion"" gimmick) recorded the rock album Little Darlin', produced by Keith Olsen, and was back in the U.S. Billboard chart.",0,6,== Career ==,604066,C,2,0,1
"The title song became her only U.S. Billboard Hot 100 hit, reaching #49 in early 1982.",1,6,== Career ==,604066,C,0,0,1
"She put an end to her artistic collaboration with her manager Carrère at the beginning of the 1980s, then took a brand new musical direction in 1983 when she met Yves Martin, a composer and producer who later became her husband.",0,7,== Career ==,604066,C,0,0,2
"She recorded three albums under his direction between 1983 and 1988, and her new songs were critically acclaimed.",1,7,== Career ==,604066,C,0,0,1
"Becoming disillusioned with the music business and record industry, she abandoned her music career between 1989 and 1998.",2,7,== Career ==,604066,C,0,0,1
"During this break, she wrote three successful books, had her own regular TV show, played in a TV series and started making sculptures.",3,7,== Career ==,604066,N,0,0,0
"However Sheila had a successful comeback in music in 1998 with a new CD compiling re-recordings of some of her hits, along with new songs.",0,8,== Career ==,604066,C,0,0,1
It went gold within one month.,1,8,== Career ==,604066,C,0,0,1
"Thanks to this unexpected success, another studio album called Dense was released a year later with brand new songs.",2,8,== Career ==,604066,C,0,0,1
"Sheila is still widely popular today, performing concerts in 1998 and 2002 at the Olympia, in 2006 at the Cabaret Sauvage with an unplugged concert or on tour with ""La Tournée des Idoles"" in 2009 and 2010.",0,9,== Career ==,604066,Y,1,1,4
In 2005 she signed a deal with Warner Music France after many years of negotiation.,1,9,== Career ==,604066,C,0,1,2
"All of her recordings, including her self-produced albums, can now be released on CD under the same label.",2,9,== Career ==,604066,C,0,0,1
"Following this agreement, her complete recordings were issued in an 18 CD box set in 2006.",3,9,== Career ==,604066,C,0,0,1
"It included more than 400 songs, unknown recordings, demos, alternative takes, duets, TV performances and German, Italian, Spanish and English versions of her hits.",4,9,== Career ==,604066,N,0,0,0
"In 2007, Warner Music France decided to release separately each of her albums on CD with its original artwork and bonus tracks.",0,10,== Career ==,604066,C,0,1,1
Most of them are also re-issued on vinyl LP format.,1,10,== Career ==,604066,N,0,0,0
Her album Little Darlin' was remastered and released in Japan in January 2011 on SHM-CD.,0,11,== Career ==,604066,C,0,1,1
This reissue is the replica of the original LP with its Japanese cover.,1,11,== Career ==,604066,N,0,0,0
The pictures and artwork are completely different from other international pressings.,2,11,== Career ==,604066,N,0,0,0
"It also contains the title ""Prisoner"" as on the first Japanese release in 1981 (it remained unknown on other markets until 1996).",3,11,== Career ==,604066,C,0,0,2
She was one of the contestants during the Second season of Danse avec les stars (Dancing with the Stars).,0,12,== Career ==,604066,N,0,0,0
Sheila celebrated her 50 years in the music industry with a show at the Paris Olympia music hall in September 2012.,0,13,== Career ==,604066,C,0,2,2
"A brand new album ""Solide"" with 10 new songs was released in November 2012.",1,13,== Career ==,604066,C,0,0,1
