sentences,sentenceIndex,paragraphIndex,section,wikiId,meetup,people,place,timeExpression
"George Lowen Coxhill (19 September 1932 – 10 July 2012) known professionally as Lol Coxhill, was an English free improvising saxophonist.",0,0,,144624,C,3,0,1
He played soprano and sopranino saxophone.,1,0,,144624,N,0,0,0
==,0,1,== Biography ==,144624,N,0,0,0
Biography ==,1,1,== Biography ==,144624,N,0,0,0
"Coxhill was born to George Compton Coxhill and Mabel Margaret Coxhill (née Motton) at Portsmouth, Hampshire, UK.",0,2,== Biography ==,144624,C,3,3,0
"He grew up in Aylesbury, Buckinghamshire, and bought his first saxophone in 1947.",1,2,== Biography ==,144624,C,0,2,1
"After national service he became a busy semi-professional musician, touring US airbases with Denzil Bailey's Afro-Cubists and the Graham Fleming Combo.",2,2,== Biography ==,144624,C,1,1,0
"In the 1960s he played with visiting American blues, soul and jazz musicians including Rufus Thomas, Mose Allison, Otis Spann, and Champion Jack Dupree.",3,2,== Biography ==,144624,Y,6,1,1
"He also developed his practice of playing unaccompanied solo saxophone, often busking in informal performance situations.",4,2,== Biography ==,144624,N,0,0,0
"Other than his solo playing, he performed mostly as a sideman or as an equal collaborator, rather than a conventional leader – there was no regular Lol Coxhill Trio or Quartet as would normally be expected of a saxophonist.",5,2,== Biography ==,144624,C,2,0,0
Instead he had many intermittent but long-lasting collaborations with like-minded musicians.,6,2,== Biography ==,144624,N,0,0,0
"In the late 1960s and early 1970s, he was a member of Canterbury scene bands Carol Grimes and Delivery and then Kevin Ayers and the Whole World.",0,3,== Biography ==,144624,C,2,0,2
He became known for his solo playing and for work in duets with pianist Steve Miller and guitarist G. F. Fitzgerald.,1,3,== Biography ==,144624,N,0,0,0
"He was thought to have largely inspired Joni Mitchell's song ""For Free"", while busking solo on the old footbridge which formed part of the Hungerford Bridge between Waterloo and Charing Cross.",0,4,== Biography ==,144624,C,2,3,0
"Coxhill collaborated with other musicians including Mike Oldfield, Morgan Fisher (of Mott the Hoople), Chris McGregor's Brotherhood of Breath and its musical descendant The Dedication Orchestra, Django Bates, the Damned, Hugh Metcalfe, Derek Bailey, Fred Frith and performance art group Welfare State.",1,4,== Biography ==,144624,C,13,0,0
"He often worked in small collaborative groups with semi-humorous names such as the Johnny Rondo Duo or Trio (with pianist Dave Holland – not the bassist of the same name), the Melody Four (characteristically a trio, with Tony Coe and Steve Beresford), and The Recedents (with guitarist Mike Cooper and percussionist Roger Turner), known as such because the members were (in Coxhill's words) ""all bald"", though the name may additionally be a play on the American band the Residents.",0,5,== Biography ==,144624,C,9,1,0
Typically these bands performed a mix of free improvisation interspersed with ballroom dance tunes and popular songs.,1,5,== Biography ==,144624,N,0,0,0
