sentences,sentenceIndex,paragraphIndex,section,wikiId,meetup,people,place,timeExpression
"Dan Penn (born Wallace Daniel Pennington, November 16, 1941) is an American songwriter, singer, musician, and record producer, who co-wrote many soul hits of the 1960s, including ""The Dark End of the Street"" and ""Do Right Woman, Do Right Man"" with Chips Moman and ""Cry Like a Baby"" with Spooner Oldham.",0,0,,3450382,C,8,0,2
"Penn also produced many hits, including ""The Letter"", by The Box Tops.",1,0,,3450382,N,0,0,0
He has been described as a white soul and blue-eyed soul singer.,2,0,,3450382,N,0,0,0
"Penn has released relatively few records featuring his own vocals and musicianship, preferring the relative anonymity of songwriting and producing.",3,0,,3450382,N,0,0,0
==,0,1,== Early life and career ==,3450382,N,0,0,0
Early life and career,1,1,== Early life and career ==,3450382,N,0,0,0
==,2,1,== Early life and career ==,3450382,N,0,0,0
"Penn grew up in Vernon, Alabama, United States, and spent much of his teens and early twenties in the Quad Cities–Muscle Shoals area.",0,2,== Early life and career ==,3450382,C,0,3,1
"He was a regular at Rick Hall's FAME Studios as a performer, songwriter, and producer.",1,2,== Early life and career ==,3450382,C,1,1,0
"It was during his time with FAME that Penn cut his first record, ""Crazy Over You"" in 1960, and wrote his first hit, ""Is a Bluebird Blue?"", which was recorded by Conway Twitty in the same year.",2,2,== Early life and career ==,3450382,C,2,0,2
"The success of the number 6 pop hit ""I'm Your Puppet"" by James & Bobby Purify in 1966 convinced him that songwriting was a lucrative and worthwhile career.",3,2,== Early life and career ==,3450382,C,0,0,1
==,0,3,== Career moves ==,3450382,N,0,0,0
Career moves ==,1,3,== Career moves ==,3450382,N,0,0,0
"In early 1966, Penn moved to Memphis, began writing for Press Publishing Company, and worked with Chips Moman at his American Studios.",0,4,== Career moves ==,3450382,Y,2,1,1
Their intense and short-lived partnership produced some of the best known and most enduring songs of the genre.,1,4,== Career moves ==,3450382,N,0,0,0
"Their first collaboration, the enduring classic ""The Dark End of the Street"" (1967), was first a hit for James Carr and has since been recorded by many others.",2,4,== Career moves ==,3450382,C,2,0,1
"A few months later, during a recording sessions in which Jerry Wexler introduced Aretha Franklin to FAME Studios and her first major success, the pair wrote ""Do Right Woman, Do Right Man"" in the studio for her, which went to number 37 in Billboard in 1967.",3,4,== Career moves ==,3450382,Y,2,1,2
