sentences,sentenceIndex,paragraphIndex,section,wikiId,meetup,people,place,timeExpression
"Peter William Ham (27 April 1947 – 24 April 1975) was a Welsh singer, songwriter and guitarist best known as a lead vocalist of and composer for the 1970s rock band Badfinger, whose hit songs include ""No Matter What"", ""Day After Day"" and ""Baby Blue"".",0,0,,450629,C,1,0,4
"He also co-wrote the ballad ""Without You"", a worldwide number-one hit for Harry Nilsson that has become a standard covered by hundreds of artists.",1,0,,450629,C,2,0,0
Ham was granted two Ivor Novello Awards related to the song in 1973.,2,0,,450629,C,1,0,1
"Ham committed suicide in 1975 at the age of 27, when he became depressed while embroiled in band-related issues, such as label and management problems, as well as a lack of funds.",0,1,,450629,C,0,0,1
The emotional scar his death left on Badfinger eventually led to the suicide of former bandmate Tom Evans in 1983.,1,1,,450629,C,2,0,1
==,0,2,== Early life ==,450629,N,0,0,0
Early life ==,1,2,== Early life ==,450629,N,0,0,0
"Ham was born in Swansea, Wales.",0,3,== Early life ==,450629,C,1,1,0
He formed a local rock group called The Panthers circa 1961.,1,3,== Early life ==,450629,C,0,0,1
This group would undergo several name and line-up changes before it became The Iveys in 1965.,2,3,== Early life ==,450629,C,0,0,1
"The band was relocated to London by The Mojos manager, Bill Collins, in 1966, and they continued to perform for three years throughout the United Kingdom.",3,3,== Early life ==,450629,C,0,2,2
"Ham eventually became the prominent songwriter for the band, after a Revox tape recorder was made available by Collins to encourage him.",4,3,== Early life ==,450629,N,0,0,0
"Ray Davies of The Kinks took an initial interest in the group, although tracks produced by Davies did not surface commercially until decades later.",5,3,== Early life ==,450629,C,2,0,1
"In 1968, The Iveys came to the attention of Mal Evans (The Beatles' personal assistant) and were eventually signed to the Beatles' Apple Records label after approval from all four Beatles, who were reportedly impressed by the band's songwriting abilities.",6,3,== Early life ==,450629,C,1,0,1
==,0,4,== Badfinger ==,450629,N,0,0,0
Badfinger ==,1,4,== Badfinger ==,450629,N,0,0,0
"The Iveys changed their name to Badfinger with the single release of ""Come and Get It"", a composition written by Paul McCartney that became a worldwide top-ten hit.",0,5,== Badfinger ==,450629,C,1,0,0
"Ham had initially protested against using a non-original to promote the band, as he had gained confidence in the group's compositions, but he was quickly convinced of the springboard effect of having a likely hit single.",1,5,== Badfinger ==,450629,N,0,0,0
"His own creative perseverance paid off eventually, as his ""No Matter What"" became another top-ten worldwide hit in late 1970.",2,5,== Badfinger ==,450629,C,0,0,1
"He followed up with two more worldwide hits in ""Day After Day"" and ""Baby Blue"".",3,5,== Badfinger ==,450629,C,0,0,2
"Ham's greatest songwriting success came with his co-written composition ""Without You"" – a worldwide number-one when it was later covered by Harry Nilsson and released in 1971.",4,5,== Badfinger ==,450629,C,2,0,1
The song has since become a standard and has been covered by hundreds of singers.,5,5,== Badfinger ==,450629,N,0,0,0
An Ivor Novello award for Song of the Year was issued in 1973 along with Grammy nominations.,6,5,== Badfinger ==,450629,C,1,0,2
"George Harrison used Ham's talents for a number of album sessions, including on the All Things Must Pass album and for other Apple Records artist's recordings.",7,5,== Badfinger ==,450629,C,2,0,0
