sentences,sentenceIndex,paragraphIndex,section,wikiId,meetup,people,place,timeExpression
"Arthur ""Harpo"" Marx (born Adolph Marx; November 23, 1888 – September 28, 1964) was an American comedian, actor, mime artist, and musician, and the second-oldest of the Marx Brothers.",0,0,,150095,Y,5,1,1
"In contrast to the mainly verbal comedy of his brothers Groucho Marx and Chico Marx, Harpo's comic style was visual, being an example of both clown and pantomime traditions.",1,0,,150095,C,4,0,0
"He wore a curly reddish blond wig and was silent in all his movie appearances, instead blowing a horn or whistling to communicate.",2,0,,150095,N,0,0,0
"Marx frequently employed props such as a horn cane constructed from a lead pipe, tape, and a bulbhorn.",3,0,,150095,C,1,0,0
==,0,1,== Early life ==,150095,N,0,0,0
Early life ==,1,1,== Early life ==,150095,N,0,0,0
"Harpo was born on November 23, 1888, in Manhattan, New York City.",0,2,== Early life ==,150095,Y,1,2,1
"He grew up in a neighborhood now known as Carnegie Hill (known at the time as Yorkville) on the Upper East Side of Manhattan, on East 93rd Street off Lexington Avenue.",1,2,== Early life ==,150095,C,0,4,1
"The turn-of-the-century tenement that Harpo later called ""the first real home I can remember"" was situated in a neighborhood populated with European immigrants, mostly artisans.",2,2,== Early life ==,150095,C,1,0,0
"The neighborhood hosted many historical homes and other buildings, such as the William Goadby Loew House (now the Spence School), the Congregation Shaare Zedek, and the Virginia Graham Fair Vanderbilt house.",3,2,== Early life ==,150095,Y,1,2,1
"Harpo's parents were Sam Marx (known by his nickname ""Frenchie""/""Frenchy"") and his wife, Minnie Schoenberg Marx, sister of comedian and Vaudeville performer Al Shean.",4,2,== Early life ==,150095,C,5,0,0
Marx's family was Jewish.,5,2,== Early life ==,150095,C,1,0,0
"His mother was from East Frisia, Germany, and his father, a tailor, was born in Alsace-Lorraine, then part of the Second French Empire.",6,2,== Early life ==,150095,C,0,5,0
Harpo received little formal education and dropped out of New York Public School 86 at age eight (mainly due to bullying) during his second attempt to pass the second grade.,7,2,== Early life ==,150095,C,1,1,0
"He began to work, gaining employment in numerous odd jobs alongside his brother Chico to contribute to the family income, including selling newspapers, working in a butcher shop, and as an office errand boy.",8,2,== Early life ==,150095,C,1,0,0
==,0,3,== Career ==,150095,N,0,0,0
Career ==,1,3,== Career ==,150095,N,0,0,0
===,0,4,== Career == | === On stage ===,150095,N,0,0,0
On stage =,1,4,== Career == | === On stage ===,150095,N,0,0,0
=,2,4,== Career == | === On stage ===,150095,N,0,0,0
=,3,4,== Career == | === On stage ===,150095,N,0,0,0
"In January 1910, Harpo joined two of his brothers, Julius (later ""Groucho"") and Milton (later ""Gummo""), to form ""The Three Nightingales"", which would later be renamed ""The Marx Brothers"".",0,5,== Career == | === On stage ===,150095,C,5,0,2
"Multiple unverified stories attempt to explain Harpo's evolution as the ""silent"" character in the brothers' act.",1,5,== Career == | === On stage ===,150095,C,1,0,0
"In his memoir, Groucho wrote that Harpo simply wasn't very good at memorizing dialogue, and thus was ideal to portray the archetypal Vaudeville role of the ""dunce who couldn't speak.",2,5,== Career == | === On stage ===,150095,C,2,0,0
"""Differing stories exist regarding the origin of the Harpo stagename.",3,5,== Career == | === On stage ===,150095,C,1,0,0
"The first suggests the pseudonym originated during a card game at the Orpheum Theatre in Galesburg, Illinois.",4,5,== Career == | === On stage ===,150095,C,1,2,0
"In this version of the story, Marx was referred to by Art Fisher, the dealer that night, as ""Harpo"" because he played harp.",5,5,== Career == | === On stage ===,150095,C,3,0,1
"However, this version of events is disputed, at least partially because the Orpheum Theatre was not constructed until late 1916, wheareas Harpo later remembered acquiring the name in 1914.",6,5,== Career == | === On stage ===,150095,Y,1,1,2
"There is no dispute that Fisher coined the name, but some sources give an earlier date for its origin and suggest the game may have instead taken place at the Galesburg Auditorium Theatre or the same town's Gaiety Theatre.",7,5,== Career == | === On stage ===,150095,C,1,2,0
Harpo learned how to hold the harp by emulating a harp-playing angel in a picture he saw in a five-and-dime.,8,5,== Career == | === On stage ===,150095,C,1,0,0
"No one in town knew how to play the harp, so Harpo tuned it the best he could, starting with one basic note and tuning it from there.",9,5,== Career == | === On stage ===,150095,C,1,0,0
He began learning to play the instrument without lessons.,10,5,== Career == | === On stage ===,150095,N,0,0,0
"Three years later, he found out he had tuned it incorrectly, but that his method placed much less tension on the strings.",11,5,== Career == | === On stage ===,150095,C,0,0,1
"Despite Harpo's musical talent, he never learned to read or write music.",12,5,== Career == | === On stage ===,150095,C,1,0,0
"Although he paid top musicians handsome fees to teach him ""proper"" harp-playing techique, he maintained his unique style his entire life (his ""teachers,"" fascinated by his technique, spent their sessions watching and listening as Marx performed).",13,5,== Career == | === On stage ===,150095,C,1,0,0
"The major exception was Mildred Dilling, the professional harpist who finally taught Harpo proper harp technique and collaborated with him regularly when he had difficulty composing.",14,5,== Career == | === On stage ===,150095,C,3,0,0
"Upon his death, one of Harpo's harps was donated to the State of Israel, and eventually found a home in an Israeli orchestra.",15,5,== Career == | === On stage ===,150095,C,1,2,0
Chico found Harpo some of his first jobs.,16,5,== Career == | === On stage ===,150095,C,2,0,0
"He and Chico were co-workers, playing piano to accompany silent films.",17,5,== Career == | === On stage ===,150095,C,1,0,0
"Unlike Chico, Harpo could play only two songs on the piano, ""Waltz Me Around Again, Willie"" and ""Love Me and the World Is Mine"", but he adapted this small repertoire in different tempos to suit the action on the screen.",18,5,== Career == | === On stage ===,150095,C,2,0,0
