sentences,sentenceIndex,paragraphIndex,section,wikiId,meetup,people,place,timeExpression
"Boris Vladimirovich Asafyev (Russian: Бори́с Влади́мирович Аса́фьев; 29 July [O.S. 17 July] 1884 – 27 January 1949) was a Russian and Soviet composer, writer, musicologist, musical critic and one of founders of Soviet musicology.",0,0,,1113259,C,0,2,3
He is the dedicatee of Prokofiev's First Symphony.,1,0,,1113259,N,0,0,0
He was born in Saint Petersburg.,2,0,,1113259,C,0,1,0
Asafyev had a strong influence on Soviet music.,3,0,,1113259,N,0,0,0
"His compositions include ballets, operas, symphonies, concertos and chamber music.",4,0,,1113259,N,0,0,0
"His ballets include Flames of Paris, based on the French Revolution, and The Fountain of Bakhchisarai, which was first performed in 1934, and was performed at the Mariinsky Theatre in St. Petersburg in 2006.",5,0,,1113259,C,0,4,2
"His writings, under the name Igor Glebov, include The Book about Stravinsky and Glinka (for which he was awarded the Stalin Prize in 1948).",0,1,,1113259,C,1,0,1
==,0,2,== Selected works ==,1113259,N,0,0,0
Selected works ==,1,2,== Selected works ==,1113259,N,0,0,0
OperaThe Cashier's Wife,0,3,== Selected works ==,1113259,N,0,0,0
Minin and Pozharsky,0,4,== Selected works ==,1113259,C,1,0,0
The Girl without a DowryBalletsThe Fairy Gift (1910),0,5,== Selected works ==,1113259,C,0,0,1
White Lily (1911),0,6,== Selected works ==,1113259,C,0,0,1
Flames of Paris (1931),0,7,== Selected works ==,1113259,C,0,1,1
The Fountain of Bakhchisarai (1936),0,8,== Selected works ==,1113259,C,0,1,1
The Prisoner of the Caucasus (1938),0,9,== Selected works ==,1113259,C,0,1,1
The Rustic Lady,0,10,== Selected works ==,1113259,N,0,0,0
The Stone Guest (1946)Orchestra5 Symphonies,0,11,== Selected works ==,1113259,C,0,0,1
Concerto for clarinet and orchestra (1939),0,12,== Selected works ==,1113259,C,0,0,1
Concerto for guitar and chamber orchestra (1939),0,13,== Selected works ==,1113259,C,0,0,1
Concerto for piano and orchestra (1939)Chamber musicString Quartet (1940),0,14,== Selected works ==,1113259,C,0,0,2
Sonata for viola solo (1938),0,15,== Selected works ==,1113259,C,0,0,1
Sonata for cello and piano (1935),0,16,== Selected works ==,1113259,C,0,0,1
Sonata for trumpet and piano (1939),0,17,== Selected works ==,1113259,C,0,0,1
Sonatina for oboe and piano (1939),0,18,== Selected works ==,1113259,C,0,0,1
Variations for horn and piano (1940),0,19,== Selected works ==,1113259,C,0,0,1
