sentences,sentenceIndex,paragraphIndex,section,wikiId,meetup,people,place,timeExpression
Joan Manuel Serrat i Teresa (Catalan pronunciation:,0,0,,706650,C,3,0,0
"[ʒuˈam mənuˈɛl səˈrat]; born 27 December 1943) is a Spanish musician, singer-songwriter, recording artist, and performer.",1,0,,706650,C,0,0,1
"He is considered one of the most important figures of modern, popular music in both the Spanish and Catalan languages.",2,0,,706650,N,0,0,0
"Serrat's lyrical style has been influenced by other poets such as Mario Benedetti, Antonio Machado, Miguel Hernández, Rafael Alberti, Federico García Lorca, Pablo Neruda, and León Felipe.",0,1,,706650,C,6,0,0
He has also recorded songs by Violeta Parra and Víctor Jara.,1,1,,706650,C,4,0,0
"Serrat was one of the pioneers of what is known in Catalan as ""Nova Cançó"" (Nueva Canción).",2,1,,706650,N,0,0,0
"Joan Manuel Serrat is also known by the names ""El noi del Poble-sec"" and ""El Nano"".",3,1,,706650,C,2,0,0
==,0,2,== Biography ==,706650,N,0,0,0
Biography ==,1,2,== Biography ==,706650,N,0,0,0
===,0,3,== Biography == | === Childhood ===,706650,N,0,0,0
Childhood =,1,3,== Biography == | === Childhood ===,706650,N,0,0,0
==,2,3,== Biography == | === Childhood ===,706650,N,0,0,0
"Joan Manuel Serrat i Teresa was born 27 December 1943 in the Poble-sec neighbourhood of Barcelona, to members of a working family.",0,4,== Biography == | === Childhood ===,706650,Y,3,1,1
"His father, Josep Serrat, was a Catalan anarchist affiliated with the CNT and his mother, Ángeles Teresa, a housewife, was from Belchite, from the Zaragoza in the region of Aragon.",1,4,== Biography == | === Childhood ===,706650,C,2,3,0
"His childhood and environment in his neighbourhood greatly impacted him, as a great number of his songs described Catalonia after the Spanish Civil War (examples are ""La Carmeta"", ""La tieta""",2,4,== Biography == | === Childhood ===,706650,C,0,1,0
y,3,4,== Biography == | === Childhood ===,706650,N,0,0,0
"""El drapaire"" as stereotypical characters from his neighbourhood).",4,4,== Biography == | === Childhood ===,706650,N,0,0,0
===,0,5,== Biography == | === Early career ===,706650,N,0,0,0
Early career ===,1,5,== Biography == | === Early career ===,706650,N,0,0,0
"Serrat became involved with music at the age of 17 when he obtained his first guitar to which he dedicated one of his earliest songs, ""Una guitarra"".",0,6,== Biography == | === Early career ===,706650,C,2,0,0
"In the early 1960s, the young artist participated in a pop band, playing along with classmates at Barcelona's Agronomy School and performing mainly Beatles songs and Italian 'pop-of-the-era' songs translated to Spanish.",1,6,== Biography == | === Early career ===,706650,C,0,1,1
