sentences,sentenceIndex,paragraphIndex,section,wikiId,meetup,people,place,timeExpression
"Ivan Guimarães Lins (born  June 16, 1945) is a Latin Grammy-winning Brazilian musician.",0,0,,1410438,C,0,0,1
He has been an active performer and songwriter of Brazilian popular music (MPB) and jazz for over thirty years.,1,0,,1410438,C,0,0,1
"His first hit, ""Madalena"", was recorded by Elis Regina in 1970.",2,0,,1410438,C,2,0,1
"""Love Dance"", a hit in 1989, is one of the most recorded songs in musical history.",3,0,,1410438,C,0,0,1
"His songs have been covered by Patti Austin, David Benoit, George Benson, Michael Bublé, Eliane Elias, Ella Fitzgerald, Dave Grusin, Shirley Horn, Quincy Jones, Steve Kuhn, the Manhattan Transfer, Sérgio Mendes, Jane Monheit, Mark Murphy, Carmen McRae, Joe Pass, Lee Ritenour, Sarah Vaughan, Diane Schuur, Sting, Barbra Streisand, Take 6, Toots Thielemans, Dan Costa (musician) and Nancy Wilson.",4,0,,1410438,C,32,2,0
==,0,1,== Life ==,1410438,N,0,0,0
Life ==,1,1,== Life ==,1410438,N,0,0,0
Ivan Lins was born in Rio de Janeiro.,0,2,== Life ==,1410438,C,2,1,0
"He spent several years in Boston, Massachusetts, while his father, a naval engineer, continued graduate studies at M.I.T., studied at the Military College in Rio.",1,2,== Life ==,1410438,C,0,1,1
He later received a degree in industrial chemical engineering from the Federal University of Rio de Janeiro.,2,2,== Life ==,1410438,C,0,1,0
He considered a career in volleyball before discovering his considerable musical talent.,3,2,== Life ==,1410438,N,0,0,0
Ivan Lins currently resides in Rio de Janeiro.,4,2,== Life ==,1410438,Y,2,1,1
==,0,3,== Work ==,1410438,N,0,0,0
Work ==,1,3,== Work ==,1410438,N,0,0,0
"Ivan Lins has released albums regularly and penned several standards, such as ""Love Dance"", ""Começar de Novo"" (Starting Over) (the English lyric version is titled ""The Island"", with lyrics by Alan and Marilyn Bergman) and ""Velas Içadas"", which have made their way north into the American jazz lexicon.",0,4,== Work ==,1410438,C,2,1,0
"""You Moved Me to This"", a duet with Brenda Russell from the same album as ""Love Dance"", saw modest success on American radio.",1,4,== Work ==,1410438,C,2,1,0
He recorded in English for Reprise/Warner Bros. Records in the early 1990s.,2,4,== Work ==,1410438,C,0,0,1
"In the mid-eighties Lins recorded a jazz fusion album with Dave Grusin and Lee Ritenour titled Harlequin, which was a critical and commercial success.",0,5,== Work ==,1410438,C,4,0,0
Lins also composed the soundtrack for the Brazilian film Dois Córregos.,1,5,== Work ==,1410438,N,0,0,0
Lins' longtime composing partner is Vítor Martins.,0,6,== Work ==,1410438,N,0,0,0
Their songs typically feature lush harmony with a distinctive jazz sensibility.,1,6,== Work ==,1410438,N,0,0,0
"One signature voicing he often employs in his own performances is the delayed addition of a ♯11 to a sus13 chord, or the delayed addition of a ♭9 to a sus13 chord.",2,6,== Work ==,1410438,N,0,0,0
Lins appeared as a guest performer on the albums Dois Mundos (1998) and Recorded in Rio (2003) by the Dutch artist Josee Koning.,0,7,== Work ==,1410438,C,0,1,2
"He also appeared on the Michael Bublé album Call Me Irresponsible (2007) and with singer/songwriter Paula Cole on her 2007 CD Courage, singing a duet with her on the song ""Hard to be Soft"".",1,7,== Work ==,1410438,C,2,0,2
