sentences,sentenceIndex,paragraphIndex,section,wikiId,meetup,people,place,timeExpression
"Al Grey (June 6, 1925 – March 24, 2000) was an American jazz trombonist who was a member of the Count Basie orchestra.",0,0,,2985243,Y,4,1,1
He was known for his plunger mute technique and wrote an instructional book in 1987 called Plunger Techniques.,1,0,,2985243,C,0,0,1
==,0,1,== Career ==,2985243,N,0,0,0
Career ==,1,1,== Career ==,2985243,N,0,0,0
"Al Grey was born in Aldie, Virginia, United States, and grew up in Pottstown, Pennsylvania.",0,2,== Career ==,2985243,C,2,3,0
"He was introduced to the trombone at the age of four, playing in a band called the Goodwill Boys, which was led by his father.",1,2,== Career ==,2985243,N,0,0,0
"During World War II he served in the U.S. Navy, where he continued to play the trombone.",2,2,== Career ==,2985243,C,0,1,0
"Soon after his discharge, he joined Benny Carter's band, then the bands of Jimmie Lunceford, Lucky Millinder, and Lionel Hampton.",3,2,== Career ==,2985243,C,6,1,0
"In the 1950s, he was a member of the big bands of Dizzy Gillespie and Count Basie.",4,2,== Career ==,2985243,C,4,0,1
He led bands in the 1960s with Billy Mitchell and Jimmy Forrest.,5,2,== Career ==,2985243,C,3,0,1
Later in life he recorded with Clark Terry and J. J. Johnson.,6,2,== Career ==,2985243,C,3,0,0
He made thirty recordings under his own name and another seventy with bands.,7,2,== Career ==,2985243,N,0,0,0
Grey's early trombone style was inspired by Trummy Young.,8,2,== Career ==,2985243,C,2,0,0
"He developed a wild, strong, and full sound.",9,2,== Career ==,2985243,N,0,0,0
"Solos often consisted of short, pronounced phrases with precisely timed syncopation.",10,2,== Career ==,2985243,N,0,0,0
"However, when playing with the plunger, he would produce the most mellow fill-ins and shape melodic answers to the lead voice.",11,2,== Career ==,2985243,N,0,0,0
"This aspect of his playing can be heard to great effect in response to Bing Crosby's vocals on the 1972 album, Bing 'n' Basie.",12,2,== Career ==,2985243,C,3,0,1
"He died in Scottsdale, Arizona at the age of 74 after suffering from several ailments, including diabetes.",13,2,== Career ==,2985243,C,0,1,0
==,0,3,== Discography ==,2985243,N,0,0,0
Discography ==,1,3,== Discography ==,2985243,N,0,0,0
===,0,4,== Discography == | === As leader/co-leader ===,2985243,N,0,0,0
As leader/co-leader ===,1,4,== Discography == | === As leader/co-leader ===,2985243,N,0,0,0
"Dizzy Atmosphere (Specialty, 1957)",0,5,== Discography == | === As leader/co-leader ===,2985243,C,0,0,1
The Last of the Big Plungers (Argo 1960),0,6,== Discography == | === As leader/co-leader ===,2985243,C,0,0,1
