sentences,sentenceIndex,paragraphIndex,section,wikiId,meetup,people,place,timeExpression
"Dorothy Jeanne Thompson (August 6, 1932 – April 13, 1986), better known as Dorothy Ashby, was an American jazz harpist and composer.",0,0,,2269540,Y,3,1,1
"Hailed as one of the most ""unjustly under loved jazz greats of the 1950s"" and the ""most accomplished modern jazz harpist,"" Ashby established the harp as an improvising jazz instrument, beyond earlier use as a novelty or background orchestral instrument, proving the harp could play bebop as adeptly as the instruments commonly associated with jazz, such as the saxophone or piano.",1,0,,2269540,C,0,1,1
Ashby had to overcome many obstacles during the pursuit of her career.,2,0,,2269540,C,0,1,0
"As an African American female musician in a male dominated industry, she was at a disadvantage.",3,0,,2269540,N,0,0,0
"In a 1983 interview with W. Royal Stokes for his book Living the Jazz Life, she remarked of her career, ""It's been maybe a triple burden in that not a lot of women are becoming known as jazz players.",4,0,,2269540,C,0,0,1
There is also the connection with black women.,5,0,,2269540,N,0,0,0
"The audiences I was trying to reach were not interested in the harp, period—classical or otherwise—and they were certainly not interested in seeing a black woman playing the harp.""",6,0,,2269540,N,0,0,0
"Ashby successfully navigated these disadvantages, and subsequently aided in the expansion of who was listening to harp music and what the harp was deemed capable of producing as an instrument.",7,0,,2269540,C,0,1,0
"Ashby's albums were of the jazz genre, but often moved into R&B, world music, and other styles, especially her 1970 album The Rubaiyat of Dorothy Ashby, where she demonstrates her talents on another instrument, the Japanese koto, successfully integrating it into jazz.",8,0,,2269540,Y,2,1,1
==,0,1,== Early life and education ==,2269540,N,0,0,0
Early life and education,1,1,== Early life and education ==,2269540,N,0,0,0
==,2,1,== Early life and education ==,2269540,N,0,0,0
"Dorothy Thompson grew up in the jazz community in Detroit, where her father, guitarist Wiley Thompson, often brought home fellow jazz musicians.",0,2,== Early life and education ==,2269540,C,1,1,0
"Even as a young girl, she would provide support and background to their music by playing the piano.",1,2,== Early life and education ==,2269540,N,0,0,0
"She attended Cass Technical High School, where fellow students included such future musical talents and jazz greats as Donald Byrd, Gerald Wilson, and Kenny Burrell.",2,2,== Early life and education ==,2269540,C,6,0,0
While in high school she played a number of instruments (including the saxophone and string bass) before coming upon the harp.,3,2,== Early life and education ==,2269540,N,0,0,0
"She attended Wayne State University in Detroit, where she studied piano and music education.",0,3,== Early life and education ==,2269540,C,0,1,0
==,0,4,== Career ==,2269540,N,0,0,0
Career ==,1,4,== Career ==,2269540,N,0,0,0
"After she graduated, she began playing the piano in the jazz scene in Detroit, though by 1952 she had made the harp her main instrument.",0,5,== Career ==,2269540,C,0,1,1
"At first her fellow jazz musicians were resistant to the idea of adding the harp, which they perceived as an instrument of classical music and somewhat ethereal in sound in jazz performances.",1,5,== Career ==,2269540,N,0,0,0
So Ashby overcame their initial resistance and built support for the harp as a jazz instrument by organizing free shows and playing at dances and weddings with her trio.,2,5,== Career ==,2269540,C,0,1,0
"She recorded with Jimmy Cobb, Ed Thigpen, Richard Davis, Frank Wess and others in the late 1950s and early 1960s.",3,5,== Career ==,2269540,C,8,0,2
