sentences,sentenceIndex,paragraphIndex,section,wikiId,meetup,people,place,timeExpression
"Heinrich Jalowetz (December 3, 1882 – February 2, 1946) was an Austrian musicologist and conductor, who settled in the United States.",0,0,,3411455,Y,2,1,1
He was one of the core members of what became known as the Second Viennese School in the orbit of Arnold Schoenberg.,1,0,,3411455,C,1,0,0
==,0,1,== Biography ==,3411455,N,0,0,0
Biography ==,1,1,== Biography ==,3411455,N,0,0,0
"Heinrich Jalowetz was born on December 3, 1882 in Brno, Bohemia, to Jewish parents Emilie Jalowetz (née Deutsch) and Julius Jalowetz.",0,2,== Biography ==,3411455,Y,2,2,1
"A musicology pupil of Guido Adler, Jalowetz was among Arnold Schoenberg's first students in Vienna, 1904–1908.",1,2,== Biography ==,3411455,Y,1,1,1
"He completed his doctorate degree in 1908, with a dissertation on Beethoven's early techniques in melody.",2,2,== Biography ==,3411455,C,1,0,1
"In 1908, he married Johanna Groag.",3,2,== Biography ==,3411455,C,1,0,1
"From 1909 to 1933, he worked as a conductor in Regensburg, Danzig, Stettin, Prague, Vienna and Cologne (as successor to Otto Klemperer).",4,2,== Biography ==,3411455,Y,1,6,1
"In 1933, he left Germany and moved to Prague with his wife because of the rise of anti-Semitism in Nazi Germany.",5,2,== Biography ==,3411455,C,0,3,1
"After emigrating to the United States in 1938, he taught at Black Mountain College, North Carolina.",6,2,== Biography ==,3411455,C,0,2,1
"Though his name is less widely known than that of many of Schoenberg’s more famous students, Schoenberg regarded Jalowetz very highly indeed.",7,2,== Biography ==,3411455,C,1,0,0
"He is one of the seven ‘Dead Friends’ (the others being Berg, Webern, Alexander Zemlinsky, Franz Schreker, Karl Kraus and Adolf Loos) to whom he once envisaged dedicating his book Style and Idea, with the comment that those men ‘belong to those with whom principles of music, art, artistic morality and civic morality need not be discussed.",8,2,== Biography ==,3411455,C,5,0,0
There was a silent and sound mutual understanding on all these matters’.,9,2,== Biography ==,3411455,N,0,0,0
"Jalowetz died on February 2, 1946 in Black Mountain, North Carolina, United States.",0,3,== Biography ==,3411455,C,0,2,1
==,0,4,== References ==,3411455,N,0,0,0
References ==,1,4,== References ==,3411455,N,0,0,0
