sentences,sentenceIndex,paragraphIndex,section,wikiId,meetup,people,place,timeExpression
"Mary Ford (born Iris Colleen Summers; July 7, 1924 – September 30, 1977) was an American vocalist and guitarist, comprising half of the husband-and-wife musical team Les Paul and Mary Ford.",0,0,,540027,Y,6,1,2
"Between 1950 and 1954, the couple had 16 top-ten hits, including ""How High the Moon"" and ""Vaya con Dios"", which were number one hits on the Billboard charts.",1,0,,540027,C,0,1,1
In 1951 alone they sold six million records.,2,0,,540027,C,0,0,1
"With Paul, Ford became one of the early practitioners of multi-tracking.",3,0,,540027,N,0,0,0
==,0,1,== Early life ==,540027,N,0,0,0
Early life ==,1,1,== Early life ==,540027,N,0,0,0
"Mary Ford was born Iris Colleen Summers in El Monte, California, the second daughter of Marshall McKinley Summers (born February 13, 1896, in Ridgway, Illinois; died August 5, 1981, in Los Angeles), a Nazarene minister, who later became a painting contractor, and his wife, Dorothy May White Summers.",0,2,== Early life ==,540027,Y,4,3,6
"Mary Ford was the sister of Byron Fletcher Summers, Esther E. Williams, Carol Jean Corona, Bruce Summers, Eva Wootten, and Bob Summers.",1,2,== Early life ==,540027,C,4,0,3
Ford came from a musical family.,2,2,== Early life ==,540027,N,0,0,0
"Her parents left Missouri, travelling cross-country while singing gospel music and preaching at revival meetings across the United States.",3,2,== Early life ==,540027,C,0,2,0
"They eventually settled in southern California, where they were heard over KPPC-AM, Pasadena's first Christian radio station.",4,2,== Early life ==,540027,C,0,2,0
Her sisters and brothers were all musicians.,5,2,== Early life ==,540027,N,0,0,0
Bruce was a jazz organist; Bob was a film composer.,6,2,== Early life ==,540027,N,0,0,0
"While still a junior high school student, Colleen Summers and Mildred L. ""Milly"" Watson (later Millie Pace) (born February 26, 1922, in Los Angeles; died August 2, 1976, in Orange County, California), a local girl, performed together in churches in Pasadena, California, and later made gospel recordings with Milly's older brother, Marvin, for which she wrote some songs.",0,3,== Early life ==,540027,Y,1,3,3
"In 1939 Summers and Milly won a Pasadena talent contest judged by ""several Hollywood notables, including a very young Judy Garland"".",1,3,== Early life ==,540027,Y,1,2,1
"Hoping to have a musical career, Summers and Milly Watson lost interest in school, played truant frequently and eventually quit school, only to find employment as a cinema attendant.",2,3,== Early life ==,540027,C,0,0,1
==,0,4,== Early career ==,540027,N,0,0,0
Early career ==,1,4,== Early career ==,540027,N,0,0,0
