sentences,sentenceIndex,paragraphIndex,section,wikiId,meetup,people,place,timeExpression
"Ahmad Jamal (born Frederick Russell Jones, July 2, 1930) is an American jazz pianist, composer, bandleader and educator.",0,0,,582519,Y,4,1,1
"For six decades, he has been one of the most successful small-group leaders in jazz.",1,0,,582519,C,0,0,1
==,0,1,== Biography ==,582519,N,0,0,0
Biography ==,1,1,== Biography ==,582519,N,0,0,0
===,0,2,== Biography == | === Early life ===,582519,N,0,0,0
Early life =,1,2,== Biography == | === Early life ===,582519,N,0,0,0
==,2,2,== Biography == | === Early life ===,582519,N,0,0,0
"Jamal was born Frederick Russell Jones in Pittsburgh, Pennsylvania, on July 2, 1930.",0,3,== Biography == | === Early life ===,582519,Y,2,2,1
"He began playing piano at the age of three, when his uncle Lawrence challenged him to duplicate what he was doing on the piano.",1,3,== Biography == | === Early life ===,582519,C,1,0,0
"Jamal began formal piano training at the age of seven with Mary Cardwell Dawson, whom he describes as greatly influencing him.",2,3,== Biography == | === Early life ===,582519,C,1,0,0
"His Pittsburgh roots have remained an important part of his identity (""Pittsburgh meant everything to me and it still does,"" he said in 2001) and it was there that he was immersed in the influence of jazz artists such as Earl Hines, Billy Strayhorn, Mary Lou Williams, and Erroll Garner.",3,3,== Biography == | === Early life ===,582519,Y,8,2,1
"Jamal also studied with pianist James Miller and began playing piano professionally at the age of fourteen, at which point he was recognized as a ""coming great"" by the pianist Art Tatum.",4,3,== Biography == | === Early life ===,582519,C,3,0,0
"When asked about his practice habits by a critic from The New York Times, Jamal commented that, ""I used to practice and practice with the door open, hoping someone would come by and discover me.",5,3,== Biography == | === Early life ===,582519,N,0,0,0
"I was never the practitioner in the sense of twelve hours a day, but I always thought about music.",6,3,== Biography == | === Early life ===,582519,C,0,0,2
"I think about music all the time.""",7,3,== Biography == | === Early life ===,582519,N,0,0,0
===,0,4,== Biography == | === Beginnings ===,582519,N,0,0,0
Beginnings ===,1,4,== Biography == | === Beginnings ===,582519,N,0,0,0
Jamal began touring with George Hudson's Orchestra after graduating from George Westinghouse High School in 1948.,0,5,== Biography == | === Beginnings ===,582519,Y,2,1,1
"He joined another touring group known as The Four Strings, which disbanded when violinist Joe Kennedy Jr. left.",1,5,== Biography == | === Beginnings ===,582519,N,0,0,0
"In 1950 he moved to Chicago and performed intermittently with local musicians Von Freeman and Claude McLin,  and solo at the Palm Tavern, occasionally joined by drummer Ike Day.",2,5,== Biography == | === Beginnings ===,582519,Y,2,1,2
"Born to Baptist parents, Jamal discovered Islam in his early 20s.",3,5,== Biography == | === Beginnings ===,582519,C,1,0,0
"While touring in Detroit, where there was a sizable Muslim community in the 1940s and 1950s, he became interested in Islam and Islamic culture.",4,5,== Biography == | === Beginnings ===,582519,C,0,1,1
He converted to Islam and changed his name to Ahmad Jamal in 1950.,5,5,== Biography == | === Beginnings ===,582519,C,2,0,1
"In an interview with The New York Times a few years later, he said his decision to change his name stemmed from a desire to ""re-establish my original name.""",6,5,== Biography == | === Beginnings ===,582519,C,0,0,1
"Shortly after his conversion to Islam, he explained to The New York Times that he ""says Muslim prayers five times a day and arises in time to say his first prayers at 5 am.",7,5,== Biography == | === Beginnings ===,582519,C,0,0,2
He says them in Arabic in keeping with the Muslim tradition.,8,5,== Biography == | === Beginnings ===,582519,N,0,0,0
"""He made his first records in 1951 for the Okeh label with The Three Strings (which would later also be called the Ahmad Jamal Trio, although Jamal himself prefers not to use the term ""trio""): the other members were guitarist Ray Crawford and a bassist, at different times Eddie Calhoun (1950–52), Richard Davis (1953–54), and Israel Crosby (from 1954).",9,5,== Biography == | === Beginnings ===,582519,C,7,0,4
"The Three Strings arranged an extended engagement at Chicago's Blue Note, but leapt to fame after performing at the Embers in New York City where John Hammond saw the band play and signed them to Okeh Records.",10,5,== Biography == | === Beginnings ===,582519,C,2,2,0
"Hammond, a record producer who discovered the talents and enhanced the fame of musicians like Benny Goodman, Billie Holiday, and Count Basie, also helped Jamal's trio attract critical acclaim.",11,5,== Biography == | === Beginnings ===,582519,C,7,0,0
Jamal subsequently recorded for Parrot (1953–55) and Epic (1955) using the piano-guitar-bass lineup.,12,5,== Biography == | === Beginnings ===,582519,C,0,0,2
===,0,6,== Biography == | === At the Pershing: But Not For Me ===,582519,N,0,0,0
At the Pershing: But Not For Me =,1,6,== Biography == | === At the Pershing: But Not For Me ===,582519,C,1,0,0
==,2,6,== Biography == | === At the Pershing: But Not For Me ===,582519,N,0,0,0
"The trio's sound changed significantly when Crawford was replaced with drummer Vernel Fournier in 1957, and the group worked as the ""House Trio"" at Chicago's Pershing Hotel.",0,7,== Biography == | === At the Pershing: But Not For Me ===,582519,Y,1,1,1
"The trio released the live album, At the Pershing: But Not for Me, which stayed on the Ten Best-selling charts for 108 weeks.",1,7,== Biography == | === At the Pershing: But Not For Me ===,582519,C,1,0,1
"Jamal's recording of the well known song ""Poinciana"" was first released on this album.",2,7,== Biography == | === At the Pershing: But Not For Me ===,582519,N,0,0,0
"Perhaps Jamal's most famous recording and undoubtedly the one that brought him vast popularity in the late 1950s and into the 1960s jazz age,",0,8,== Biography == | === At the Pershing: But Not For Me ===,582519,C,0,0,2
At the Pershing was recorded at the Pershing Hotel in Chicago in 1958.,1,8,== Biography == | === At the Pershing: But Not For Me ===,582519,Y,2,1,1
Jamal played the set with bassist Israel Crosby and drummer Vernel Fournier.,2,8,== Biography == | === At the Pershing: But Not For Me ===,582519,C,3,0,0
"The set list expressed a diverse collection of tunes, including ""The Surrey with the Fringe on Top"" from the musical Oklahoma!",3,8,== Biography == | === At the Pershing: But Not For Me ===,582519,C,0,2,0
"and Jamal's arrangement of the jazz standard ""Poinciana"".",4,8,== Biography == | === At the Pershing: But Not For Me ===,582519,N,0,0,0
"Jazz musicians and listeners alike found inspiration in the At the Pershing recording, and Jamal's trio was recognized as an integral new building block in the history of jazz.",5,8,== Biography == | === At the Pershing: But Not For Me ===,582519,C,1,0,0
