sentences,sentenceIndex,paragraphIndex,section,wikiId,meetup,people,place,timeExpression
"Christopher Andrew ""Christy"" Moore (born 7 May 1945) is an Irish folk singer, songwriter and guitarist.",0,0,,1022191,C,0,0,1
He is one of the founding members of Planxty and Moving Hearts.,1,0,,1022191,N,0,0,0
"His first album, Paddy on the Road was recorded with Dominic Behan in 1969.",2,0,,1022191,C,1,0,1
"In 2007, he was named as Ireland's greatest living musician in RTÉ's People of the Year Awards.",3,0,,1022191,C,0,1,2
==,0,1,== Early life ==,1022191,N,0,0,0
Early life ==,1,1,== Early life ==,1022191,N,0,0,0
"Moore was born in Newbridge, County Kildare, Ireland and attended Newbridge College.",0,2,== Early life ==,1022191,C,0,2,0
He was originally a bank employee who wanted to express himself using traditional music.,1,2,== Early life ==,1022191,N,0,0,0
"During a bank strike in 1966, which lasted twelve weeks, he went to England, as many striking officials did, but didn't return when the strike was settled.",2,2,== Early life ==,1022191,C,0,1,2
"""I had a wild and wonderful time in England, with no bank manager looking over my shoulder,"" he said.",3,2,== Early life ==,1022191,C,0,1,0
"Doing general labouring work, he frequented the folk clubs and the Irish music pubs where he met Seamus Ennis, Margaret Barry, Luke Kelly, Martin Byrnes and many other traditional musicians.",4,2,== Early life ==,1022191,C,5,0,0
"When Irish singing trio The Grehan Sisters, with whom Moore was previously acquainted, moved to the north of England from Dublin in 1967, they assisted Moore to get a higher profile by giving him contacts and support slots on their concerts.",5,2,== Early life ==,1022191,C,0,2,2
==,0,3,== Musical career ==,1022191,N,0,0,0
Musical career ==,1,3,== Musical career ==,1022191,N,0,0,0
"1973 brought his first major release, Prosperous, which brought together the four musicians who shortly thereafter formed Planxty: Liam O'Flynn, Andy Irvine and Dónal Lunny.",0,4,== Musical career ==,1022191,Y,2,1,1
"For a time they called themselves ""CLAD"", an acronym of their names, but soon decided on Planxty.",1,4,== Musical career ==,1022191,N,0,0,0
"After leaving Planxty in 1975, Moore continued on his solo career, reforming his old band on occasion (which he has been doing ever since).",2,4,== Musical career ==,1022191,C,0,0,1
He also formed the band Moving Hearts with Lunny and five other musicians in 1980.,3,4,== Musical career ==,1022191,C,0,0,1
In 1987 he appeared on Gay Byrne's The Late Late Show performing with The Dubliners for their 25th anniversary.,4,4,== Musical career ==,1022191,C,1,0,1
"In 2000, he published his autobiography, One Voice.",5,4,== Musical career ==,1022191,C,0,0,1
Moore's earlier lifestyle resulted in a decline in health and several operations.,6,4,== Musical career ==,1022191,N,0,0,0
"Moore's battle with alcohol, and subsequent heart operations, have taken their toll.",7,4,== Musical career ==,1022191,N,0,0,0
"At the end of the 1990s, Moore reduced his workload for medical reasons.",8,4,== Musical career ==,1022191,C,0,0,1
"Some of Moore's songs are heavily influenced by drink and the effects of drink, his song ""Delirium Tremens"" being a good example.",9,4,== Musical career ==,1022191,N,0,0,0
