sentences,sentenceIndex,paragraphIndex,section,wikiId,meetup,people,place,timeExpression
"Eric Hilliard Nelson (May 8, 1940 – December 31, 1985), known professionally as Ricky Nelson, was an American singer, pop pioneer, musician, and actor.",0,0,,164398,Y,3,1,1
From age eight he starred alongside his family in the radio and television series The Adventures of Ozzie and Harriet.,1,0,,164398,N,0,0,0
"In 1957, he began a long and successful career as a popular recording artist.",2,0,,164398,C,0,0,1
"The expression ""teen idol"" was first coined to describe Nelson, and his fame as both a recording artist and television star also led to a motion picture role co-starring alongside John Wayne, Dean Martin and Angie Dickinson in Howard Hawks's western feature film Rio Bravo (1959).",3,0,,164398,Y,6,1,1
"He placed 53 songs on the Billboard Hot 100, and its predecessors, between 1957 and 1973, including ""Poor Little Fool"" in 1958, which was the first number one song on Billboard magazine's then-newly created Hot 100 chart.",4,0,,164398,C,0,0,2
"He recorded 19 additional top ten hits and was inducted into the Rock and Roll Hall of Fame on January 21, 1987.",5,0,,164398,C,0,0,1
In 1996 Nelson was ranked No. 49 on TV Guide's 50 Greatest TV Stars of All Time.,6,0,,164398,C,0,0,1
"Nelson began his entertainment career in 1949, playing himself in the radio sitcom series, The Adventures of Ozzie and Harriet.",7,0,,164398,C,0,0,1
"In 1952, he appeared in his first feature film, Here Come the Nelsons.",8,0,,164398,C,0,0,1
"In 1957, he recorded his first single, debuted as a singer on the television version of the sitcom, and released the No. 1 album titled Ricky.",9,0,,164398,C,0,0,1
"In 1958, Nelson released his first #1 single, ""Poor Little Fool"", and in 1959 received a Golden Globe nomination for ""Most Promising Male Newcomer"" after starring in Rio Bravo.",10,0,,164398,C,0,1,2
"A few films followed, and when the television series was cancelled in 1966, Nelson made occasional appearances as a guest star on various television programs.",11,0,,164398,C,0,0,1
"In his twenties, he moved away from the bubblegum pop of his youth, and began to perform in a more country rock style.",12,0,,164398,C,0,0,1
"After recording several albums with mostly session musicians, most of which flopped, he formed the Stone Canyon Band in 1969 and experienced a career resurgence, buoyed by the live album In Concert at the Troubadour, 1969 and had a surprise hit with 1972's ""Garden Party"", which peaked at number six on the Billboard Hot 100.",13,0,,164398,C,1,0,3
"His comeback was short-lived, however, as his record label was bought out and folded, and his followup albums were not well promoted by his new label.",14,0,,164398,N,0,0,0
"He continued to perform live and take small television roles through the 1970s, though his label dropped him by the end of the decade.",15,0,,164398,C,0,0,2
"He released two more albums, with unimpressive results, before his death in a plane crash on New Year's Eve, 1985.",16,0,,164398,C,1,0,2
"Nelson was married once, to Sharon Kristin Harmon, from 1963 until their divorce in 1982.",0,1,,164398,C,2,0,2
"They had four children: actress Tracy Nelson, twin sons and musicians Gunnar and Matthew, and actor Sam.",1,1,,164398,C,2,0,0
==,0,2,== Early life ==,164398,N,0,0,0
Early life ==,1,2,== Early life ==,164398,N,0,0,0
"Nelson was born on May 8, 1940, in Teaneck, New Jersey.",0,3,== Early life ==,164398,C,0,1,1
"He was the second son of entertainment couple Harriet Hilliard Nelson (born Peggy Lou Snyder; July 18, 1909 – October 2, 1994) and Ozzie Nelson (March 20, 1906 – June 3, 1975).",1,3,== Early life ==,164398,C,3,0,2
His father Ozzie was of half Swedish descent.,2,3,== Early life ==,164398,C,0,1,0
"The Nelsons' older son was actor David Nelson (October 24, 1936 – January 11, 2011).",3,3,== Early life ==,164398,C,0,0,1
"Harriet, normally the vocalist for Ozzie's band, remained in Englewood, New Jersey, with her newborn and toddler.",0,4,== Early life ==,164398,C,0,1,0
"Meanwhile, bandleader Ozzie toured with the Nelson orchestra.",1,4,== Early life ==,164398,N,0,0,0
"The Nelsons bought a two-story colonial house in Tenafly, New Jersey, and six months after the purchase, moved with son David to Hollywood, where Ozzie and Harriet were slated to appear in the 1941–42 season of Red Skelton's The Raleigh Cigarette Hour; Ricky remained in Tenafly in the care of his paternal grandmother.",2,4,== Early life ==,164398,Y,2,4,3
"In November 1941, the Nelsons bought what would become their permanent home: a green and white, two-story, Cape Cod colonial home at 1822 Camino Palmero in Los Angeles.",3,4,== Early life ==,164398,C,0,1,2
Ricky joined his parents and brother in Los Angeles in 1942.,4,4,== Early life ==,164398,C,0,1,1
Ricky was a small and insecure child who suffered from severe asthma.,5,4,== Early life ==,164398,N,0,0,0
"At night, his sleep was eased with a vaporizer emitting tincture of evergreen.",6,4,== Early life ==,164398,C,0,0,1
"He was described by Red Skelton's producer John Guedel as ""an odd little kid"", likable, shy, introspective, mysterious, and inscrutable.",7,4,== Early life ==,164398,C,2,0,0
"When Skelton was drafted in 1944, Guedel crafted the radio sitcom The Adventures of Ozzie and Harriet for Ricky's parents.",8,4,== Early life ==,164398,C,0,1,1
"The show debuted on Sunday, October 8, 1944, to favorable reviews.",9,4,== Early life ==,164398,C,0,0,1
Ozzie eventually became head writer for the show and based episodes on the fraternal exploits and enmity of his sons.,10,4,== Early life ==,164398,C,1,0,0
"The Nelson boys were first played in the radio series by professional child actors until twelve-year-old Dave and eight-year-old Ricky joined the show on February 20, 1949, in the episode ""Invitation to Dinner"".",11,4,== Early life ==,164398,C,0,0,1
"In 1952, the Nelsons tested the waters for a television series with the theatrically released film Here Come the Nelsons.",0,5,== Early life ==,164398,C,0,0,1
"The film was a hit, and Ozzie was convinced the family could make the transition from radio's airwaves to television's small screen.",1,5,== Early life ==,164398,N,0,0,0
"On October 3, 1952, The Adventures of Ozzie and Harriet made its television debut and was broadcast in first run until September 3, 1966, to become one of the longest running sitcoms in television history.",2,5,== Early life ==,164398,C,0,0,2
==,0,6,== Education ==,164398,N,0,0,0
Education ==,1,6,== Education ==,164398,N,0,0,0
"Nelson attended Gardner Street Public School, Bancroft Junior High, and, between 1954 and 1958, Hollywood High School, from which he graduated with a B average.",0,7,== Education ==,164398,C,1,0,1
He played football at Hollywood High and represented the school in interscholastic tennis matches.,1,7,== Education ==,164398,C,0,1,0
"Twenty-five years later, Nelson told the Los Angeles Weekly he hated school because it ""smelled of pencils"" and he was forced to rise early in the morning to attend.",2,7,== Education ==,164398,C,0,0,3
"Ozzie Nelson was a Rutgers alumnus and keen on college education, but eighteen-year-old Ricky was already in the 93 percent income-tax bracket and saw no reason to attend.",3,7,== Education ==,164398,C,1,0,0
"At age thirteen, Ricky was making over $100,000 per annum, and at sixteen he had a personal fortune of $500,000.",4,7,== Education ==,164398,N,0,0,0
"(equivalent to $4,777,904.41 in 2020 dollar value).",5,7,== Education ==,164398,C,0,0,1
"Nelson's wealth was astutely managed by his parents, who channeled his earnings into trust funds.",0,8,== Education ==,164398,N,0,0,0
"Although his parents permitted him a $50 allowance at the age of eighteen, Rick was often strapped for cash and one evening collected and redeemed empty pop bottles to gain entrance to a movie theater for himself and a date.",1,8,== Education ==,164398,C,0,0,1
==,0,9,== Music career ==,164398,N,0,0,0
Music career ==,1,9,== Music career ==,164398,N,0,0,0
===,0,10,== Music career == | === Debut ===,164398,N,0,0,0
Debut =,1,10,== Music career == | === Debut ===,164398,N,0,0,0
==,2,10,== Music career == | === Debut ===,164398,N,0,0,0
"Nelson played clarinet and drums in his tweens and early teens, learned the rudimentary guitar chords, and vocally imitated his favorite Sun Records rockabilly artists in the bathroom at home or in the showers at the Los Angeles Tennis Club.",0,11,== Music career == | === Debut ===,164398,C,0,0,1
"He was strongly influenced by the music of Carl Perkins and once said he tried to emulate the sound and the tone of the guitar break in Perkins's March 1956 Top Ten hit ""Blue Suede Shoes.",1,11,== Music career == | === Debut ===,164398,C,2,0,1
"""At age sixteen, he wanted to impress his girlfriend of two years, Diana Osborn(e), who was an Elvis fan and, although he had no record contract at the time, told her that he, too, was going to make a record.",2,11,== Music career == | === Debut ===,164398,C,0,0,1
"With his father's help, he secured a one-record deal with Verve Records, an important jazz label looking for a young and popular personality who could sing or be taught to sing.",3,11,== Music career == | === Debut ===,164398,N,0,0,0
"On March 26, 1957, he recorded the Fats Domino standard ""I'm Walkin'"" and ""A Teenager's Romance"" (released in late April 1957 as his first single), and ""You're My One and Only Love"".",4,11,== Music career == | === Debut ===,164398,C,1,0,2
"Before the single was released, he made his television rock-and-roll debut on April 10, 1957, singing and playing the drums to ""I'm Walkin'"" in the Ozzie and Harriet episode ""Ricky, the Drummer"".",5,11,== Music career == | === Debut ===,164398,C,0,0,1
"About the same time, he made an unpaid public appearance, singing ""Blue Moon of Kentucky"" with the Four Preps at a Hamilton High School lunch-hour assembly in Los Angeles and was greeted by hordes of screaming teens who had seen the television episode.",6,11,== Music career == | === Debut ===,164398,C,0,2,0
"""I'm Walkin'"" reached No. 4 on Billboard's Best Sellers in Stores chart, and its flip side, ""A Teenager's Romance"", hit #2.",7,11,== Music career == | === Debut ===,164398,N,0,0,0
"When the television series went on summer break in 1957, Nelson made his first road trip and played four state and county fairs in Ohio and Wisconsin with the Four Preps, who opened and closed for him.",8,11,== Music career == | === Debut ===,164398,C,0,2,2
===,0,12,"== Music career == | === First album, band, and #1 single ===",164398,N,0,0,0
"First album, band, and #1 single ===",1,12,"== Music career == | === First album, band, and #1 single ===",164398,N,0,0,0
"In early summer 1957, Ozzie Nelson pulled his son from Verve after disputes about royalties and signed him to a lucrative five-year deal with Imperial Records that gave him approval over song selection, sleeve artwork, and other production details.",0,13,"== Music career == | === First album, band, and #1 single ===",164398,C,1,0,1
"Ricky's first Imperial single, ""Be-Bop Baby"", generated 750,000 advance orders, sold over one million copies, and reached No. 3 on the charts.",1,13,"== Music career == | === First album, band, and #1 single ===",164398,N,0,0,0
"Nelson's first album, Ricky, was released in October 1957 and hit #1 before the end of the year.",2,13,"== Music career == | === First album, band, and #1 single ===",164398,C,0,0,2
"Following these successes, Nelson was given a more prominent role on the Ozzie and Harriet show and ended every two or three episodes with a musical number.",3,13,"== Music career == | === First album, band, and #1 single ===",164398,N,0,0,0
"Nelson grew increasingly dissatisfied performing with older jazz and country session musicians, who were openly contemptuous of rock and roll.",4,13,"== Music career == | === First album, band, and #1 single ===",164398,N,0,0,0
"After his Ohio and Minnesota tours in the summer of 1957, he decided to form his own band with members closer to his age.",5,13,"== Music career == | === First album, band, and #1 single ===",164398,C,0,2,2
Eighteen-year-old electric guitarist James Burton was the first signed.,6,13,"== Music career == | === First album, band, and #1 single ===",164398,C,2,0,0
"Bassist James Kirkland, drummer Richie Frost, and pianist Gene Garf completed the band.",7,13,"== Music career == | === First album, band, and #1 single ===",164398,N,0,0,0
"Their first recording together was ""Believe What You Say"".",8,13,"== Music career == | === First album, band, and #1 single ===",164398,N,0,0,0
"Prior to this, Joe Maphis had been playing the lead guitar part, and played lead on his first hits ""Be-Bop Baby"", ""Stood Up"", and ""Waitin In School"".",9,13,"== Music career == | === First album, band, and #1 single ===",164398,C,1,0,0
"In 1958, Nelson recorded 17-year-old Sharon Sheeley's ""Poor Little Fool"" for his second album, Ricky Nelson, released in June 1958.",0,14,"== Music career == | === First album, band, and #1 single ===",164398,C,4,0,2
"Radio airplay brought the tune notice, and Imperial suggested releasing a single, but Nelson opposed the idea, believing a single would diminish EP sales.",1,14,"== Music career == | === First album, band, and #1 single ===",164398,N,0,0,0
"When a single was released nonetheless, he exercised his contractual right to approve any artwork and vetoed a picture sleeve.",2,14,"== Music career == | === First album, band, and #1 single ===",164398,N,0,0,0
"On August 4, 1958, ""Poor Little Fool"" became the #1 single on Billboard's newly instituted Hot 100 singles chart and sold over two million copies.",3,14,"== Music career == | === First album, band, and #1 single ===",164398,C,0,0,1
Nelson stated:,4,14,"== Music career == | === First album, band, and #1 single ===",164398,N,0,0,0
"Anyone who knocks rock 'n' roll either doesn't understand it, or is prejudiced against it, or is just plain square.",0,15,"== Music career == | === First album, band, and #1 single ===",164398,C,0,1,0
– NME – November 1958,1,15,"== Music career == | === First album, band, and #1 single ===",164398,C,0,0,1
"During 1958 and 1959, Nelson had twelve hits in the charts in comparison with Elvis Presley's eleven.",0,16,"== Music career == | === First album, band, and #1 single ===",164398,C,1,0,1
"During these two years, Presley had recorded music only for the movie King Creole, in January and February 1958, before his induction into the U.S. Armed Forces and a brief recording session (consisting of five songs) while on Military Leave four months later.",1,16,"== Music career == | === First album, band, and #1 single ===",164398,C,0,1,3
"In the summer of 1958, Nelson conducted his first full-scale tour, averaging $5,000 nightly.",2,16,"== Music career == | === First album, band, and #1 single ===",164398,C,0,0,2
"By 1960, the Ricky Nelson International Fan Club had 9,000 chapters around the world.",3,16,"== Music career == | === First album, band, and #1 single ===",164398,C,2,0,1
"Perhaps the most embarrassing moment in my career was when six girls tried to fling themselves under my car, and shouted to me to run over them.",0,17,"== Music career == | === First album, band, and #1 single ===",164398,C,0,0,1
That sort of thing can be very frightening!,1,17,"== Music career == | === First album, band, and #1 single ===",164398,N,0,0,0
– NME – May 1960,2,17,"== Music career == | === First album, band, and #1 single ===",164398,C,0,0,1
Nelson was the first teen idol to use television to promote hit records.,0,18,"== Music career == | === First album, band, and #1 single ===",164398,C,1,0,0
