sentences,sentenceIndex,paragraphIndex,section,wikiId,meetup,people,place,timeExpression
"Joseph Carl Firrantello (December 16, 1937 – January 10, 1986), known as Joe Farrell, was an American jazz multi-instrumentalist who primarily performed as a saxophonist and flutist.",0,0,,2667535,Y,3,1,1
He is best known for a series of albums under his own name on the CTI record label and for playing in the initial incarnation of Chick Corea's Return to Forever.,1,0,,2667535,C,2,0,0
==,0,1,== Early life and education ==,2667535,N,0,0,0
Early life and education,1,1,== Early life and education ==,2667535,N,0,0,0
==,2,1,== Early life and education ==,2667535,N,0,0,0
"Farrell was born in Chicago Heights, Illinois.",0,2,== Early life and education ==,2667535,C,1,1,0
"As a child, Farrell began playing the flute and clarinet.",1,2,== Early life and education ==,2667535,C,1,0,0
"After graduating from the University of Illinois at Urbana–Champaign in 1959, he moved to New York City to work as a freelance musician.",2,2,== Early life and education ==,2667535,C,0,3,1
==,0,3,== Career ==,2667535,N,0,0,0
Career ==,1,3,== Career ==,2667535,N,0,0,0
He joined the Ralph Marterie Band in 1957 and later played with Maynard Ferguson and The Thad Jones/ Mel Lewis Orchestra.,0,4,== Career ==,2667535,C,2,0,1
"He also recorded with Charles Mingus, Andrew Hill, Jaki Byard, Players Association and Elvin Jones.",1,4,== Career ==,2667535,C,8,0,0
"After the death of John Coltrane, Elvin Jones formed a pianoless trio with Jimmy Garrison and Farrell, recording two albums for Blue Note in 1968.",2,4,== Career ==,2667535,C,7,0,1
"In the late 1960s and throughout the 1970s, Farrell performed with Chick Corea and Return to Forever.",0,5,== Career ==,2667535,C,3,0,2
"He is the flutist in Corea's most famous work ""Spain,"" which is considered to be a modern jazz standard.",1,5,== Career ==,2667535,C,0,1,0
"He did numerous sessions and contributed a flute solo to Aretha Franklin's 1973 hit ""Until You Come Back to Me (That's What I'm Gonna Do)"".",0,6,== Career ==,2667535,C,1,0,1
"The Santana track ""When I Look into Your Eyes"" (from Welcome [1973]) includes prominent flute solos from Farrell.",1,6,== Career ==,2667535,C,3,0,1
"During this period, he also contributed tenor saxophone and oboe solos to Hall & Oates' Abandoned Luncheonette (1973).",2,6,== Career ==,2667535,C,0,0,1
Some of the most famous funk singles of James Brown feature Farrell as a part of the brass section.,3,6,== Career ==,2667535,C,2,0,0
"In 1976, Joe recorded a duo album with George Benson called Benson & Farrell  on CTI Records.",0,7,== Career ==,2667535,C,1,0,1
"Farrell recorded Flute Talk with Sam Most in 1979, which was billed as a duet of the world's two greatest jazz flutists.",0,8,== Career ==,2667535,C,3,0,1
Farrell performs with Brazilian percussionist Airto and Airto's wife Flora Purim on the album Three-Way Mirror.,0,9,== Career ==,2667535,C,3,0,0
A message on the CD jacket dedicates the 1987 album to Farrell and states it contains his final recordings.,1,9,== Career ==,2667535,C,1,0,1
==,0,10,== Death ==,2667535,N,0,0,0
Death ==,1,10,== Death ==,2667535,N,0,0,0
"Farrell died of myelodysplastic syndrome (MDS) in Duarte, California on January 10, 1986 at the age of 48.",0,11,== Death ==,2667535,Y,1,1,1
==,0,12,== Legacy ==,2667535,N,0,0,0
Legacy ==,1,12,== Legacy ==,2667535,N,0,0,0
"In 2008, Farrell's daughter Kathleen Firrantello filed a lawsuit against rappers Kanye West, Method Man, Redman and Common, and their respective record labels, for allegedly using portions of Farrell's 1974 musical composition ""Upon This Rock"" in their songs without approval.",0,13,== Legacy ==,2667535,C,7,0,2
"Firrantello was seeking punitive damages of at least US$1 million and asked that no further copies of the songs be made, sold or performed.",1,13,== Legacy ==,2667535,C,0,1,0
==,0,14,== Discography ==,2667535,N,0,0,0
Discography ==,1,14,== Discography ==,2667535,N,0,0,0
===,0,15,== Discography == | === As leader ===,2667535,N,0,0,0
As leader ===,1,15,== Discography == | === As leader ===,2667535,N,0,0,0
"1967: Jazz for a Sunday Afternoon (Live at the Village Vanguard) with Chick Corea, others (Solid State)",0,16,== Discography == | === As leader ===,2667535,C,2,0,2
1970:,0,17,== Discography == | === As leader ===,2667535,C,0,0,1
"Joe Farrell Quartet with Chick Corea, John McLaughlin (CTI)",1,17,== Discography == | === As leader ===,2667535,C,3,0,0
1971:,0,18,== Discography == | === As leader ===,2667535,C,0,0,1
Outback (CTI),1,18,== Discography == | === As leader ===,2667535,C,0,1,0
1972: Moon Germs (CTI),0,19,== Discography == | === As leader ===,2667535,C,0,0,1
1973:,0,20,== Discography == | === As leader ===,2667535,C,0,0,1
Penny Arcade (CTI),1,20,== Discography == | === As leader ===,2667535,N,0,0,0
1974:,0,21,== Discography == | === As leader ===,2667535,C,0,0,1
Upon This Rock (CTI),1,21,== Discography == | === As leader ===,2667535,N,0,0,0
1975:,0,22,== Discography == | === As leader ===,2667535,C,0,0,1
Canned Funk (CTI),1,22,== Discography == | === As leader ===,2667535,N,0,0,0
1976:,0,23,== Discography == | === As leader ===,2667535,C,0,0,1
Benson & Farrell with George Benson (CTI),1,23,== Discography == | === As leader ===,2667535,N,0,0,0
1977:,0,24,== Discography == | === As leader ===,2667535,C,0,0,1
La Catedral Y El Toro (Warner Bros.),1,24,== Discography == | === As leader ===,2667535,C,0,2,0
1978:,0,25,== Discography == | === As leader ===,2667535,C,0,0,1
Night Dancing (Warner Bros.),1,25,== Discography == | === As leader ===,2667535,C,0,0,1
1979: Skate Board Park (Xanadu),0,26,== Discography == | === As leader ===,2667535,C,0,1,1
1980:,0,27,== Discography == | === As leader ===,2667535,C,0,0,1
Sonic Text (Contemporary),1,27,== Discography == | === As leader ===,2667535,N,0,0,0
1980:,0,28,== Discography == | === As leader ===,2667535,C,0,0,1
Farrell's Inferno (Contemporary),1,28,== Discography == | === As leader ===,2667535,C,1,0,0
1982:,0,29,== Discography == | === As leader ===,2667535,C,0,0,1
"Darn That Dream (Quartet/Quintet with Art Pepper, George Cables, Tony Dumas, John Dentz) (Real Time; reissue: Drive Archive)",1,29,== Discography == | === As leader ===,2667535,C,4,0,0
1983:,0,30,== Discography == | === As leader ===,2667535,C,0,0,1
Vim 'n' Vigor with Louis Hayes (Timeless),1,30,== Discography == | === As leader ===,2667535,C,2,0,0
1985:,0,31,== Discography == | === As leader ===,2667535,C,0,0,1
Clark Woodard and Joe Farrell with Clark Woodard (BCS),1,31,== Discography == | === As leader ===,2667535,C,4,0,0
1985:,0,32,== Discography == | === As leader ===,2667535,C,0,0,1
"Three-Way Mirror with Airto Moreira, Flora Purim (Reference Recordings)",1,32,== Discography == | === As leader ===,2667535,C,4,0,0
===,0,33,== Discography == | === As sideman ===,2667535,N,0,0,0
As sideman =,1,33,== Discography == | === As sideman ===,2667535,N,0,0,0
==,2,33,== Discography == | === As sideman ===,2667535,N,0,0,0
With Mose Allison,0,34,== Discography == | === As sideman ===,2667535,C,2,0,0
"Hello There, Universe (Atlantic, 1970)",0,35,== Discography == | === As sideman ===,2667535,C,0,1,1
"Your Mind Is on Vacation (Atlantic, 1976)With Patti Austin",0,36,== Discography == | === As sideman ===,2667535,C,2,0,1
"End of a Rainbow (CTI, 1976)With",0,37,== Discography == | === As sideman ===,2667535,C,0,0,1
Average White Band,1,37,== Discography == | === As sideman ===,2667535,N,0,0,0
"AWB (Atlantic, 1974)With",0,38,== Discography == | === As sideman ===,2667535,C,0,0,1
The Band,1,38,== Discography == | === As sideman ===,2667535,N,0,0,0
