sentences,sentenceIndex,paragraphIndex,section,wikiId,meetup,people,place,timeExpression
"Boyd Byron Bennett (December 7, 1924 – June 2, 2002) was an American rockabilly songwriter and singer.",0,0,,2474795,Y,1,1,1
"His two biggest hit singles, both written with John F Young and performed by him (Boyd) were ""Seventeen"" with his band, the Rockets (U.S. No. 5), (U.S. R&B No. 7), as well as No. 16 on the UK Singles Chart.; and ""My Boy, Flat Top"" (U.S. No. 39).",0,1,,2474795,N,0,0,0
He later became a disc jockey in Kentucky.,1,1,,2474795,C,0,1,0
He also worked with Francis Craig and Moon Mullican.,2,1,,2474795,C,4,0,0
Bennett was inducted into the Rockabilly Hall of Fame for his contribution to the genre.,3,1,,2474795,C,0,1,0
==,0,2,== Life and career ==,2474795,N,0,0,0
Life and career ==,1,2,== Life and career ==,2474795,N,0,0,0
"Bennett was born in Muscle Shoals, Alabama, United States, but attended high school in Tennessee and formed his first band there.",0,3,== Life and career ==,2474795,C,0,3,0
"He grew up in North Davidson, Tennessee, just outside Nashville.",1,3,== Life and career ==,2474795,C,0,1,0
His family was musically oriented and talented.,2,3,== Life and career ==,2474795,N,0,0,0
His grandfather taught members of churches within the community how to read music.,3,3,== Life and career ==,2474795,N,0,0,0
"He also taught Boyd by the age of four years how to read the notes in music, before Boyd could actually read song lyrics.",4,3,== Life and career ==,2474795,C,0,0,1
"Growing up during the Great Depression, Bennett did anything he could to make money.",5,3,== Life and career ==,2474795,N,0,0,0
He sang in quartets and played guitar and sang outside of bars for extra funds.,6,3,== Life and career ==,2474795,N,0,0,0
"At the age of 16, however, his career was interrupted by World War II in which he served for four years; and in his free time perfected his playing of the guitar.",7,3,== Life and career ==,2474795,C,0,0,1
"During the early 1950s, Boyd Bennett and his Southlanders performed at local dances and on variety TV shows.",8,3,== Life and career ==,2474795,C,2,0,1
"In 1952, while working at WAVE (TV), Boyd came up with the idea of a musical variety show called Boyd Bennett and His Space Buddies.",9,3,== Life and career ==,2474795,C,2,0,1
