sentences,sentenceIndex,paragraphIndex,section,wikiId,meetup,people,place,timeExpression
"McKinley Howard ""Kenny"" Dorham (August 30, 1924 – December 5, 1972) was an American jazz trumpeter, singer, and composer.",0,0,,348348,Y,1,1,1
"Dorham's talent is frequently lauded by critics and other musicians, but he never received the kind of attention or public recognition from the jazz establishment that many of his peers did.",1,0,,348348,N,0,0,0
"For this reason, writer Gary Giddins said that Dorham's name has become ""virtually synonymous with underrated.""",2,0,,348348,C,1,0,0
"Dorham composed the jazz standard ""Blue Bossa"", which first appeared on Joe Henderson's album Page One.",3,0,,348348,C,2,0,0
==,0,1,== Biography ==,348348,N,0,0,0
Biography ==,1,1,== Biography ==,348348,N,0,0,0
Dorham was one of the most active bebop trumpeters.,0,2,== Biography ==,348348,N,0,0,0
"He played in the big bands of Lionel Hampton, Billy Eckstine, Dizzy Gillespie, and Mercer Ellington and the quintet of Charlie Parker.",1,2,== Biography ==,348348,C,8,1,0
He joined Parker's band in December 1948.,2,2,== Biography ==,348348,C,1,0,1
He was a charter member of the original cooperative Jazz Messengers.,3,2,== Biography ==,348348,C,1,0,0
"He also recorded as a sideman with Thelonious Monk and Sonny Rollins, and he replaced Clifford Brown in the Max Roach Quintet after Brown's death in 1956.",4,2,== Biography ==,348348,C,8,0,1
"In addition to sideman work, Dorham led his own groups, including the Jazz Prophets (formed shortly after Art Blakey took over the Jazz Messengers name).",5,2,== Biography ==,348348,C,2,0,0
"The Jazz Prophets, featuring a young Bobby Timmons on piano, bassist Sam Jones, and tenorman J. R. Monterose, with guest Kenny Burrell on guitar, recorded a live album 'Round About Midnight at the Cafe Bohemia in 1956 for Blue Note.",6,2,== Biography ==,348348,Y,5,1,2
"In 1963, Dorham added the 26-year-old tenor saxophonist Joe Henderson to his group, which later recorded Una Mas (the group also featured a young Tony Williams).",0,3,== Biography ==,348348,C,4,0,1
"The friendship between the two musicians led to a number of other albums, such as Henderson's Page One, Our Thing and In 'n Out.",1,3,== Biography ==,348348,C,1,0,0
"Dorham recorded frequently throughout the 1960s for Blue Note and Prestige Records, as leader and as sideman for Henderson, Jackie McLean, Cedar Walton, Andrew Hill, Milt Jackson and others.",2,3,== Biography ==,348348,C,9,0,1
"Dorham's later quartet consisted of some well-known jazz musicians: Tommy Flanagan (piano), Paul Chambers (double bass), and Art Taylor (drums).",3,3,== Biography ==,348348,C,4,0,0
"Their recording debut was Quiet Kenny for the Prestige Records' New Jazz label, an album which featured mostly ballads.",4,3,== Biography ==,348348,N,0,0,0
"An earlier quartet featuring Dorham as co-leader with alto saxophone player Ernie Henry had released an album together under the name ""Kenny Dorham/Ernie Henry Quartet.""",5,3,== Biography ==,348348,C,6,0,0
They produced the album 2 Horns / 2 Rhythm for Riverside Records in 1957 with double bassist Eddie Mathias and drummer G.T. Hogan.,6,3,== Biography ==,348348,C,0,0,1
"In 1990 the album was re-released on CD under the name ""Kenny Dorham Quartet featuring Ernie Henry.",7,3,== Biography ==,348348,C,4,0,1
"""During his final years Dorham suffered from kidney disease, from which he died on December 5, 1972, aged 48.",8,3,== Biography ==,348348,C,0,0,2
"On June 25, 2019, The New York Times Magazine listed Kenny Dorham among hundreds of artists who recorded for record labels whose master recordings were reportedly destroyed in the 2008 Universal fire.",9,3,== Biography ==,348348,C,3,0,2
==,0,4,== Discography ==,348348,N,0,0,0
Discography ==,1,4,== Discography ==,348348,N,0,0,0
===,0,5,== Discography == | === As leader ===,348348,N,0,0,0
As leader ===,1,5,== Discography == | === As leader ===,348348,N,0,0,0
1953:,0,6,== Discography == | === As leader ===,348348,C,0,0,1
Kenny Dorham Quintet (Debut),1,6,== Discography == | === As leader ===,348348,N,0,0,0
1955:,0,7,== Discography == | === As leader ===,348348,C,0,0,1
Afro-Cuban (Blue Note),1,7,== Discography == | === As leader ===,348348,N,0,0,0
1956: 'Round About Midnight at the Cafe Bohemia (Blue Note),0,8,== Discography == | === As leader ===,348348,C,0,1,2
1956:,0,9,== Discography == | === As leader ===,348348,C,0,0,1
