sentences,sentenceIndex,paragraphIndex,section,wikiId,meetup,people,place,timeExpression
Howard Saul Becker (born 1928) is an American sociologist who teaches at Northwestern University.,0,0,,1561641,C,0,1,1
"Becker has made contributions to the sociology of deviance, sociology of art, and sociology of music.",1,0,,1561641,C,2,0,0
Becker also wrote extensively on sociological writing styles and methodologies.,2,0,,1561641,C,1,0,0
Becker's 1963 book Outsiders provided the foundations for labeling theory.,3,0,,1561641,C,1,0,1
"Becker is often called a symbolic interactionist or social constructionist, although he does not align himself with either method.",4,0,,1561641,C,1,0,0
"A graduate of the University of Chicago, Becker is considered part of the second Chicago School of Sociology, which also includes Erving Goffman and Anselm Strauss.",5,0,,1561641,C,3,0,0
==,0,1,== Biography ==,1561641,N,0,0,0
Biography ==,1,1,== Biography ==,1561641,N,0,0,0
===,0,2,== Biography == | === Early life and education ===,1561641,N,0,0,0
Early life and education,1,2,== Biography == | === Early life and education ===,1561641,N,0,0,0
===,2,2,== Biography == | === Early life and education ===,1561641,N,0,0,0
"Howard Saul Becker was born April 18, 1928, in Chicago, Illinois, the son of Allan Becker (April 2, 1902 – March 27, 1988) and Donna Becker (born Bertha Goldberg; December 31, 1904 – 1997).",0,3,== Biography == | === Early life and education ===,1561641,Y,7,1,3
"His great-grandfather, Gershon Movsha Becker, immigrated to the United States from Lithuania.",1,3,== Biography == | === Early life and education ===,1561641,C,1,2,0
"Becker began playing piano at an early age and by age 15 worked as a pianist in bars and strip joints and, later, with a campus band at Northwestern University.",2,3,== Biography == | === Early life and education ===,1561641,C,1,0,0
"According to Becker, he was able to work semi-professionally because of World War II and the fact that most musicians over the age of 18 were drafted.",3,3,== Biography == | === Early life and education ===,1561641,C,1,0,0
"It was through his work as a musician Becker first became exposed to drug culture, which he would later study.",4,3,== Biography == | === Early life and education ===,1561641,C,1,0,0
Becker received his undergraduate degree in sociology at the University of Chicago in 1946.,5,3,== Biography == | === Early life and education ===,1561641,C,1,0,1
"While in school, Becker continued to play piano semi-professionally.",6,3,== Biography == | === Early life and education ===,1561641,C,1,0,0
"According to Becker, he viewed music as his career and sociology as a hobby.",7,3,== Biography == | === Early life and education ===,1561641,C,1,0,0
"Even so, he went on to get both his MA and PhD in sociology from the University of Chicago where he wrote his doctoral dissertation on Chicago school teachers.",8,3,== Biography == | === Early life and education ===,1561641,N,0,0,0
"At the University of Chicago, Becker was taught in the tradition of the original Chicago School of Sociology.",9,3,== Biography == | === Early life and education ===,1561641,C,1,2,0
"Becker and his colleagues, including Erving Goffman and Anselm Strauss, would later be considered part of the ""second Chicago School of Sociology"".",10,3,== Biography == | === Early life and education ===,1561641,C,3,0,0
The Chicago School of Sociology focused heavily on qualitative data analysis and worked with the city of Chicago as a laboratory.,11,3,== Biography == | === Early life and education ===,1561641,C,0,2,0
"Much of Becker's early work was guided in the Chicago School tradition, in particular by Everett C. Hughes who served as Becker's mentor and advisor.",12,3,== Biography == | === Early life and education ===,1561641,C,3,1,0
"Becker is also often labeled a symbolic interactionist, even though he doesn't accept the label.",13,3,== Biography == | === Early life and education ===,1561641,C,1,0,0
"According to Becker, his academic lineage is Georg Simmel, Robert E. Park, and Everett Hughes.",14,3,== Biography == | === Early life and education ===,1561641,C,3,0,0
"After receiving his PhD at the age of 23, Becker studied marijuana use at the Institute for Juvenile Research.",15,3,== Biography == | === Early life and education ===,1561641,C,1,0,0
"He was later awarded a Ford Foundation Postdoctoral Research Fellowship at the University of Illinois from 1953 to 1955, and then spent three years as a research associate at Stanford University's Institute for the Study of Human Problems before beginning his teaching career.",16,3,== Biography == | === Early life and education ===,1561641,C,0,1,2
===,0,4,== Biography == | === Teaching career ===,1561641,N,0,0,0
Teaching career ===,1,4,== Biography == | === Teaching career ===,1561641,N,0,0,0
"After receiving his doctorate at the University of Chicago, Becker worked for three years as an instructor in sociology and social sciences at the University of Chicago.",0,5,== Biography == | === Teaching career ===,1561641,C,1,0,1
"In 1965, Becker became a professor of sociology at Northwestern University, where he taught until 1991.",1,5,== Biography == | === Teaching career ===,1561641,C,1,0,2
