sentences,sentenceIndex,paragraphIndex,section,wikiId,meetup,people,place,timeExpression
"Koko Taylor (born Cora Anna Walton, September 28, 1928 – June 3, 2009) was an American singer whose style encompassed Chicago blues, electric blues, rhythm and blues and soul blues.",0,0,,1413790,Y,5,1,1
"Sometimes called ""The Queen of the Blues"", she was known for her rough, powerful vocals.",1,0,,1413790,C,1,0,0
==,0,1,== Life and career ==,1413790,N,0,0,0
Life and career ==,1,1,== Life and career ==,1413790,N,0,0,0
"Born on a farm near Memphis, Tennessee, Taylor was the daughter of a sharecropper.",0,2,== Life and career ==,1413790,C,0,1,0
"She left Tennessee for Chicago in 1952 with her husband, Robert ""Pops"" Taylor, a truck driver.",1,2,== Life and career ==,1413790,C,0,2,1
"In the late 1950s, she began singing in blues clubs in Chicago.",2,2,== Life and career ==,1413790,C,0,1,1
"She was spotted by Willie Dixon in 1962, and this led to more opportunities for performing and her first recordings.",3,2,== Life and career ==,1413790,C,2,0,1
"In 1963 she had a single on USA Records, and in 1964 a cut on a Chicago blues collection on Spivey Records, called Chicago Blues.",4,2,== Life and career ==,1413790,C,0,1,2
"In 1964 Dixon brought Taylor to Checker Records, a subsidiary label of Chess Records, for which she recorded ""Wang Dang Doodle"", a song written by Dixon and recorded by Howlin' Wolf five years earlier.",5,2,== Life and career ==,1413790,C,6,0,2
"The record became a hit, reaching number four on the R&B chart and number 58 on the pop chart in 1966, and selling a million copies.",6,2,== Life and career ==,1413790,C,0,0,1
"She recorded several versions of the song over the years, including a live rendition at the 1967 American Folk Blues Festival, with the harmonica player Little Walter and the guitarist Hound Dog Taylor.",7,2,== Life and career ==,1413790,C,4,0,2
"Her subsequent recordings, both original songs and covers, did not achieve as much success on the charts.",8,2,== Life and career ==,1413790,N,0,0,0
"Taylor became better known by touring in the United States in the late 1960s and early 1970s, and she became accessible to a wider record-buying public when she signed a recording contract with Alligator Records in 1975.",0,3,== Life and career ==,1413790,C,0,1,3
"She recorded nine albums for Alligator, eight of which were nominated for Grammy awards, and came to dominate ranks of female blues singers, winning twenty-nine W. C. Handy/Blues Music Awards.",1,3,== Life and career ==,1413790,C,2,0,0
She survived a near-fatal car crash in 1989.,2,3,== Life and career ==,1413790,C,0,0,1
"In the 1990s, she appeared in the films Blues Brothers 2000 and Wild at Heart.",3,3,== Life and career ==,1413790,C,0,0,2
"She opened a blues club on Division Street in Chicago in 1994, which relocated to Wabash Avenue, in Chicago's South Loop, in 2000 (the club is now closed).",4,3,== Life and career ==,1413790,C,0,5,3
"In 2003, she appeared as a guest with Taj Mahal in an episode of the television series Arthur.",0,4,== Life and career ==,1413790,Y,1,1,1
"In 2009, she performed with Umphrey's McGee at the band's New Year's Eve concert at the Auditorium Theater, in Chicago.",1,4,== Life and career ==,1413790,Y,1,2,2
"Taylor influenced Bonnie Raitt, Shemekia Copeland, Janis Joplin, Shannon Curfman, and Susan Tedeschi.",0,5,== Life and career ==,1413790,C,7,0,0
"In her later years, she performed over 70 concerts a year and resided just south of Chicago, in Country Club Hills, Illinois.",0,6,== Life and career ==,1413790,C,0,2,2
"In 2008, the Internal Revenue Service said that Taylor owed $400,000 in unpaid taxes, penalties and interest, for the years 1998, 2000 and 2001.",0,7,== Life and career ==,1413790,C,0,0,2
"In those years combined, her adjusted gross income was $949,000.",1,7,== Life and career ==,1413790,C,0,0,1
"Taylor's final performance was at the Blues Music Awards, on May 7, 2009.",2,7,== Life and career ==,1413790,C,0,0,1
She suffered complications from surgery for gastrointestinal bleeding on May 19 and died on June 3.,3,7,== Life and career ==,1413790,C,0,0,2
"On June 25, 2019, The New York Times Magazine listed Koko Taylor among hundreds of artists whose material was reportedly destroyed in the 2008 Universal fire.",4,7,== Life and career ==,1413790,C,3,0,2
==,0,8,== Awards ==,1413790,N,0,0,0
Awards ==,1,8,== Awards ==,1413790,N,0,0,0
"Grammy Award for Best Traditional Blues Album, 1985",0,9,== Awards ==,1413790,C,0,0,1
"Howlin' Wolf Award, 1996",0,10,== Awards ==,1413790,C,2,0,1
"Blues Hall of Fame, inducted 1997",0,11,== Awards ==,1413790,C,0,0,1
"Blues Foundation Lifetime Achievement Award, 1999",0,12,== Awards ==,1413790,C,0,0,1
"NEA National Heritage Fellowship, 2004",0,13,== Awards ==,1413790,C,0,0,1
"Blues Music Award (formerly the W. C. Handy Award), 32 nominations with 29 wins in the following categories:Entertainer of the Year (1985)",0,14,== Awards ==,1413790,C,2,0,2
"Female Artist (1981, 1995)",0,15,== Awards ==,1413790,C,0,0,1
Song of the Year (2008),0,16,== Awards ==,1413790,C,0,0,2
Traditional Blues Album (2008),0,17,== Awards ==,1413790,C,0,0,1
"Traditional Blues Female Artist (1992, 1993, 1999–2005, 2008, 2009)",0,18,== Awards ==,1413790,C,0,0,1
Vocalist of the Year (1985),0,19,== Awards ==,1413790,C,0,0,2
"7th Annual Independent Music Awards for Best Blues Album, 2008",0,20,== Awards ==,1413790,C,0,0,1
==,0,21,== Discography ==,1413790,N,0,0,0
Discography ==,1,21,== Discography ==,1413790,N,0,0,0
"Love You Like a Woman, November 30, 1968 (Charly Records)",0,22,== Discography ==,1413790,C,0,0,1
"Koko Taylor, 1969 (MCA/Chess Records)",0,23,== Discography ==,1413790,C,2,0,1
"Basic Soul, 1972 (Chess)",0,24,== Discography ==,1413790,C,0,0,1
"South Side Lady, 1973 (Black and Blue Records)",0,25,== Discography ==,1413790,C,0,1,1
"I Got What It Takes, 1975 (Alligator Records)",0,26,== Discography ==,1413790,C,0,0,1
"Southside Baby, 1975 (Black & Blue)",0,27,== Discography ==,1413790,C,0,0,1
"The Earthshaker, 1978 (Alligator)",0,28,== Discography ==,1413790,C,0,0,1
"From the Heart of a Woman, 1981 (Alligator)",0,29,== Discography ==,1413790,C,0,0,1
"Queen of the Blues, 1985 (Alligator)",0,30,== Discography ==,1413790,C,0,0,1
"Live from Chicago: An Audience with the Queen, 1987 (Alligator)",0,31,== Discography ==,1413790,C,0,1,1
"Wang Dang Doodle, 1991 (Huub Records)",0,32,== Discography ==,1413790,C,0,0,1
"Jump for Joy, 1992 (Alligator)",0,33,== Discography ==,1413790,C,0,0,1
"Force of Nature, 1993 (Alligator)",0,34,== Discography ==,1413790,C,0,0,1
"Royal Blue, 2000 (Alligator)",0,35,== Discography ==,1413790,C,0,0,1
"Old School, 2007 (Alligator)",0,36,== Discography ==,1413790,C,0,0,1
