sentences,sentenceIndex,paragraphIndex,section,wikiId,meetup,people,place,timeExpression
"Huddie William Ledbetter (; January 23, 1888 – December 6, 1949), better known by the stage name Lead Belly, was an American folk and blues singer, musician, and songwriter notable for his strong vocals, virtuosity on the twelve-string guitar, and the folk standards he introduced, including his renditions of ""In The Pines"", ""Goodnight, Irene"", ""Midnight Special"", ""Cotton Fields"", and ""Boll Weevil"".",0,0,,18434,Y,4,2,2
"Lead Belly usually played a twelve-string guitar, but he also played the piano, mandolin, harmonica, violin, and windjammer.",0,1,,18434,C,2,0,0
"In some of his recordings, he sang while clapping his hands or stomping his foot.",1,1,,18434,C,1,0,0
"Lead Belly's songs covered a wide range of genres and topics including gospel music; blues about women, liquor, prison life, and racism; and folk songs about cowboys, prison, work, sailors, cattle herding, and dancing.",0,2,,18434,C,2,0,0
"He also wrote songs about people in the news, such as Franklin D. Roosevelt, Adolf Hitler, Jean Harlow, Jack Johnson, the Scottsboro Boys and Howard Hughes.",1,2,,18434,C,6,0,0
Lead Belly was posthumously inducted into the Rock and Roll Hall of Fame in 1988 and the Louisiana Music Hall of Fame in 2008.,2,2,,18434,Y,2,1,2
"Though many releases credit him as ""Leadbelly"", he himself wrote it as ""Lead Belly"", which is also the spelling on his tombstone and the spelling used by the Lead Belly Foundation.",0,3,,18434,C,6,0,0
==,0,4,== Biography ==,18434,N,0,0,0
Biography ==,1,4,== Biography ==,18434,N,0,0,0
===,0,5,== Biography == | === Personal life ===,18434,N,0,0,0
Personal life =,1,5,== Biography == | === Personal life ===,18434,N,0,0,0
==,2,5,== Biography == | === Personal life ===,18434,N,0,0,0
"The younger of two children, Lead Belly was born Huddie William Ledbetter to Sallie Brown and Wesley Ledbetter on a plantation near Mooringsport, Louisiana.",0,6,== Biography == | === Personal life ===,18434,C,5,1,0
"On his World War II draft registration card in 1942, he gave his birthplace as Freeport, Louisiana (""Shreveport"").",1,6,== Biography == | === Personal life ===,18434,C,0,1,1
There is uncertainty over his precise date and year of birth.,2,6,== Biography == | === Personal life ===,18434,C,0,0,1
"The Lead Belly Foundation gives his birth date as January 20, 1889, his grave marker gives the year 1889, and his 1942 draft registration card states January 23, 1889.",3,6,== Biography == | === Personal life ===,18434,C,2,0,4
